#{"t_start": 1776086732.0103402, "env_id": "None"}
r,l,t
-1344.0627,97,24.014701
-1324.6896,114,24.237016
-1436.1652,58,25.19061
-1278.624,147,26.254695
-1347.4092,93,28.227836
-1169.6222,179,28.499328
599.0435,168,30.693892
-1213.342,167,30.857014
-1345.6909,108,32.106421
-1296.7485,123,32.398848
-1423.0,67,33.233134
-1170.847,175,34.232517
571.72577,149,35.237543
-1342.8099,102,35.634737
-1148.8918,184,39.106347
-1212.8444,165,39.374276
-1347.0547,96,40.605077
-1346.9167,97,40.792514
-1429.6031,60,41.70823
606.1078,164,51.062376
570.3168,145,52.157017
-1303.4221,115,53.117912
-1170.4905,179,54.757912
-1165.6459,188,55.879138
-1306.8835,112,56.58868
-1343.8735,95,58.358446
-1256.0099,143,58.417027
-1336.3317,107,60.155311
-1316.452,106,60.20428
-1354.7195,91,61.379258
-1434.3809,64,62.307766
599.0524,163,62.437567
-1353.5939,97,64.918788
-1163.7589,177,66.189482
-1337.8105,109,66.625076
-1275.9114,129,68.400769
-1286.1365,127,68.666892
-1432.0308,59,69.37817
-1146.798,180,78.765593
609.55817,167,79.070085
-1169.834,181,80.66235
588.4313,159,80.773066
-1414.4471,61,81.599895
-1427.2046,61,81.71031
-1310.2594,102,83.105706
-1418.8156,61,83.807888
-1203.6715,169,83.96514
-1349.8698,94,84.831744
-1282.7831,129,85.366373
