episode_id,obstacle_count,group,seed,success,obstacle_collision,border_collision,timeout,term_reason,rms_cte,mean_cte,mean_signed_cte,max_cte,std_cte,min_obstacle_clearance,min_border_clearance,min_lateral_border_clearance,min_front_clearance,path_completion_steps,path_completion_time_s,mean_speed,mean_rpm,control_effort,control_effort_deg2s,mean_abs_rudder_rate,mean_abs_rudder_rate_achieved,mean_abs_rudder_deg,rudder_saturation_fraction,mean_abs_course_error,ep_reward,reference_path_length,actual_path_length,path_efficiency,d_end
4103000,3,obs_3,10030002,1,0,0,0,goal,1.438784130366737,1.0242466898328673,1.0242466898328673,2.5424327850341797,1.0104545967838348,0.7434723167478313,0.9888214511917737,1.9899438048186924,3.8567400932312013,266,26.6,0.7309643170215155,9.588055252795382,3.905790095117869,6249.264152188591,8.01457588965038,3.4979572884961385,11.45811097765888,0.0,11.11322287526249,89.97394033430926,20.0,19.443650832772317,0.9721825416386158,1.8493323082093553
4103001,3,obs_3,10030004,1,0,0,0,goal,1.5395988626832722,1.1339996995837605,1.1332833323954852,2.7620952129364014,1.042129332899813,0.39140982339676467,0.988599543050557,1.9599738711076984,3.1970011711120607,316,31.6,0.6304873891949041,9.5461014751647,7.730887000631691,12369.419201010707,7.487409732448646,4.925056914965132,14.907067954307756,0.07278481012658228,15.509749293203052,74.23468916663904,20.0,19.923401498558974,0.9961700749279487,1.3098381138166555
4103002,3,obs_3,10030027,1,0,0,0,goal,1.4178344181994766,1.0239399801262021,-1.0221666738245403,2.533492088317871,0.9825628368473562,0.8123111319287103,0.988578986689286,2.694069946414052,4.051957511901856,280,28.0,0.6983318552932916,9.370855036165032,3.736253182553691,5978.005092085906,7.94802904521252,3.6198180939444717,10.644876201254679,0.0,12.096034381857235,87.83761470389904,20.0,19.553291948212166,0.9776645974106083,1.5345329491941142
4103003,3,obs_3,10030051,1,0,0,0,goal,1.6752086748963495,1.1948036323700177,1.1948036323700177,2.9368324279785156,1.174209685074772,0.48639803001833504,0.9888821592819077,2.688293274473561,3.0356895446777346,292,29.200000000000003,0.6823194783808184,9.664852775990155,7.309150370931703,11694.640593490723,9.206522184446504,4.348898417888829,14.844519010400777,0.03767123287671233,13.876486462726913,76.40667605746462,20.0,19.923728768719897,0.9961864384359949,1.93723514736927
4103004,3,obs_3,10030052,1,0,0,0,goal,1.439744078076998,1.0757243953424567,-1.0757243953424567,2.569540023803711,0.9569117177790701,0.8822043574698786,0.9884260263182312,2.9083392291143983,4.170146179199219,287,28.700000000000003,0.6845737171993405,9.329053294199165,3.5255280500835613,5640.844880133697,7.38021210096516,3.7271528709657673,11.282912531010936,0.0,13.338710654195808,86.31918505280623,20.0,19.64726568362107,0.9823632841810536,1.3148304294047837
4103005,3,obs_3,10030096,1,0,0,0,goal,1.9692181319947337,1.4301366885036049,1.4301366885036049,3.439697265625,1.3537093866752836,0.07145843513588554,0.9888279315528405,1.9921113522009983,3.0800760269165037,327,32.7,0.6542981120046426,9.594628102950583,10.134002172195691,16214.403475513103,8.84947688490198,4.851021495096963,16.85923406539581,0.12232415902140673,17.094402480021962,65.46706055389356,20.0,21.395548262551813,1.0697774131275906,1.5632298461706893
4103006,3,obs_3,10030102,1,0,0,0,goal,1.5864019350640455,1.1221732804641902,1.1221732804641902,2.7972664833068848,1.121337695873632,0.5787316074060617,0.9888560741749461,2.827572102410975,3.1970874786376955,284,28.400000000000002,0.6956013608939566,9.607373420996788,6.413441274663052,10261.506039460883,8.089521434487175,4.058917212561039,14.132285862719662,0.0,12.744173417383585,81.82039863261474,20.0,19.755078649388366,0.9877539324694183,1.9607299653967696
4103007,3,obs_3,10030105,1,0,0,0,goal,1.8512970600174756,1.3403948094506632,-1.3349637444785913,3.2568342685699463,1.2826428206469045,0.1414097733581796,0.9889553825120334,2.2655225425238923,3.083955097198486,320,32.0,0.6530828445186081,9.617666946491227,9.874603302606555,15799.36528417049,9.943756566099752,4.54619685356348,17.23838933411662,0.1125,16.62100167580499,66.60222072151629,20.00805653305213,20.89865102459546,1.0445117940401718,1.6526419816775293
4103008,3,obs_3,10030135,1,0,0,0,goal,1.4529188863296458,1.0041929847232516,-1.0041929847232516,2.6047017574310303,1.0500332088491229,0.7272917944503219,0.9888616119466753,3.0474170148043385,3.3344067573547362,278,27.8,0.7016109785907751,9.683157022115097,6.633973554354991,10614.357686967987,7.74419415986547,4.208360373258365,14.126389090479998,0.0,11.814552950993813,82.8088826925225,20.0,19.50478520482355,0.9752392602411775,2.039421923230787
4103009,3,obs_3,10030143,1,0,0,0,goal,1.6854272624035662,1.204159560153861,-1.204159560153861,2.9571306705474854,1.179264521022845,0.49665146851561287,0.9888402630648241,2.639783261837679,3.03919095993042,301,30.1,0.6779061723056838,9.640735019239724,8.163649352554236,13061.838964086774,8.259589918035392,4.57666612215152,15.712818884045234,0.04983388704318937,14.228233773320598,75.11055893612954,20.0,20.40497578640109,1.0202487893200545,1.717990771192906
