#{"t_start": 1787445900.229652, "env_id": "None"}
r,l,t
-990.07556,72,14.534964
-981.18805,95,19.40687
-977.963,102,21.102601
102.2194,185,41.220571
101.39958,188,42.326374
-965.0303,197,46.342232
-956.44366,206,50.240292
-1002.55554,212,52.917685
-971.3544,145,55.251643
-990.08496,72,78.669463
97.77675,185,83.643507
-979.25116,99,95.022004
-981.0353,95,98.432066
-986.8142,216,101.154756
-964.06885,141,104.764391
-979.7102,99,123.005325
-987.80255,183,124.321338
-982.1558,93,137.450383
-985.22784,195,141.710617
-979.05646,99,143.779032
-980.34106,96,145.188295
-982.9326,93,147.622696
-977.2947,106,167.900206
-964.18195,221,175.51333
-979.3727,99,179.404759
-969.658,197,195.986206
-984.2761,88,195.986206
-984.2326,170,196.984765
-988.50275,76,203.49136
-982.83203,96,205.920951
-973.8291,227,218.199682
-964.06525,219,219.775737
-988.6363,231,221.563539
-983.6427,89,240.84365
-986.58405,126,247.657103
-980.19257,108,255.306842
-984.07526,153,262.861331
-990.01166,105,273.655618
-988.02905,211,280.497577
-991.42737,159,284.50334
-990.74457,170,286.283068
-997.6233,138,289.892175
-999.27985,121,292.414105
-1001.1651,136,292.65367
-999.37067,139,299.258982
-1001.553,134,303.973759
-1000.5393,117,307.289654
-992.34186,73,308.104381
-999.22296,125,314.064118
-988.3569,141,315.928593
-1000.4557,89,317.908995
-993.9525,131,318.173965
-992.53076,71,322.213723
-999.8155,157,325.480364
-1008.46826,150,335.465441
-1001.55615,95,335.718055
-1007.6536,138,336.272288
-1000.45825,119,339.041137
-1001.79865,128,344.386133
-1017.752,144,347.010896
-1002.8192,124,347.246927
-1003.3989,121,350.299241
-1000.036,97,356.074528
-999.63574,109,362.649137
-1007.05334,143,365.168918
-1000.8285,92,366.315939
-1000.9637,111,367.0975
-1017.2188,165,370.606508
-999.6674,92,375.447604
-1011.79645,137,377.172213
-1004.4799,131,379.162396
-1004.7014,122,387.242329
-1004.13696,105,392.570059
-1010.32056,138,395.100385
-1015.52637,149,397.108714
-1019.89777,164,397.765337
-1005.0335,121,400.508957
-1009.4265,130,401.24321
-1013.2626,146,408.464589
-1002.2865,114,411.308027
-995.141,91,412.628368
-1000.6246,103,417.97335
-998.15,125,428.342481
-1003.50903,139,428.343483
-1004.58826,151,431.952218
-1002.7113,105,434.183094
-996.8464,106,435.419737
-1002.9645,154,435.751473
-1006.36163,136,438.041461
-991.6106,103,439.455179
-993.98474,109,452.293277
-990.4181,101,454.295786
-993.4524,121,456.519932
-989.5961,113,458.222579
-996.52155,151,459.693113
-997.4548,126,465.858922
-994.75116,150,466.295689
-992.21576,136,466.295689
-984.22974,133,477.116586
-998.17615,108,479.030281
-994.1374,119,479.493722
-988.0799,132,485.149476
-995.5569,117,487.543382
-988.8104,190,491.440295
-984.7984,92,498.155747
-983.5605,191,503.037648
-958.2749,211,506.549966
-987.2306,140,507.279014
-984.054,138,512.910908
-970.3914,123,515.861172
-982.9333,162,518.92342
-975.3019,220,519.49055
-978.11194,172,530.81431
-995.8998,91,533.147092
-970.79553,170,538.735991
-977.49805,114,540.712525
-971.04224,215,542.633154
-961.328,209,546.415292
-983.24426,212,551.691256
110.44743,213,558.542541
-986.19745,97,564.137938
-960.5295,194,568.804294
-950.4643,249,576.426924
-978.2765,210,577.388673
-976.1538,219,584.224781
-959.44916,264,589.25444
-992.1567,68,589.792619
-969.95,183,592.975275
102.1267,256,599.1127
-975.06647,171,607.338229
-977.82007,117,610.3573
-969.87634,165,613.554642
-958.505,272,613.938298
99.72682,262,616.017794
-966.72815,134,617.687946
-989.2077,75,621.749126
-961.35345,188,624.529927
-978.2153,144,625.848431
-977.7967,118,636.260494
-990.0161,74,638.609589
-986.8563,93,639.353668
-978.96075,124,641.758698
