#{"t_start": 1787250537.315184, "env_id": "None"}
r,l,t
-985.0227,85,5.367243
-980.8748,95,6.029569
-977.1387,104,6.697472
-974.88586,109,7.115081
-979.0571,111,7.310999
-971.8663,117,7.814336
-968.6037,125,8.382226
-987.77454,78,11.103943
-962.34186,167,11.447012
-989.98975,72,12.042932
-987.36896,80,13.500198
-971.4429,120,14.590811
-977.56726,105,15.623188
-990.24634,72,16.151999
-966.6789,138,17.034729
-991.81995,68,19.264661
-976.9856,108,19.334614
-984.5446,91,19.588376
-974.27045,148,21.408983
-980.7042,207,21.499641
-981.3026,97,22.365543
-970.3525,127,25.105251
-973.1484,170,26.555824
-972.7605,133,30.345471
102.69149,188,31.999216
99.40969,188,32.471977
-986.2124,82,32.937541
-976.4196,107,33.023916
-975.6038,205,33.503192
106.50029,182,35.576615
-966.5575,208,36.297342
-978.4382,101,38.396818
-990.7945,70,39.157061
-978.016,104,41.436662
-981.3324,94,41.641547
-991.88336,68,42.72339
-979.6509,99,49.148325
-986.1209,84,50.804698
-991.1432,167,53.030079
-989.2315,74,53.851559
99.55923,187,55.060682
-978.822,109,58.299841
-981.7823,96,65.154618
-980.6788,178,66.006188
-963.9361,138,69.153963
104.82652,184,69.153963
-973.7399,114,69.781039
-983.0239,91,71.361744
-993.2793,64,74.024716
-987.6124,160,76.865544
-988.9659,167,78.738417
-992.931,66,80.513869
-976.86774,104,80.513869
-979.2332,100,87.928488
-979.9781,98,93.837065
-970.05396,124,97.260359
-963.6309,207,98.164634
-981.0493,214,98.810307
-963.7317,220,99.687312
101.81721,183,104.140352
-987.32965,198,104.302563
-970.5949,123,104.714108
-989.3562,74,109.103542
-985.0342,88,109.76303
-982.93494,90,110.835657
-985.8523,137,112.804588
-971.756,120,115.923538
-990.9544,70,118.84764
-972.40564,120,120.512058
-989.4685,74,120.796841
-978.988,117,125.024658
-980.1119,158,126.326774
-976.8266,112,128.084046
105.91954,185,129.786193
-981.1996,94,137.807392
-990.3119,72,139.376
-982.2634,104,140.504193
106.533646,187,141.632445
-993.49164,118,144.06482
-956.58124,194,145.536753
-960.26166,213,149.468738
-955.8765,218,149.876564
-989.9367,74,150.134658
-994.4822,119,153.303939
-977.33777,107,158.683248
-967.1189,133,160.235929
-977.4841,179,161.426353
-978.65027,105,161.719004
-988.5545,76,161.839527
-967.53894,207,165.531662
-984.011,88,167.193271
-977.5399,207,171.338089
-970.33624,212,171.608042
-970.3142,136,176.999535
-971.4845,187,177.748126
-968.23267,209,178.365758
-963.6234,208,179.188433
-968.0254,207,179.438508
-975.89374,114,180.467794
-979.5116,147,183.359343
-987.2837,79,184.097364
-978.5311,209,184.253543
-992.5724,66,184.53917
-986.9877,80,184.909388
-977.2238,141,192.425189
-981.9453,92,192.879793
-972.86566,114,194.044865
-976.0734,208,194.48451
-964.57776,179,194.67361
-974.4926,118,194.847091
-975.73706,145,196.903505
-992.56195,66,198.216591
-993.76434,63,199.490175
-981.4058,94,201.014655
-974.57184,209,201.479866
-979.61865,101,203.346585
-977.64124,103,203.701859
-979.3286,99,206.594334
-996.6737,111,208.98358
102.94987,186,210.416886
-973.4402,113,210.704689
-967.5613,128,214.457835
-970.51624,213,215.407743
104.85844,191,218.500757
-972.2612,126,221.052922
-966.7057,133,224.427776
-971.53485,218,224.810239
-974.47675,120,228.151614
