#{"t_start": 1776080701.2435548, "env_id": "None"}
r,l,t
-1477.5978,68,1.272891
-1395.7808,100,1.790036
-1391.4629,131,4.073368
-1252.0316,177,4.33971
-1469.293,62,5.171506
-1398.8721,99,6.003586
-1472.4517,63,7.09937
514.7525,178,8.024234
536.9519,191,9.91979
509.4285,166,10.585819
-1440.6155,66,12.002561
-1360.4163,120,12.336073
-1382.0176,97,13.745551
-1394.5869,97,13.979563
-1350.7404,128,16.189834
528.0515,166,16.560488
-1363.8485,115,19.801242
530.13275,167,20.161148
521.8272,161,22.02018
526.1349,162,22.596255
-1478.9163,56,23.428393
518.64233,156,24.893412
-1354.2032,123,25.673468
525.00525,164,27.251689
-1359.3894,126,27.48893
-1354.7092,104,28.780535
-1369.4677,107,29.075032
-1450.1167,67,29.92651
-1355.2246,124,32.151139
-1263.1208,207,32.71958
-1381.4777,110,33.862944
-1352.4929,124,34.662966
-1341.0962,138,37.091049
513.8094,155,38.034352
-1358.2734,123,39.073813
-1390.7653,106,39.936024
-1476.6726,60,40.128187
-1376.9521,103,41.543556
-1400.1311,93,41.585255
-1428.4932,74,42.852699
-1380.9365,93,43.216186
-1477.0393,56,51.533106
-1393.3257,101,52.503392
-1398.8934,95,53.166638
-1246.2737,174,55.168818
517.3342,155,55.281171
525.4368,162,56.964108
518.3635,156,57.007329
-1393.8958,102,58.273647
534.4091,174,60.085956
520.50977,158,61.168617
-1483.2284,57,62.002408
510.7567,150,62.048195
-1353.9775,129,63.788185
525.96857,163,64.285559
-1352.9062,127,65.572937
518.226,165,66.632504
-1376.6929,124,67.529658
-1367.4519,116,68.504191
515.119,157,70.090038
513.24084,170,71.583672
528.1026,173,73.253783
-1354.6661,124,73.898809
-1481.6246,50,74.262517
-1343.4473,129,78.081378
-1242.2457,196,79.449254
-1401.0511,95,80.988928
-1235.1948,204,82.174182
-1363.9128,114,83.198643
-1398.7372,96,84.112109
-1366.8899,122,85.635629
520.0405,158,86.538849
491.30957,158,87.53897
-1393.8354,96,87.754241
489.11417,148,89.603914
-1253.3474,188,90.648778
-1393.4463,99,92.251665
511.35458,158,92.285835
-1406.0922,93,100.967273
