#{"t_start": 1776080382.1561682, "env_id": "None"}
r,l,t
-1387.5448,90,1.454027
-1377.6422,98,1.564875
-1429.5658,74,2.732729
-1450.6206,70,3.961508
516.3428,154,3.993272
-1286.2968,165,6.488188
-1257.1243,193,6.990717
-1354.7953,124,8.54265
-1352.58,130,9.143133
-1397.5306,95,10.615867
-1275.914,156,10.993248
-1376.6555,105,12.266796
-1246.9462,184,13.727351
-1351.3295,108,13.797565
-1357.2537,127,15.859287
-1252.6733,178,17.679178
514.5847,180,19.543737
512.3766,150,19.782991
500.44092,166,21.833681
-1269.0636,174,22.208209
-1356.6859,121,24.14317
-1284.3975,167,24.53879
-1314.1758,188,27.23001
-1262.4178,180,27.442695
-1453.5841,69,28.399311
-1464.9812,71,28.662557
-1405.5698,90,29.680533
530.04175,167,30.801009
513.3361,156,31.870453
-1392.9734,99,32.408415
519.40564,193,36.059942
-1244.8542,188,36.459484
-1391.3605,97,37.722163
511.45908,148,38.01119
-1435.7855,70,39.106573
-1356.742,128,39.689273
-1458.9723,66,40.203372
-1412.8093,83,49.756672
-1422.1564,76,50.104726
517.76636,156,52.294428
-1247.491,183,52.37447
-1399.9657,93,53.570982
-1382.6741,94,53.670991
-1349.5261,125,55.36446
-1236.3226,192,56.461143
-1354.9136,119,57.290003
-1367.3724,117,59.492478
510.91367,150,60.67633
-1330.7765,124,61.378453
-1393.3564,97,62.892627
-1247.5072,185,63.505932
526.5368,169,65.410897
-1259.499,166,66.025226
530.08856,168,67.928748
513.4049,151,68.222634
-1395.0913,89,69.425945
522.849,160,70.137738
-1435.0841,73,71.327854
-1326.7152,141,71.619684
-1362.953,120,72.998616
516.67004,158,73.825745
-1460.5398,77,75.290963
-1470.078,69,76.418853
-1345.013,114,76.759298
-1381.4631,92,77.663969
-1400.3429,95,78.162436
-1472.1018,61,78.711536
-1477.5153,67,79.341786
-1348.0374,125,80.660639
-1385.877,91,80.690417
-1478.8662,60,81.681174
-1445.0385,65,81.778442
-1359.5038,121,83.591155
-1304.136,153,83.959376
-1268.3689,180,86.075277
520.046,160,86.223761
518.78125,155,88.489237
-1258.5925,174,88.672712
-1362.4043,117,97.536049
