#{"t_start": 1776080273.8166587, "env_id": "None"}
r,l,t
-1403.3767,96,3.33399
-1377.461,112,3.615618
-1481.9768,63,4.695129
-1379.8136,134,5.592873
504.12744,155,7.207414
-1327.0243,137,7.868044
-1401.222,88,8.83228
-1380.7307,105,10.586786
-1255.327,174,10.879877
-1394.3762,100,12.084531
-1483.9639,56,13.069352
-1300.9125,149,13.288766
-1396.539,102,14.914912
483.25153,158,15.548123
-1396.7198,98,17.080276
-1271.8064,167,17.421916
-1257.3157,178,20.90905
-1250.5115,179,21.263119
-1399.7715,89,22.748079
-1302.6338,159,23.363059
-1479.619,56,24.150095
509.97107,149,24.749424
-1485.5863,53,25.58213
-1253.8854,183,26.612205
517.0794,159,27.59644
-1256.5905,173,29.032276
-1376.5613,112,29.290056
502.05478,144,30.93281
519.1437,161,31.447973
-1375.0,111,32.681176
-1400.2052,103,33.074673
-1398.7683,94,34.134207
-1363.1769,121,36.214555
-1371.4755,123,37.26788
-1275.5875,173,38.905092
-1367.4752,113,39.101187
-1478.9888,60,40.194905
-1361.4167,116,40.997672
-1396.5533,97,41.880354
-1247.817,187,51.362935
513.4154,151,51.566985
-1476.3615,69,52.868651
-1458.1555,63,53.832813
521.4574,160,54.013309
-1386.392,93,55.340336
-1482.1902,58,56.221951
-1256.9429,180,56.443459
-1393.7937,91,57.542093
-1374.4963,126,58.29685
-1397.6825,95,58.928483
-1364.4009,119,61.273088
-1397.0704,97,61.578167
-1399.4498,99,62.676634
-1371.1575,113,63.168979
-1300.833,149,64.931157
-1355.4945,129,65.178711
-1427.9174,79,66.193947
-1365.2335,102,66.712985
-1390.595,104,67.69999
-1353.7076,124,68.576086
-1254.5942,172,70.159135
516.9011,154,70.767099
-1374.9973,111,71.822283
513.4461,151,72.895221
-1338.1671,126,73.488832
-1247.9978,180,76.579657
-1260.8297,191,77.360423
-1330.5005,148,78.636698
-1250.5746,171,79.773406
-1395.4027,95,80.027393
-1351.55,126,81.74098
524.43677,164,82.486505
-1319.4719,141,83.767094
-1369.9801,116,84.178193
-1479.8312,61,85.216025
-1380.7147,108,85.503429
-1468.9402,61,86.497695
-1377.4077,122,87.294086
-1458.7798,60,87.627248
-1377.2734,112,89.001155
-1379.7534,116,89.317039
521.50964,161,98.8447
