#{"t_start": 1776080594.763877, "env_id": "None"}
r,l,t
-1320.921,167,3.116608
518.56,171,3.216953
-1396.3137,98,4.515033
524.86426,161,5.263087
-1395.7693,93,5.756384
-1347.1744,128,7.222759
-1351.203,109,7.454947
-1354.2728,126,9.233512
523.90576,160,10.091827
-1419.9462,83,10.821293
-1478.5884,62,11.385176
-1357.2407,125,13.591172
-1246.7501,211,14.395116
520.5899,158,15.78698
529.84155,181,18.242282
-1394.0481,93,18.400877
-1364.6346,115,19.76797
517.0916,154,20.46365
-1358.1499,112,22.053517
535.30145,177,22.266667
509.09003,177,24.71681
-1239.8121,195,24.780399
-1358.5444,117,26.388158
523.4585,160,26.942513
-1392.5409,99,27.764841
-1396.0358,93,28.197746
-1387.289,101,29.522674
519.0327,156,29.8028
-1250.4993,194,33.922729
-1233.2563,209,34.474977
-1362.6909,116,35.613033
-1464.1166,64,36.623114
521.8546,175,37.136423
-1477.327,62,37.638253
-1354.8577,135,39.638227
530.70044,180,39.840425
-1385.9955,108,48.766767
518.5217,154,49.55517
-1353.1187,123,50.457103
-1384.8154,90,51.648098
529.53204,167,51.847389
-1356.0605,109,53.355179
-1354.9581,125,53.875308
-1354.8778,122,55.913071
-1294.562,197,57.739665
521.54956,159,59.273633
-1223.8562,223,60.814011
521.1764,158,61.639569
-1389.2766,143,64.077711
512.2843,199,64.20213
-1340.4053,114,65.783926
-1465.9036,65,66.884901
515.43604,182,67.030194
-1377.8329,97,68.457016
520.6312,169,69.3232
533.64514,172,71.050432
532.2728,186,72.264957
-1359.8524,114,72.869012
-1350.9176,131,75.873294
-1355.5349,121,76.283247
-1401.9923,89,77.245246
-1395.4902,94,77.722672
-1351.0155,133,79.235547
525.10046,188,80.545564
-1395.4564,99,80.749496
-1388.5529,101,82.092699
-1337.7534,138,82.923465
-1452.8671,60,83.103516
514.74817,152,84.888755
519.9148,158,85.092765
-1405.6598,88,86.083015
518.46594,157,87.363097
-1342.1464,137,88.34183
521.5308,167,98.199578
