straight_rpm,MASS,THRUST_COEF,DRAG_COEF,LINEAR_SURGE_DAMP,TURN_COEF,RUDDER_FORCE_SCALE,LINEAR_YAW_DAMP,surge_score,surge_err_peak_u_body_mps,surge_err_initial_accel_0_2_after_motion_mps2,surge_err_initial_accel_0_5_after_motion_mps2,surge_err_distance_at_10s_after_motion_m,surge_err_time_to_50pct_peak_u_after_motion_s,surge_err_time_to_90pct_peak_u_after_motion_s,surge_rpm_start_idx,surge_rpm_start_t_sec,surge_motion_start_idx,surge_motion_start_t_sec,surge_motion_lag_s,surge_u_body_at_2s_after_motion_mps,surge_u_body_at_5s_after_motion_mps,surge_u_body_at_10s_after_motion_mps,surge_distance_at_5s_after_motion_m,surge_distance_at_10s_after_motion_m,surge_initial_accel_0_2_after_motion_mps2,surge_initial_accel_0_5_after_motion_mps2,surge_peak_u_body_mps,surge_time_to_50pct_peak_u_after_motion_s,surge_time_to_90pct_peak_u_after_motion_s,surge_u_body_at_2s_after_rpm_mps,surge_u_body_at_5s_after_rpm_mps,surge_u_body_at_10s_after_rpm_mps,surge_distance_at_5s_after_rpm_m,surge_distance_at_10s_after_rpm_m
16.0,64.55,0.07,1.0,0.0,3.0,0.1,5.0,10.055538959012699,1.1703000116145228,0.2217788338591102,1.0231064136587542,0.10151424686902617,4.916636114237531,0.6170570396017184,0,0.0,2,0.2,0.2,0.4873408676131821,1.1202729668409996,2.1592163418030523,2.963637111480547,11.173120643538397,0.21187739041066622,0.2113870465040363,5.0,11.700000000000001,22.1,0.4450052759918891,1.0782375256051668,2.118200248444226,2.75226584123262,10.75385834441157
14.0,64.55,0.07,1.25,1.5,3.0,0.1,5.0,10.07057126278417,0.566189628200053,0.4266441645766621,0.4331961498678438,0.21656209481953123,5.675179205806444,1.326806056983468,0,0.0,3,0.30000000000000004,0.30000000000000004,0.37677639356876985,0.8123161320604295,1.4543116774804794,2.2376497750873465,7.946739006039554,0.15610104616999226,0.1497494640598876,3.6082330088431833,13.2,31.8,0.3310710680122076,0.770502997114559,1.418634030870135,2.0123443773914733,7.527915370774933
16.0,64.55,0.07,1.25,0.0,3.0,0.1,5.0,10.122996463284924,1.1703000116145228,0.22189800988624678,1.0216278893438329,0.09997244622643936,4.967205653675458,0.6390080401392984,0,0.0,2,0.2,0.2,0.48727196194504846,1.1194353503907626,2.153204053877418,2.962524282036174,11.157481513461892,0.2118449437146268,0.21123256086452394,5.0,11.8,22.400000000000002,0.4449528146167626,1.0774907535434586,2.112524851352533,2.7513113243535,10.739387762188699
16.0,64.55,0.07,1.5,0.0,3.0,0.1,5.0,10.139901372055135,1.1703000116145228,0.22201715132520913,1.0201515394593503,0.09843752131715541,4.967205653675458,0.6609590406768783,0,0.0,2,0.2,0.2,0.48720307965723814,1.1185992363178445,2.147231876788169,2.961412784228441,11.141912126829855,0.21181250643551464,0.21107830242335626,5.0,11.8,22.700000000000003,0.4449003680836847,1.076745222244535,2.1068858902977015,2.7503578654613614,10.724979273358388
16.0,64.55,0.07,0.75,0.5,3.0,0.1,5.0,10.274665798763314,1.1703000116145228,0.2271982839544431,0.9937477318243774,0.08263614807376879,5.118914271989241,0.7048610417520379,0,0.0,2,0.2,0.2,0.4843425358396127,1.1049725097202083,2.1056009260469946,2.936123000147529,10.98163217576815,0.21040189861782016,0.20831946439351495,5.0,12.100000000000001,23.3,0.4424994399577007,1.0640306766003138,2.0664815877728993,2.727696803460372,10.57289779804362
15.0,64.55,0.05,1.5,1.0,3.0,0.1,5.0,10.286504075216131,0.39718268259229006,0.5262431011527391,0.1935520055531584,0.3457819599243247,6.079735521309865,1.3780250582378215,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3109719255560186,0.6758153857306587,1.2254307745211372,1.8527514737573836,6.636007759066144,0.12898438102701903,0.12470991718451842,3.218869914562877,14.0,32.50000000000001,0.27302778570367703,0.6405239855686906,1.1944819815791463,1.6652454141071165,6.282965923445131
16.0,64.55,0.06,1.0,2.0,3.0,0.1,5.0,10.294004978496796,0.7211428677364375,0.357775441212433,0.5992014990513095,0.14297519433505287,5.624609666368517,1.326806056983468,0,0.0,2,0.2,0.2,0.40398634614819207,0.8898948856018553,1.6021284852305002,2.4139848712943297,8.693161777450964,0.1748511470695677,0.16709476049652033,3.9652187682016606,13.100000000000001,31.8,0.36995695903443493,0.858910031757655,1.5758671972760883,2.246346828888854,8.382604972431968
14.0,64.55,0.06,1.5,1.0,3.0,0.1,5.0,10.322479442380512,0.4546174954036939,0.5047806347880947,0.24750660404544012,0.3162746179991045,6.029165981871937,1.3707080580586282,0,0.0,3,0.30000000000000004,0.30000000000000004,0.32506099505113323,0.7063640160073146,1.280426969571268,1.936620488107885,6.9353130945511285,0.13482772166457538,0.13034743735824386,3.351189899136524,13.9,32.400000000000006,0.2853994300370782,0.6694861176153282,1.248117992418512,1.7406386082241887,6.566427216585387
16.0,64.55,0.06,1.25,1.5,3.0,0.1,5.0,10.32378010839389,0.736321568109258,0.3563341144316524,0.6063516045845178,0.1387628065416535,5.624609666368517,1.326806056983468,0,0.0,2,0.2,0.2,0.40478137213273685,0.8935743255591845,1.6130858991249837,2.4209001241737287,8.735889792224082,0.17524356065368435,0.16784184907310373,4.000187897565321,13.100000000000001,31.8,0.3706257322492854,0.8623488172478473,1.5865058123484908,2.252551782449554,8.423174828625779
14.0,64.55,0.05,1.0,1.5,3.0,0.1,5.0,10.33936407885393,0.26525457477665576,0.5876576602568288,0.03732271186446127,0.4188396317680852,6.3325832184995035,1.4072930589545947,0,0.0,4,0.4,0.4,0.2819299406009865,0.5996254168640398,1.0808519704981308,1.6691562086399288,5.89495317555386,0.11226374031157445,0.10838608530533393,2.914930120272661,14.5,32.900000000000006,0.23788082512748793,0.5585460434548218,1.0445072338968957,1.4513692376357532,5.483729444921195
15.0,64.55,0.07,1.0,2.0,3.0,0.1,5.0,10.359738786557363,0.7615948205377482,0.3414775285918309,0.639707660268148,0.12130843727199911,5.624609666368517,1.326806056983468,0,0.0,2,0.2,0.2,0.41423888067233383,0.9124348198965091,1.64246256249346,2.4752020681556957,8.912936774740238,0.1792883936331867,0.17132710226907136,4.058413148206335,13.100000000000001,31.8,0.3793466213120851,0.8806689366076085,1.6155520913233932,2.303318024792709,8.594561961147349
15.0,64.55,0.07,1.25,1.5,3.0,0.1,5.0,10.381271943710235,0.7763107101631098,0.34000178722668534,0.6470137504190254,0.11701380006465734,5.624609666368517,1.319489056804275,0,0.0,2,0.2,0.2,0.4150528359632566,0.9161933620136542,1.6536063231084024,2.4822734289997075,8.956499079789175,0.17969017688320885,0.1720904891122247,4.092316040770977,13.100000000000001,31.700000000000003,0.3800314141156533,0.8841822108553825,1.6263737099106772,2.3096637639424253,8.635929206602869
16.0,64.55,0.07,1.0,0.5,3.0,0.1,5.0,10.419216619696217,1.1703000116145228,0.22915196291350726,0.982160084228765,0.074494074943971,5.220053350865096,0.7780310435439709,0,0.0,2,0.2,0.2,0.48325806178694064,1.098854322754897,2.0805814630233734,2.9255919369662107,10.899043715722058,0.2098699927566632,0.20710871315243898,5.0,12.3,24.3,0.44159935465177913,1.0583865578876006,2.042489457876098,2.7183399346869264,10.49520841535129
16.0,64.55,0.05,1.5,1.0,3.0,0.1,5.0,10.453272636189745,0.5703637646822056,0.4610179348214932,0.3574906452961983,0.25614288446230277,5.97859644243401,1.3633910578794348,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3537894109030989,0.7686356105191966,1.392428453481742,2.1076146871136103,7.545254468638209,0.1467424922589411,0.141839270652633,3.6178495053178974,13.8,32.300000000000004,0.3106263728809128,0.7285260741222953,1.3573570257846446,1.8943553306682035,7.144101754011777
14.0,64.55,0.05,0.75,2.0,3.0,0.1,5.0,10.490646237174676,0.28313389085593005,0.587616757082469,0.0377709656812176,0.41841956804385616,6.4337222973753585,1.421927059312981,0,0.0,4,0.4,0.4,0.28195501295829073,0.5998747937851804,1.082395897003008,1.6695078668180101,5.899214057954723,0.11227487655178468,0.10843292171975512,2.956121006287479,14.700000000000001,33.1,0.2378958195216566,0.5587467051023093,1.0458944242003052,1.4516311390767787,5.487404467490982
16.0,64.55,0.07,0.75,1.0,3.0,0.1,5.0,10.541786805921307,1.1703000116145228,0.23269245479204953,0.9634545667421963,0.0627717740486018,5.321192429740952,0.8438840451567107,0,0.0,2,0.2,0.2,0.4813009810458928,1.0891417790382003,2.0481098559689532,2.9079067382755395,10.780139504999315,0.2089060634617102,0.20515424152004252,5.0,12.500000000000002,25.200000000000003,0.4399607146711831,1.0493513741273381,2.0111073077508412,2.7025258067296796,10.382686028082984
14.0,64.55,0.07,1.5,1.0,3.0,0.1,5.0,10.559324758786254,0.6712547844785497,0.422309137059849,0.4547383591111634,0.20299420817319389,5.9280269029960815,1.3560740577002413,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3792005090742629,0.8236955836032152,1.4913419852979448,2.2588421018649596,8.0843637665075,0.15728129461038806,0.15200033131846244,3.850285157661855,13.7,32.2,0.3329408275696697,0.7807312838360361,1.453839391720586,2.030306144539596,7.654714826219703
15.0,64.55,0.06,1.5,1.0,3.0,0.1,5.0,10.570940682529002,0.6472544807599133,0.4315652163807301,0.4314873861206921,0.21569985446621287,5.97859644243401,1.3560740577002413,0,0.0,3,0.30000000000000004,0.30000000000000004,0.37312415564701107,0.8105313249895613,1.4677027902511783,2.2226821563259045,7.955485071302656,0.15476124758870713,0.1495709215377321,3.7949925631122605,13.8,32.2,0.32760490638737566,0.7682493452639381,1.4307804946375207,1.9977986743030365,7.53264639509873
16.0,64.55,0.07,1.25,0.5,3.0,0.1,5.0,10.571425395800613,1.1703000116145228,0.23109976617634198,0.970659639562859,0.06646295280927324,5.321192429740952,0.8585180455150973,0,0.0,2,0.2,0.2,0.48217702642861393,1.0927871081586955,2.0560424384600346,2.9151242470024856,10.817580678118116,0.20933968660422417,0.20590707342899384,5.0,12.500000000000002,25.400000000000002,0.44070184996226924,1.0527873283222162,2.0189464366378034,2.7090368626887007,10.418551526338119
15.0,64.55,0.05,1.0,1.5,3.0,0.1,5.0,10.604298610185856,0.4406625990445687,0.5261409925873305,0.19462995713790218,0.3447198765995167,6.282013679061576,1.4072930589545947,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3110304954634994,0.6764375198042778,1.2293639037757529,1.8536130712882886,6.646780915341972,0.12901218096014683,0.12482254843329255,3.319040204890465,14.4,32.900000000000006,0.27306729179859196,0.6410518240834071,1.1981116410201327,1.6659347904387232,6.292605053941914
16.0,64.55,0.07,1.0,2.0,3.0,0.1,5.0,10.604555884411784,0.9840688085903192,0.25080201769207927,0.8649992028781087,0.0008363917060398677,5.523470587492662,1.3121720566250814,0,0.0,2,0.2,0.2,0.47128057744831375,1.0377997046508813,1.8665772293902025,2.8157528037671797,10.13493522197627,0.20397557956371576,0.1948669978836234,4.570955162817183,12.900000000000002,31.6,0.4315882520618639,1.0016932161063627,1.836070245113799,2.620252981023616,9.773120292660419
16.0,64.55,0.07,1.25,1.5,3.0,0.1,5.0,10.635375152789639,0.9956313776108288,0.24913676056274744,0.8731502335986902,0.0038939410529502884,5.523470587492662,1.3048550564458883,0,0.0,2,0.2,0.2,0.472198722297771,1.0419855248063776,1.8786769445126728,2.8236752413413013,10.182916969602784,0.20442896010677555,0.19571866950027916,4.597593344079294,12.900000000000002,31.500000000000004,0.432361311475421,1.0056094363940904,1.8478333265134417,2.6273669770551766,9.81871742599505
14.0,64.55,0.05,1.25,1.0,3.0,0.1,5.0,10.670858357504194,0.32331639358440506,0.5855083260858011,0.04822116433479578,0.41204436804869676,6.5348613762512135,1.421927059312981,0,0.0,4,0.4,0.4,0.2831878551993248,0.605322456179286,1.099384974889116,1.6799188227114579,5.963880383310995,0.11284891498310909,0.1095248250491333,3.0486946194133955,14.9,33.1,0.23877620232237126,0.5634885462656398,1.061813739970231,1.460014203973583,5.545498448345905
14.0,64.55,0.06,1.0,1.5,3.0,0.1,5.0,10.705295296002644,0.5016972692366207,0.5046690635173441,0.24868426754547043,0.31511474558016944,6.282013679061576,1.4072930589545947,0,0.0,3,0.30000000000000004,0.30000000000000004,0.32512499237155307,0.7070436635862406,1.2847209644607276,1.937561815701454,6.947078166591468,0.13485809790043216,0.13047048714315201,3.459653645118591,14.4,32.900000000000006,0.28544259750184287,0.6700627677873847,1.2520808635267648,1.741391791090194,6.576954186392456
16.0,64.55,0.07,1.5,0.5,3.0,0.1,5.0,10.738603474336102,1.1703000116145228,0.23304171454484943,0.9592455668476708,0.05854055764221709,5.422331508616806,0.9536390478446101,0,0.0,2,0.2,0.2,0.48109941644118304,1.0867703140869187,2.03197123830564,2.9047194019908056,10.737220503713736,0.20881097449700667,0.204714458397201,5.0,12.700000000000001,26.700000000000003,0.43980691689867546,1.0472325254018835,1.9958410448276758,2.6997871604247323,10.342906979658505
15.0,64.55,0.07,0.75,0.0,3.0,0.1,5.0,10.757219600231226,1.1703000116145228,0.31587370791283814,0.7798955204328742,0.03001504524224883,5.725748745244372,0.8292500447983241,0,0.0,2,0.2,0.2,0.42840953007177707,0.9856206749221044,1.9050100824730936,2.6060944579683696,9.83896391057222,0.18625925351985484,0.1859748229800892,5.0,13.3,25.000000000000004,0.3911807984076972,0.948566241542972,1.8685518350099584,2.420128849342492,9.469060552334293
15.0,64.55,0.05,0.75,2.0,3.0,0.1,5.0,10.816519889996783,0.4637813631857243,0.5260899232139051,0.19516965345364906,0.34418674016435624,6.433722297375358,1.421927059312981,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3110597903915676,0.6767491080284869,1.2313420977509912,1.8540443514044382,6.652188741637859,0.129026085035289,0.124878939342552,3.3723018830396465,14.7,33.1,0.2730870500115713,0.6413161389143717,1.199936623388886,1.666279823119862,6.297442603888485
16.0,64.55,0.07,1.0,1.0,3.0,0.1,5.0,10.837365898952255,1.1703000116145228,0.23644626074706526,0.9421765707089682,0.048456930966194016,5.523470587492662,0.9902240487405766,0,0.0,2,0.2,0.2,0.4792207907551421,1.0779794770835904,2.005730122528099,2.8882738339987,10.634938052355661,0.20788405757898565,0.20293098094085513,5.0,12.900000000000002,27.200000000000003,0.4382281411313772,1.0390209961587606,1.9703547662815866,2.685038259107413,10.245793917328768
15.0,64.55,0.07,1.0,0.0,3.0,0.1,5.0,10.837921826770899,1.1703000116145228,0.3159658066199592,0.7787509974098894,0.031213681994851052,5.776318284682301,0.8585180455150973,0,0.0,2,0.2,0.2,0.4283562763519879,0.9849719782879619,1.9003210712190313,2.605233355464965,9.826805635649611,0.1862341788565406,0.18585523592334752,5.0,13.400000000000002,25.400000000000002,0.39114025691136073,0.9479880090586414,1.8641271745479555,2.419390341462466,9.457813468907965
16.0,64.55,0.05,1.0,1.5,3.0,0.1,5.0,10.851296669048395,0.6251180807629126,0.4608857693136422,0.35888523940673106,0.25477045569306916,6.231444139623648,1.3999760587754013,0,0.0,3,0.30000000000000004,0.30000000000000004,0.35386522003427384,0.7694403683022447,1.3975063010318518,2.108729486525966,7.559175588820628,0.14677847545256795,0.14198498672970494,3.7439940839192087,14.3,32.800000000000004,0.3106775088923994,0.7292089116927933,1.3620437604241846,1.8952473455687517,7.156558690500955
16.0,64.55,0.06,1.5,1.0,3.0,0.1,5.0,10.86902915732694,0.8477383166389794,0.3518222477529358,0.6299507580075713,0.12409896550731125,5.928026902996082,1.348757057521048,0,0.0,2,0.2,0.2,0.4072745212259136,0.9058115834000554,1.6533893273067088,2.443291434755506,8.884631277357007,0.1764719550733682,0.17030763896354909,4.256873028499907,13.700000000000001,32.1,0.3727148412083727,0.873740537862521,1.6254766687136957,2.2725849235551645,8.563993422657177
14.0,64.55,0.06,0.75,2.0,3.0,0.1,5.0,10.870867677236562,0.5267928090678189,0.5046132606454768,0.24927392209737043,0.3145324187067521,6.38315275793743,1.421927059312981,0,0.0,3,0.30000000000000004,0.30000000000000004,0.325157002424252,0.7073840825081434,1.2868812300357286,1.9380330291877752,6.952984952117992,0.1348732907111434,0.13053209800718876,3.5174694763329333,14.6,33.1,0.2854641871342796,0.6703515445860827,1.2540738831512968,1.741768775960798,6.582238197347279
15.0,64.55,0.07,1.5,1.0,3.0,0.1,5.0,10.885941340474293,0.8890910402550566,0.335377659830622,0.6711835426215412,0.10200710264570986,5.877457363558156,1.348757057521048,0,0.0,2,0.2,0.2,0.41760795830610575,0.928725162825201,1.6948192378630647,2.505211775364019,9.10871830092006,0.1809491352465014,0.17461590297766058,4.352142630386225,13.600000000000001,32.1,0.38217255518925775,0.8958487551644647,1.666226472665132,2.33018712181163,8.780046508654387
16.0,64.55,0.07,0.75,1.5,3.0,0.1,5.0,10.89054852111191,1.1703000116145228,0.23814252445980533,0.9336969875908612,0.0434513956841086,5.57404012693059,1.0121750492781565,0,0.0,2,0.2,0.2,0.4782848900885174,1.073613263711473,1.9927071496076028,2.8800953934467635,10.584164810201782,0.20742223522752495,0.20204498007662947,5.0,13.000000000000002,27.500000000000004,0.4374414077485902,1.0349419339643027,1.957707268642067,2.677702563352869,10.197586045149174
15.0,64.55,0.07,1.25,0.0,3.0,0.1,5.0,10.918616785352523,1.1703000116145228,0.3160578818284934,0.7776079556904321,0.03240759728937194,5.826887824120228,0.8877860462318703,0,0.0,2,0.2,0.2,0.4283030385180424,0.9843243058061968,1.8956597075300388,2.6043731598045365,9.814695252455055,0.18620911059091824,0.1857358036426352,5.0,13.500000000000002,25.8,0.3910997254982248,0.9474106221346875,1.859727614292725,2.4186525539089048,9.44660900567988
15.0,64.55,0.05,1.25,1.0,3.0,0.1,5.0,10.944009041216397,0.5030535378385254,0.5237631718981719,0.2064980790771459,0.33720480350050847,6.484291836813286,1.421927059312981,0,0.0,3,0.30000000000000004,0.30000000000000004,0.31236029534082504,0.6827120588420417,1.249985955026994,1.8652703805107014,6.723009451304079,0.12965956304688925,0.12606260542058143,3.4627782559895453,14.8,33.1,0.27409250593430406,0.6466885451369481,1.2177049599053889,1.6758112321208753,6.362806819616895
15.0,64.55,0.07,1.5,0.0,3.0,0.1,5.0,10.948734995424497,1.1703000116145228,0.31614993354761656,0.7764663923060553,0.03359682278613125,5.826887824120228,0.9170540469486437,0,0.0,2,0.2,0.2,0.42824981656274885,0.983677655024398,1.8910257446598464,2.6035138693576663,9.802632439844658,0.18618404872048963,0.18561652582778998,5.0,13.500000000000002,26.200000000000003,0.3910592041644834,0.9468340788956127,1.8553529386989478,2.41791548548298,9.435446887675525
14.0,64.55,0.07,1.0,1.5,3.0,0.1,5.0,10.97150280031441,0.7331531438560951,0.4221573022216747,0.4563400476879172,0.20141908892253288,6.18087460018572,1.3926590585962078,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3792875993159595,0.8246197612699483,1.4971666677095006,2.260122523267326,8.100340861189316,0.1573226329479783,0.1521676859446815,3.992888390040539,14.2,32.7,0.3329995743655302,0.7815154868972392,1.4592158996870073,2.0313307159107623,7.669012317929446
15.0,64.55,0.06,1.0,1.5,3.0,0.1,5.0,10.979676351160641,0.707415221803928,0.4314182090099903,0.43303825535187135,0.2141744541425712,6.231444139623648,1.3926590585962078,0,0.0,3,0.30000000000000004,0.30000000000000004,0.373208477171259,0.8114261994774755,1.4733443328371507,2.22392193403353,7.9709578460708315,0.15480127160686374,0.14973296623497573,3.9335926200676585,14.3,32.7,0.32766178524950584,0.7690086746510297,1.4359878473060619,1.998790715683742,7.546492393557095
14.0,64.55,0.06,1.25,1.0,3.0,0.1,5.0,10.9969837803635,0.5653965589163484,0.5021859650405944,0.2610627195042179,0.3072876482524741,6.433722297375358,1.421927059312981,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3265136290913456,0.7135865232564801,1.3061686754092976,1.9497256336969568,7.026471695072498,0.13553414276823672,0.1317638666619879,3.606405912866912,14.7,33.1,0.2865133166377694,0.675941401030655,1.272462013741832,1.7516984629402261,6.650079159568551
16.0,64.55,0.06,0.75,0.0,3.0,0.1,5.0,11.019144316618018,1.1703000116145228,0.33280730488120064,0.7359048912040302,0.05394669897548005,5.928026902996082,0.8731520458734837,0,0.0,2,0.2,0.2,0.4178051527401726,0.9612618652023698,1.8581791881393095,2.5416250141869945,9.596215117153688,0.18164893643774008,0.18137840179148632,5.0,13.700000000000001,25.6,0.3814973542050437,0.9251198583442679,1.822604465124647,2.360255379459409,9.2354050518391
16.0,64.55,0.05,0.75,2.0,3.0,0.1,5.0,11.075843296751604,0.6544517136923558,0.46081966433660704,0.35958359684870983,0.2540811641746978,6.38315275793743,1.414610059133788,0,0.0,3,0.30000000000000004,0.30000000000000004,0.353903139287994,0.7698435140723089,1.400062292635453,2.109287594673865,7.566167361569117,0.1467964730998137,0.14205795556419992,3.811573756712053,14.6,33.00000000000001,0.3107030845052215,0.7295509125897297,1.3644020311560723,1.8956938601099609,7.162813581329838
16.0,64.55,0.06,1.0,0.0,3.0,0.1,5.0,11.107121852579006,1.1703000116145228,0.3328949009173216,0.7348162253268004,0.0550871001608276,5.97859644243401,0.9097370467694502,0,0.0,2,0.2,0.2,0.4177545023850953,0.9606448122233071,1.8537172299242197,2.5408059539543335,9.584647549995896,0.1816250876652431,0.18126465104517675,5.0,13.8,26.1,0.38145879478865435,0.9245698378128343,1.818394139454171,2.3595529330591027,9.224704545716666
16.0,64.55,0.06,1.25,0.0,3.0,0.1,5.0,11.13720610217381,1.1703000116145228,0.332982475156754,0.7337289336888018,0.05622311908891001,5.97859644243401,0.9390050474862236,0,0.0,2,0.2,0.2,0.4177038667654114,0.9600287094107349,1.8492809386987437,2.539987735003386,9.57312443391012,0.18160124482708162,0.1811510438881368,5.0,13.8,26.500000000000004,0.38142024472517205,0.9240206017438161,1.8142071151117396,2.3588511548996345,9.214043596852095
16.0,64.55,0.05,1.25,1.0,3.0,0.1,5.0,11.147526924505778,0.6911559999871352,0.45818866248191,0.37229695496784604,0.24631467502235088,6.38315275793743,1.414610059133788,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3553734491856297,0.7765260819067381,1.4206089303962464,2.121920306217391,7.644946115927091,0.14751278593142578,0.14338632821222694,3.8961341541187564,14.6,33.00000000000001,0.3118407616895444,0.7355772139755361,1.3840049819877505,1.9064266613495697,7.235575897363025
15.0,64.55,0.06,0.75,2.0,3.0,0.1,5.0,11.166927227523994,0.7397529472757418,0.43134467925460807,0.4338149335507405,0.21340814825194587,6.3325832184995035,1.414610059133788,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3732506551638724,0.8118745360108368,1.4761850958694414,2.2245426537449764,7.978730807873321,0.1548212907137266,0.14981411852110096,4.008093208232327,14.5,33.00000000000001,0.3276902336045453,0.7693890219977672,1.4386089816867418,1.9992873311098165,7.553446356299855
14.0,64.55,0.07,0.75,2.0,3.0,0.1,5.0,11.211243785414453,0.7664595027153784,0.42208135743785197,0.45714219720125604,0.20062774583640883,6.3325832184995035,1.414610059133788,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3793311625229505,0.825082793942762,1.500099983432791,2.2607636060174254,8.108367785758677,0.1573433095670575,0.15225149963601012,4.069620543846561,14.5,33.00000000000001,0.3330289571306561,0.7819083049099408,1.4619224704388243,2.031843625824263,7.6761935542016735
15.0,64.55,0.07,0.75,0.5,3.0,0.1,5.0,11.211987898657302,1.1703000116145228,0.3207421145659473,0.752778317411963,0.047990069962144936,6.029165981871938,0.97559004838219,0,0.0,2,0.2,0.2,0.42571341904259574,0.9714278208043099,1.8524615304150023,2.580924712778064,9.656635701620907,0.18493378803266716,0.18314144485556724,5.0,13.900000000000002,27.000000000000004,0.38893208958765363,0.93541572823013,1.817977545016566,2.397688355229167,9.297039600231384
16.0,64.55,0.07,1.5,1.0,3.0,0.1,5.0,11.213248507856619,1.115037652015206,0.24389007847204064,0.900469482548032,0.020782240697154026,5.776318284682301,1.326806056983468,0,0.0,2,0.2,0.2,0.4750974700494688,1.056141701754501,1.9248505766950856,2.849638030518802,10.35422207067185,0.20585741432783702,0.19857315867055766,4.87268497603194,13.400000000000002,31.8,0.4347910510013506,1.0187921964075752,1.8924987227491539,2.65060137103381,9.980943889096665
16.0,64.55,0.06,1.5,0.0,3.0,0.1,5.0,11.22517019796343,1.1703000116145228,0.33307002760779814,0.7326430136040435,0.05735478442929849,6.029165981871938,0.97559004838219,0,0.0,2,0.2,0.2,0.41765324587461505,0.9594135545454834,1.844870090965737,2.539170355859814,9.561645478088884,0.1815774079209958,0.181037580039717,5.0,13.900000000000002,27.000000000000004,0.38138170401115384,0.9234721484401328,1.8100431968711888,2.3581500438962957,9.203421956256047
14.0,64.55,0.05,0.75,1.5,3.0,0.1,5.0,11.232318091165808,0.4058348720473832,0.5843256154060505,0.05486852248110291,0.40750855991621976,6.888848152316706,1.4658290603881408,0,0.0,4,0.4,0.4,0.2838831070551143,0.6088389075054808,1.1128711131115554,1.6862375465138284,6.009888986126764,0.11317091811453121,0.11021938337592996,3.2388030791225932,15.6,33.7,0.2392634683059554,0.5664963458849456,1.0742523568759852,1.4650338925894364,5.586327982337089
16.0,64.55,0.07,1.25,1.0,3.0,0.1,5.0,11.23576089389121,1.1703000116145228,0.24017875614849055,0.9211830604245551,0.03446371473362764,5.776318284682301,1.1877830535787954,0,0.0,2,0.2,0.2,0.477152982702927,1.0669804294503389,1.9646610314146156,2.8688519185616514,10.492998995641695,0.2068678536773423,0.2007374452450493,5.0,13.400000000000002,29.900000000000002,0.43650493975030263,1.0288354332805154,1.930834486778943,2.667730920557499,10.11190996887634
14.0,64.55,0.07,1.25,1.0,3.0,0.1,5.0,11.271048348738242,0.8009056106219514,0.41927163607393303,0.47065752309885645,0.19241564662204508,6.3325832184995035,1.4072930589545947,0,0.0,3,0.30000000000000004,0.30000000000000004,0.38090118719859445,0.83218087615499,1.52170119146866,2.274215273000532,8.191666549728003,0.15810828031865032,0.1536636669865483,4.1489784845050695,14.5,32.900000000000006,0.33424439212441964,0.7883128878154914,1.4825453542629008,2.043276745110221,7.75316509141398
15.0,64.55,0.06,1.25,1.0,3.0,0.1,5.0,11.27848744268278,0.7747871108195244,0.42857756859690677,0.4471398428152305,0.20530125136752353,6.38315275793743,1.4072930589545947,0,0.0,3,0.30000000000000004,0.30000000000000004,0.3747969076830626,0.8188740424090041,1.4975391788377908,2.2377995657830643,8.06096246052043,0.1555746603349085,0.15120638992874325,4.088805928492878,14.6,32.900000000000006,0.328887123256191,0.7757038123926631,1.4589926306993568,2.0105538477509235,7.629423644121023
16.0,64.55,0.06,1.0,1.5,3.0,0.1,5.0,11.315384946929017,0.923140061221867,0.3516551189983156,0.631908129674957,0.12219936659714449,6.180874600185721,1.3926590585962073,0,0.0,2,0.2,0.2,0.40737079900715817,0.9069085295668659,1.6604796240022146,2.444782725017818,8.903899705212531,0.17651745731094817,0.17051215762499264,4.4305857506566815,14.200000000000001,32.699999999999996,0.37278846246477537,0.8747227086980549,1.632197179041475,2.2738684529585544,8.581880982181737
14.0,64.55,0.05,1.0,1.0,3.0,0.1,5.0,11.325078180748234,0.4272724620827756,0.5832637718579226,0.060174439485956,0.40424865074756394,6.939417691754635,1.4658290603881408,0,0.0,4,0.4,0.4,0.2845041912146104,0.6116074120664642,1.1216229184849347,1.6915069306390313,6.042955611031434,0.11346001413220627,0.1107737793864804,3.288191619694559,15.700000000000001,33.7,0.23970646148661853,0.5689034021309594,1.0824446172418052,1.4692732116438803,5.6160105112625605
16.0,64.55,0.07,0.75,2.0,3.0,0.1,5.0,11.342851512439626,1.1703000116145228,0.2435488780714971,0.9044645803230046,0.024657222185484422,5.877457363558156,1.2316850546539553,0,0.0,2,0.2,0.2,0.47529402319610603,1.0583804813134787,1.9393078439387201,2.852682004867933,10.393527631887839,0.20595030906473133,0.1989905919372631,5.0,13.600000000000001,30.500000000000004,0.43494135212991586,1.0207967813828014,1.9062026244163766,2.653221316563021,10.017433765173118
