policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,scenario
model,head_on,7.643066319700785,1.7056406923796066,175.83686086831378,,,collision:target,True,True,30,-361.15042422113925,-46.30437728176211,6,0,10,0,16,3.917701601861884,0.0,1.8236962365589993,0.0,4.521432866874085,0.5881198366575464,0.6534406551646023,0.8775140127757015,0,,False,head_on,26,0.0,False,0.0,development,10
model,head_on,7.958885684444756,0.5220743990799206,173.00682712496027,,,goal,False,False,58,80.16000103028767,-25.09762799398672,9,0,1,0,10,3.0345044997892807,0.0,0.023605780895161,0.0,2.220411090846044,0.6843127928043647,0.8919893663643502,1.6501799685732397,0,,False,head_on,24,0.0,False,0.0,development,11
model,head_on,8.919597231476935,0.015575077797397752,189.9520951299898,,,goal,False,False,56,78.35543341925234,-24.212158167001434,11,0,0,0,10,2.6702495625559712,0.0,0.0,0.0,2.4432050738554167,0.6857873308889909,0.8959404748490171,1.7956794236663352,0,,False,head_on,24,0.0,False,0.0,development,12
model,head_on,6.8745535936065325,1.611600490742285,187.4718115037299,,,goal,False,False,57,115.58642662312114,-4.7051265871512555,6,0,0,0,2,0.7011753148311771,0.0,0.0,0.0,0.27429083971931767,0.6785408037284865,0.8336899070528563,3.2078083793177234,0,,False,head_on,20,0.0,False,0.0,development,13
model,head_on,7.392424952880393,1.4530951074163598,170.337965767494,,,collision:target,True,True,29,-314.7050945709343,-23.117312928478277,7,0,11,0,6,2.1046145943944583,0.0,2.235941636761062,0.0,1.0333512875301958,0.5566214631187528,0.6636754943049753,1.0395175777800283,0,,False,head_on,23,0.0,False,0.0,development,14
model,head_on,8.211625632198505,1.4671958493469026,183.96019323639712,,,goal,False,False,58,123.48021899691916,-3.28978502425894,5,0,0,0,1,0.6328257921924948,0.0,0.0,0.0,0.034954967312464585,0.6701327398161179,0.8479538330284003,3.0397589016824123,0,,False,head_on,23,0.0,False,0.0,development,15
model,head_on,6.670301727029801,0.3400603298527174,181.04111298916908,,,collision:boundary,True,False,26,-329.3301083092911,-16.2429353444278,7,0,2,0,3,3.020968499393176,0.0,0.12580605439349712,0.0,0.1858309948033306,0.6190046763513065,0.7933316145352189,1.640544190826506,0,,False,head_on,24,0.0,False,0.0,development,16
model,head_on,5.356479981505558,1.47502256148603,173.8525041139263,,,collision:target,True,True,31,-310.35404721566573,-18.06763101890607,0,0,16,0,3,0.0,0.0,4.3428960676466355,0.0,0.5407122611951513,0.5322829359869996,0.7081596637790596,1.212292171638003,0,,False,head_on,18,0.0,False,0.0,development,17
model,head_on,5.304665427323811,1.4300146119796155,188.9556404236401,,,goal,False,False,79,34.39585865040644,-13.27540331557778,22,0,0,0,1,2.628530940357939,0.0,0.0,0.0,0.058705591290218274,0.49352288897050833,0.811590765162899,2.444610240948882,2,"8(e) in extremis: head_on, compliant alteration inadmissible (DCPA 1.83 m, TCPA 4.7 s) | 8(e) in extremis: head_on, compliant alteration inadmissible (DCPA 1.80 m, TCPA 4.4 s)",False,head_on,33,0.0,False,0.0,development,18
model,head_on,9.457641443617554,0.5956007947889601,171.4137351270706,,,goal,False,False,59,113.91508875242337,-18.715820436179563,12,0,0,0,10,2.2793219607348782,0.0,0.0,0.0,1.6518170512315364,0.6529407292358216,0.8969510521337736,2.058644461274871,0,,False,head_on,26,0.0,False,0.0,development,19
