#{"t_start": 1776084942.7123358, "env_id": "None"}
r,l,t
-1374.9941,104,16.217871
505.76285,151,16.92544
-1388.9001,99,18.208688
-1470.3506,66,18.684646
511.284,163,20.888556
-1256.2484,183,20.960301
-1247.1294,178,23.507345
-1252.1049,172,23.508862
-1395.7821,91,25.170654
-1366.8379,114,25.495524
-1473.142,58,26.297396
-1383.8767,92,26.440563
-1381.7988,101,27.503904
-1395.6494,94,27.563804
-1335.2041,139,29.885281
-1259.4789,189,30.576151
-1395.7408,92,32.781914
-1294.1671,161,33.045633
-1348.1997,104,34.113214
-1242.3953,200,43.149838
-1276.2606,164,43.676823
-1388.535,96,44.810382
-1276.8967,185,45.405246
-1407.1467,98,46.063831
-1239.0812,200,48.5547
519.2141,159,48.795051
-1394.1031,90,50.034053
-1382.4447,103,50.034053
-1406.3856,99,51.430921
-1317.1,145,52.138902
-1416.7091,94,52.780537
-1385.841,103,54.823663
-1250.045,181,56.637463
-1313.3757,150,57.105504
-1378.5475,108,58.279478
-1400.3276,108,58.626195
-1468.2325,64,59.188825
-1257.0386,191,67.205282
519.98865,159,67.449916
-1269.7268,172,69.58228
-1249.846,187,69.997079
-1443.9728,55,70.631951
-1468.679,61,71.051705
-1332.0413,133,72.317055
-1346.7854,138,72.802019
-1463.3497,65,73.352403
-1390.7838,101,74.627929
-1383.3253,108,75.271321
