scenario,t,dpsi,tracked,state,cls,sense,tcpa,range,bearing,panels_near
20,0.0,0.0,0,none,,0,,7.067607875983484,18.927162352881112,0
20,0.5,-0.47879938908437225,0,none,,0,,6.720659936825085,18.343387395674824,0
20,1.0,-2.9984140123847283,0,none,,0,,6.361932654813415,19.790286935401696,0
20,1.5,-7.867905063220633,0,none,,0,,5.998781884097143,23.617876386683633,0
20,2.0,-14.174005249246306,1,engaged,crossing,1,7.1421646432161685,5.6449875296082075,28.92006697741897,0
20,2.5,-20.74787725015375,1,engaged,crossing,1,7.107458128731362,5.310717844216837,34.500908516359175,0
20,3.0,-26.519517106029525,1,engaged,crossing,1,6.800359097195754,5.00465606993578,39.21311421348997,0
20,3.5,-30.182081351807085,1,engaged,crossing,1,7.01554217456703,4.724231497731185,41.68456156810515,0
20,4.0,-31.518213170813112,1,engaged,crossing,1,7.372320408253764,4.46406958185276,41.649014631772275,0
20,4.5,-31.231444938956315,1,engaged,crossing,1,6.5747771074109895,4.220062833099802,39.779282437197764,0
20,5.0,-30.138285215419728,1,engaged,crossing,1,5.425291484057152,3.989891060554634,36.86528174451411,0
20,5.5,-28.971920953034953,1,engaged,crossing,1,5.4219096996352105,3.7729799743845787,33.616953695551274,0
20,6.0,-28.06796365559876,1,engaged,crossing,1,6.317698759129148,3.569665523211449,30.346745256836982,0
20,6.5,-27.686518693114976,1,engaged,crossing,1,4.80869297789134,3.3809194346606146,27.29820759446517,0
20,7.0,-27.964181098988263,1,engaged,crossing,1,5.346039042098149,3.208055026709239,24.600122232669776,0
20,7.5,-28.85837567281135,1,engaged,crossing,1,2.5079981701561453,3.052372738254496,22.208420899614282,0
20,8.0,-30.252607321358198,1,engaged,crossing,1,3.23673689718643,2.915107643211486,20.0132158645643,0
20,8.5,-32.00342990747117,1,engaged,crossing,1,4.600870459201663,2.7973918744203696,17.88785588436633,0
20,9.0,-33.971442183652584,1,engaged,crossing,1,3.573777312598313,2.7002098549264058,15.722509158128105,0
20,9.5,-36.035982080311726,1,engaged,crossing,1,2.504286220948771,2.6243283608232972,13.440685123445746,0
20,10.0,-38.100810047966945,1,engaged,crossing,1,2.735049929721144,2.570213355955889,11.004884414366018,0
20,10.5,-40.09467037751716,1,engaged,crossing,1,0.5462920640246904,2.5379543559174054,8.41452909627219,0
20,11.0,-41.969049261380746,1,engaged,crossing,1,0.7332253187023093,2.5272179764152285,5.698517752511805,0
20,11.5,-43.694611090458636,1,engaged,crossing,1,0.6210262011990203,2.5372461184588,2.904816318101041,0
20,12.0,-45.253521077377286,1,engaged,crossing,1,1.6094324556774613,2.566901991332918,0.08569355581471427,0
20,12.5,-46.59835914569754,1,engaged,crossing,1,0.0700430438152559,2.6147525009556656,-2.7505941446728457,0
20,13.0,-47.73517311523591,0,none,,0,,2.679186501222446,-5.5566586106672275,0
20,13.5,-48.708999384951255,0,none,,0,,2.758517666594128,-8.260372187101893,0
20,14.0,-49.53995989149371,0,none,,0,,2.8510745296588262,-10.829563333390752,0
20,14.5,-50.06434655435919,0,none,,0,,2.9553212757930183,-13.434504538135968,0
20,15.0,-49.93245322462218,0,none,,0,,3.0699778948559486,-16.448626368443968,0
20,15.5,-48.954594324371214,0,none,,0,,3.1938699059346947,-20.088481228426588,0
20,16.0,-47.08591618299039,0,none,,0,,3.318490372840491,-24.480801863065267,0
20,16.5,-44.12846680003253,1,idle,none,0,-2.094722233409781,3.41908330944344,-30.090481655635642,0
20,17.0,-39.84786676597906,1,idle,none,0,-2.5840158042975037,3.508421437820653,-37.15959893348344,0
20,17.5,-34.63734750014652,1,idle,none,0,-3.0813972380516086,3.612445184728057,-45.079992713424986,0
20,18.0,-29.06491975345085,1,idle,none,0,-3.9993654994525807,3.73181058121559,-53.25399656209993,0
20,18.5,-23.459798673094667,1,idle,none,0,-4.303338486716488,3.856944492473002,-61.559579120773265,0
20,19.0,-17.75055035232282,1,idle,none,0,-3.5104125901858216,3.982322347120793,-70.38249499077085,0
20,19.5,-11.907687832989268,0,none,,0,,4.120467336617124,-79.74805267285763,0
20,20.0,-6.027444373947674,0,none,,0,,4.286445728502274,-89.44499800767949,0
20,20.5,-0.2547298213123099,0,none,,0,,4.49346191108124,-99.16947780457213,0
20,21.0,5.273474160210753,0,none,,0,,4.75097069511825,-108.57834787275101,0
20,21.5,10.503128190225596,0,none,,0,,5.063444201926377,-117.4366503132987,0
20,22.0,15.486230243822604,0,none,,0,,5.431084240122379,-125.66734949001767,0
20,22.5,20.340909221016318,0,none,,0,,5.851131842777499,-133.3166740454222,0
20,23.0,25.186399972242896,0,none,,0,,6.319093175348115,-140.47959322361984,0
