scenario,t,dpsi,tracked,state,cls,sense,tcpa,range,bearing,panels_near
20,0.0,0.0,0,none,,0,,7.067607875983484,18.927162352881112,0
20,0.5,-0.45924431834322377,0,none,,0,,6.725592692212791,18.309810701289678,0
20,1.0,-2.8542599812561207,0,none,,0,,6.375523231213463,19.604032907145267,0
20,1.5,-7.566269409148504,0,none,,0,,6.016469844245693,23.254236472426214,0
20,2.0,-13.807148891430415,1,engaged,crossing,1,7.16869674975445,5.663687045874399,28.47806195145165,0
20,2.5,-20.405773207058758,1,engaged,crossing,1,7.064416407954484,5.326918258291773,34.0910886789153,0
20,3.0,-25.96875336465331,1,engaged,crossing,1,6.585667405131242,5.012906735952306,38.63965841504921,0
20,3.5,-28.52414334163302,1,engaged,crossing,1,6.69505965791364,4.716680177751553,40.092314057018484,0
20,4.0,-27.936376223631953,1,engaged,crossing,1,6.786493438010961,4.4320939679659475,38.245235148779784,0
20,4.5,-25.062736242228425,1,engaged,crossing,1,6.117798075145003,4.158430130590251,33.85005877414312,0
20,5.0,-21.05097518124728,1,engaged,crossing,1,5.00823584385317,3.891229475269808,28.00386117734496,0
20,5.5,-16.70326583682362,1,engaged,crossing,1,4.933113664662053,3.6295906654061976,21.4384957794324,0
20,6.0,-12.993617857601919,1,engaged,crossing,1,4.845675620622602,3.38002996867364,15.03328921278279,0
20,6.5,-10.699793234424021,1,engaged,crossing,1,3.8416328564386983,3.148333497499176,9.526866680160765,0
20,7.0,-9.711728245424581,1,engaged,crossing,1,3.997630547664354,2.9374508905853483,4.790366751979718,0
20,7.5,-9.76409764489216,1,engaged,crossing,1,2.22977267405017,2.74981636090135,0.5444400898638264,0
20,8.0,-9.765716767507683,1,engaged,crossing,1,2.7128826960923402,2.5879161541955953,-4.3433955121091685,0
20,8.5,-8.851727454937077,1,engaged,crossing,1,2.9816155003783567,2.4551530738404717,-10.783278199932965,0
20,9.0,-7.045307600055139,1,engaged,crossing,1,2.511490779922677,2.3556501801600565,-18.72680677018616,0
20,9.5,-4.644478837473628,1,engaged,crossing,1,0.6576482710378179,2.2934321609167765,-27.756775679112252,0
20,10.0,-1.6609915582030226,1,engaged,crossing,1,0.8192699402402256,2.2487398480204552,-38.09337021150827,0
20,10.5,2.2170134058002873,1,clearing,crossing,1,-0.33263343518643734,2.2275206760833894,-50.19861007363858,0
20,11.0,6.718256804400539,1,clearing,crossing,1,-0.5563338871070757,2.2603867795625625,-63.116061665938105,0
20,11.5,11.385654999773408,1,clearing,crossing,1,-1.142102085928203,2.351359832308943,-75.88934092771585,0
20,12.0,15.936938782170841,1,clearing,crossing,1,-1.3148633927309041,2.497088674547479,-88.02388604813403,0
20,12.5,20.296045717453126,0,none,,0,,2.697525081062694,-99.52528683698444,0
20,13.0,24.498087229722103,1,idle,none,0,-1.744270819593688,2.952211745534872,-109.99778611125345,0
20,13.5,28.257078084342936,1,idle,none,0,-2.7172107529475467,3.2495059800744617,-118.82961499451059,0
20,14.0,31.326387069149177,1,idle,none,0,-2.8889535325561515,3.5858975538707067,-126.11471829612665,0
20,14.5,33.82042623427071,1,idle,none,0,-3.116709035432786,3.9566582971034574,-132.1007491897973,0
20,15.0,35.415690932435496,1,idle,none,0,-3.9162354187381845,4.347460803623584,-136.47232089579038,0
20,15.5,35.5622745215403,1,idle,none,0,-4.714134568194776,4.749190321625816,-138.8419416007937,0
20,16.0,33.954430654033274,1,idle,none,0,-4.647323468079256,5.15727929278776,-139.08193870077952,0
