scenario,t,dpsi,tracked,state,cls,sense,tcpa,range,bearing,panels_near
20,0.0,0.0,0,none,,0,,7.067607875983484,18.927162352881112,0
20,0.5,-0.18870166178965064,0,none,,0,,6.731952828060272,18.016305913054566,0
20,1.0,-1.1142328952783487,0,none,,0,,6.412256452607482,17.713684310180838,0
20,1.5,-2.8086332529926494,0,none,,0,,6.108402094306388,18.05679383568628,0
20,2.0,-5.166598711900463,1,engaged,crossing,1,7.550414584042433,5.820351091726052,18.94268229278049,0
20,2.5,-7.9620513153194,1,engaged,crossing,1,7.249863464503604,5.548152229402353,20.14333827629565,0
20,3.0,-10.812138625780563,1,engaged,crossing,1,6.544714149975966,5.291796958248737,21.266307370378286,0
20,3.5,-12.776304043835296,1,engaged,crossing,1,6.262640287610503,5.050655173937003,21.341045364256956,0
20,4.0,-13.194886536305773,1,engaged,crossing,1,6.817340918792131,4.823698342957028,19.665549109156814,0
20,4.5,-12.147333833469872,0,none,,0,,4.6103777516900815,16.282005463319763,0
20,5.0,-10.08433231951858,0,none,,0,,4.411030118767239,11.611320318449089,0
20,5.5,-7.5580692559040585,0,none,,0,,4.226900766950638,6.185332937156659,0
20,6.0,-5.5412268743691016,0,none,,0,,4.05993187816244,0.9844136527221394,0
20,6.5,-4.537555254790107,0,none,,0,,3.911903131845994,-3.4621765151014756,0
20,7.0,-3.8116476364913865,0,none,,0,,3.784200767650521,-7.883829230342542,0
20,7.5,-2.5646334958081525,1,idle,none,0,1.1328370429503705,3.678432472780835,-13.082393966461098,0
20,8.0,-0.4287142415628864,1,idle,none,0,2.499492092841471,3.571974081339293,-19.54478275508467,0
20,8.5,2.8610498575839074,1,idle,none,0,2.946467592331393,3.471932319845758,-27.618574903451417,0
20,9.0,6.93965536782855,1,idle,none,0,2.2456047393495937,3.407164808258123,-36.77420151106202,0
20,9.5,11.580966380232155,1,idle,none,0,1.077963347623362,3.3602892412505354,-47.01590504453736,0
20,10.0,16.726444742346416,1,idle,none,0,1.5084291529231957,3.343035311667766,-58.244979743875504,0
20,10.5,21.92144046932333,1,idle,none,0,-0.7549604135237549,3.370836596703976,-69.78800129611338,0
20,11.0,26.596938119161337,1,idle,none,0,-0.6775200655650162,3.4485015414329347,-80.90834762701661,0
20,11.5,29.47392649834677,1,idle,none,0,-1.4274244468493513,3.5782930936906148,-89.8888494900679,0
20,12.0,29.499732015418658,1,idle,none,0,-1.5191946081925591,3.7505723985773263,-95.54220010759461,0
20,12.5,26.409841665926535,1,idle,none,0,-1.2642803807670053,3.9535714961019486,-97.54641377198475,0
20,13.0,20.94071614598306,1,idle,none,0,-2.290660211208324,4.177246756079437,-96.72358480394999,0
20,13.5,14.178483451881448,1,idle,none,0,-3.614652515985531,4.413353770151029,-94.16658708064075,0
20,14.0,7.445635384362106,1,idle,none,0,-3.315457127647119,4.656994175952154,-91.27453873620527,0
20,14.5,1.9190987372761583,1,idle,none,0,-3.1605938388889707,4.907555738447116,-89.3371143656729,0
20,15.0,-1.7418614593495363,1,idle,none,0,-4.43288614408892,5.165327486017302,-88.97421277281205,0
20,15.5,-3.011046186615033,1,idle,none,0,-5.042591698635096,5.432313162880774,-90.7278221940104,0
20,16.0,-2.172376071235419,1,idle,none,0,-4.461260816263746,5.711422014544086,-94.35439769391166,0
20,16.5,0.13477492063520913,1,idle,none,0,-5.315314153745447,6.004778058187288,-99.18744904179789,0
20,17.0,3.0161617684832436,1,idle,none,0,-5.240100815637137,6.313430193343834,-104.36282578156943,0
20,17.5,5.564989349312157,1,idle,none,0,-5.674121158881314,6.636731564362072,-109.00942284659311,0
20,18.0,7.0077231912873685,1,idle,none,0,-6.132857112508029,6.970970806839018,-112.35428028840232,0
20,18.5,7.002243657662973,1,idle,none,0,-7.277702097783074,7.311716689487798,-114.07898701583366,0
20,19.0,5.6222208520790105,1,idle,none,0,-7.798416515827185,7.6557679775755725,-114.2975687985317,0
20,19.5,3.3318435938955986,0,none,,0,,8.00150286761854,-113.51379219104535,0
20,20.0,0.8026079054042157,0,none,,0,,8.34381273125133,-112.35112701891069,0
20,20.5,-1.712449257934054,0,none,,0,,8.685249183815268,-111.13790178445475,0
20,21.0,-4.570008963723751,0,none,,0,,9.023702869253759,-109.52008879544968,0
20,21.5,-7.375319085411661,0,none,,0,,9.357387522084027,-107.89552881091237,0
20,22.0,-9.663809286218395,0,none,,0,,9.68681343437477,-106.73079169124219,0
20,22.5,-10.844125457188852,0,none,,0,,10.011074954223572,-106.57158152095707,0
20,23.0,-10.745970298381565,0,none,,0,,10.335008850601167,-107.63092964415279,0
20,23.5,-9.839810574807984,0,none,,0,,10.660675702759452,-109.44217356331865,0
20,24.0,-8.472411775368528,0,none,,0,,10.988354710717308,-111.64503563680324,0
20,24.5,-7.243946893250438,0,none,,0,,11.318921545757426,-113.6551346491787,0
20,25.0,-6.712963189966786,0,none,,0,,11.656779767597058,-114.98371348596311,0
20,25.5,-7.064431740092857,0,none,,0,,11.99593431844649,-115.40093758234553,0
20,26.0,-7.544780075096128,0,none,,0,,12.333246357976295,-115.63398341322716,0
20,26.5,-8.07928325782217,0,none,,0,,12.669832390971338,-115.77346402567827,0
20,27.0,-8.396605970932626,0,none,,0,,13.00640640239868,-116.09736361572243,0
20,27.5,-8.838033997264688,0,none,,0,,13.34235559173332,-116.26456271049005,0
20,28.0,-9.841306419920102,0,none,,0,,13.674746413943895,-115.8324899702734,0
20,28.5,-11.052546070175651,0,none,,0,,14.003860819615417,-115.16619857938053,0
20,29.0,-12.04736066767947,0,none,,0,,14.329321797803956,-114.68437983034363,0
20,29.5,-12.806733810051526,0,none,,0,,14.653007224292837,-114.42043782739381,0
20,30.0,-13.602342999596033,0,none,,0,,14.97510140153786,-114.10832132009011,0
20,30.5,-14.806284586762104,0,none,,0,,15.295090031008256,-113.38415859095568,0
20,31.0,-16.294044140546532,0,none,,0,,15.61186660166053,-112.37202533831129,0
20,31.5,-17.82139200985415,0,none,,0,,15.924337869035178,-111.3098408347206,0
20,32.0,-19.073106046829594,0,none,,0,,16.23358937766039,-110.5190009849938,0
20,32.5,-20.146823992723682,0,none,,0,,16.5405320318236,-109.90812552505645,0
20,33.0,-21.373630724079078,0,none,,0,,16.84538921175085,-109.15538029340172,0
20,33.5,-22.669004256304333,0,none,,0,,17.14746030076162,-108.3423291372228,0
20,34.0,-23.845503785317703,0,none,,0,,17.446101094987498,-107.6480959135875,0
20,34.5,-24.996516307204615,0,none,,0,,17.741844159912212,-106.98596586297896,0
20,35.0,-26.032981011144614,0,none,,0,,18.03471934313286,-106.44386288675753,0
20,35.5,-26.668183309819597,0,none,,0,,18.325643343768906,-106.30665528996383,0
21,0.0,0.0,0,none,,0,,7.861505158917649,28.468464724435023,0
21,0.5,-0.2967437031377642,0,none,,0,,7.455182193011777,28.592182152272585,0
21,1.0,-1.9108736471491738,0,none,,0,,7.056635941429554,30.018630030096006,0
21,1.5,-5.0354999886512815,1,engaged,crossing,1,7.608037057391356,6.667148477831701,32.96695546468908,0
21,2.0,-9.282326182553788,1,engaged,crossing,1,7.1899627888677555,6.288669489979869,37.06365706480449,0
21,2.5,-14.171422599214793,1,engaged,crossing,1,7.561670098536044,5.921568919619975,41.84189257132681,0
21,3.0,-17.977383128841552,1,engaged,crossing,1,8.14531885881309,5.566115085287687,45.543804690920695,0
21,3.5,-19.27367228156379,1,engaged,crossing,1,6.703049648404997,5.218871400083382,46.68749613427411,0
21,4.0,-18.182481135948137,1,engaged,crossing,1,7.2812169234992545,4.876529538111425,45.351244534158695,0
21,4.5,-15.271140501959735,1,engaged,crossing,1,6.009720054838577,4.53572501884537,42.06974896884009,0
21,5.0,-11.141487871327854,1,engaged,crossing,1,5.804687246916519,4.193508460846647,37.41168153611045,0
21,5.5,-6.2213437356438135,1,engaged,crossing,1,4.708690630167369,3.842069928595869,31.816353444008712,0
21,6.0,-0.8017671030344218,1,engaged,crossing,1,3.611992757134326,3.4769986821022796,25.52774781742852,0
21,6.5,4.929388989858069,1,engaged,crossing,1,3.6103269844223727,3.0930128197810767,18.643277105326263,0
21,7.0,10.724562727948438,1,engaged,crossing,1,2.9045866700687757,2.693889869916048,11.184199621700742,0
21,7.5,16.15184026279519,1,engaged,crossing,1,3.2507634555163225,2.301031812351598,3.1647573410616303,0
21,8.0,20.527735888171975,0,none,,0,,1.906128393679569,-5.249323410845022,0
21,8.5,23.866216092691417,0,none,,0,,1.52069340150541,-15.147653099969602,0
24,0.0,0.0,0,none,,0,,9.564279376650635,25.594478427229802,0
24,0.5,0.2552712676491069,0,none,,0,,9.024711970525903,24.508295125312742,0
24,1.0,1.6153317566468957,0,none,,0,,8.476493752815111,22.21639241808711,0
24,1.5,4.014146847690796,0,none,,0,,7.918984117934215,18.7348560896763,0
24,2.0,5.555172369822515,0,none,,0,,7.3561528233909605,15.92996188464491,0
24,2.5,5.417597674800959,0,none,,0,,6.816697323093946,14.552289819293463,0
24,3.0,4.620223838085195,0,none,,0,,6.3000661282637,13.550907514567399,0
24,3.5,3.339419429976715,0,none,,0,,5.806370161808292,12.705347167331524,0
24,4.0,1.446486329276695,0,none,,0,,5.33653606064911,12.095688807539148,0
24,4.5,-1.435907253825917,0,none,,0,,4.892381480915996,12.047969983588814,0
24,5.0,-5.4473397293565995,1,idle,none,0,3.933198382344095,4.476655184118741,12.644399655945165,0
24,5.5,-10.186954312873581,1,idle,none,0,3.2645342323243622,4.092941770816863,13.403003364456936,0
24,6.0,-15.165797259109013,1,idle,none,0,2.988221886863189,3.745757892788746,13.73608569004972,0
24,6.5,-19.77800796348913,1,idle,none,0,2.5002368774080908,3.4403671910416604,12.930469767885029,0
24,7.0,-23.351633016139203,1,idle,none,0,2.12872796736487,3.1825815119836305,10.218067766149773,0
24,7.5,-25.45325211924353,1,idle,none,0,1.7489007054763155,2.9787627611040017,5.125337023167845,0
24,8.0,-26.085875785790904,1,idle,none,0,1.1607859895874997,2.835604146482214,-2.269827026856092,0
24,8.5,-25.371034385674193,1,idle,none,0,0.5044451768144825,2.759095102633829,-11.622865516729178,0
24,9.0,-23.6049890421408,1,idle,none,0,0.1859037826896209,2.7528735920794576,-22.27068273248483,0
24,9.5,-20.872127701377053,1,idle,none,0,0.3398174111950401,2.816716726585752,-33.70457136744864,0
24,10.0,-17.125906408815922,1,idle,none,0,-0.8175483175813936,2.9444589531176777,-45.6442788826987,0
24,10.5,-12.474184754215798,1,idle,none,0,-1.5502951332730326,3.125912220199589,-57.871232574126054,0
24,11.0,-6.9974592107309945,1,idle,none,0,-1.6528816561436508,3.353098239635033,-70.41014531866495,0
24,11.5,-0.7472509951180655,1,idle,none,0,-1.043321301130005,3.6279085000492413,-83.28502149654389,0
24,12.0,5.839008244090053,1,idle,none,0,-1.9721233928384059,3.956950246830622,-95.79012627635807,0
24,12.5,11.925417076780718,0,none,,0,,4.339373655234827,-107.05030065759387,0
24,13.0,16.90506222014949,0,none,,0,,4.773373573560969,-116.54607170067482,0
24,13.5,20.029018487183038,0,none,,0,,5.250613449154055,-123.49420030461548,0
24,14.0,19.586037324267068,0,none,,0,,5.7578304628140655,-126.28807353365107,0
24,14.5,14.818700646894087,0,none,,0,,6.277190166434995,-124.29255997001863,0
24,15.0,6.885389067017371,0,none,,0,,6.799340706966383,-118.8496384694024,0
24,15.5,-2.650701458684807,0,none,,0,,7.311283700803896,-111.53793531208277,0
24,16.0,-12.010731266279436,0,none,,0,,7.808971873365634,-104.21696038450278,0
24,16.5,-18.08682470173619,0,none,,0,,8.296644797319118,-100.0055639627326,0
24,17.0,-18.93163990195808,0,none,,0,,8.781341742273442,-100.79979394080476,0
24,17.5,-15.769996007068585,0,none,,0,,9.274685124412816,-105.47392697765105,0
24,18.0,-10.16577681807712,0,none,,0,,9.783882854296037,-112.44294388131436,0
24,18.5,-3.7258284744757475,0,none,,0,,10.318225072291462,-120.14684295094298,0
24,19.0,1.7413808217455369,0,none,,0,,10.870263593017576,-126.71824641912475,0
24,19.5,5.87472870853,0,none,,0,,11.436136405060074,-131.8047234001498,0
24,20.0,8.14955088104918,0,none,,0,,12.01366272784531,-134.921780800734,0
24,20.5,8.309506454728307,0,none,,0,,12.593403217345305,-135.81841439340332,0
24,21.0,6.748832048068778,0,none,,0,,13.172047093193783,-134.92041243481995,0
24,21.5,3.9436410173646266,0,none,,0,,13.751802407209645,-132.7513740108567,0
24,22.0,0.12574967637709733,0,none,,0,,14.32997972113092,-129.55849270430355,0
24,22.5,-3.5709425073423517,0,none,,0,,14.908178395164933,-126.49801484844846,0
24,23.0,-6.276919228477368,0,none,,0,,15.484163907883413,-124.41337874417616,0
24,23.5,-6.744290368714928,0,none,,0,,16.054922064439364,-124.50894420282486,0
24,24.0,-5.012881139597994,0,none,,0,,16.631075560182534,-126.7627272427938,0
24,24.5,-1.7970303968992312,0,none,,0,,17.215502319942665,-130.45085934820383,0
24,25.0,1.8518222565278393,0,none,,0,,17.80890610350353,-134.51715049057114,0
24,25.5,4.685796826061022,0,none,,0,,18.404612616373235,-137.7063775251944,0
24,26.0,5.608435694288204,0,none,,0,,19.00469622803119,-138.954440618471,0
24,26.5,3.9765561677124026,0,none,,0,,19.609414814469215,-137.65030707383858,0
24,27.0,0.5566291787420994,0,none,,0,,20.209320319502684,-134.5594385768838,0
24,27.5,-3.7128591321240947,0,none,,0,,20.797591396551383,-130.6149808768655,0
24,28.0,-7.880832318268176,0,none,,0,,21.377580335030043,-126.78213837019103,0
24,28.5,-10.930804958338285,0,none,,0,,21.94960361326203,-124.06858938448079,0
24,29.0,-11.695913237328114,0,none,,0,,22.517601597551845,-123.63215951158122,0
24,29.5,-9.912762597686879,0,none,,0,,23.092927992915765,-125.74434450103786,0
24,30.0,-6.285329330840568,0,none,,0,,23.676850722190476,-129.67655698445697,0
24,30.5,-2.0704278069770226,0,none,,0,,24.268288716299914,-134.15666763175994,0
24,31.0,1.750764633593235,0,none,,0,,24.87026412552814,-138.21421484052362,0
25,0.0,0.0,0,none,,0,,9.683387201186727,17.726639838390298,0
25,0.5,0.052008039937391004,0,none,,0,,9.187010481115115,17.6710211500087,0
25,1.0,0.3209326513419626,0,none,,0,,8.697368757578182,17.37906865151939,0
25,1.5,0.8442297027106633,1,engaged,crossing,1,8.396658049986376,8.211985977098708,16.810937368281827,0
25,2.0,1.5385367569888615,1,engaged,crossing,1,7.624679572582509,7.72279114704093,16.061098863547784,0
25,2.5,2.363114701398615,1,engaged,crossing,1,6.799847382406653,7.2145954180411955,15.198990448184674,0
25,3.0,4.117897136240629,1,engaged,crossing,1,6.072092809394787,6.685676592090461,13.406405291599867,0
25,3.5,7.701720198463704,1,engaged,crossing,1,4.720714024450937,6.1368562730681235,9.719451315937931,0
25,4.0,13.22078325176389,1,engaged,crossing,1,4.079455227191006,5.558559954923886,3.9428048803559363,0
25,4.5,20.11177330236768,1,engaged,crossing,1,3.6627566555514925,4.951594848274557,-3.5316085138328788,0
25,5.0,27.25596924292256,1,engaged,crossing,1,3.2031641976870384,4.336744518177726,-11.820614540669283,0
25,5.5,33.72995167490956,1,engaged,crossing,1,2.7586529735499177,3.731657146083635,-20.287713956106785,0
25,6.0,39.40875440548061,1,engaged,crossing,1,2.134461974621701,3.134759384619652,-29.351139816319403,0
25,6.5,44.54404428506615,1,engaged,crossing,1,1.64920180247003,2.5559234009507192,-40.291953777412346,0
25,7.0,49.269581697874656,1,engaged,crossing,1,1.0659496705027227,2.031293247034966,-55.06214078336413,0
25,7.5,52.06285874349166,1,engaged,crossing,1,0.5511991351781572,1.6294860445944084,-74.89034148663967,0
