policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,scenario
compliant,overtaking,5.7479461611789,1.2248627607666025,-2.509384418720579,,,,collision:boundary,True,False,30,-327.1401522815634,-9.003151607468045,7,0,4,0,0,0.8215243803369083,0.0,1.3712794235556518,0.0,0.0,0.5274896466432175,0.5619421772821444,4.006041963852494,0,,False,overtaking,28,0.0,False,0.0,25
compliant,overtaking,7.111260720178818,1.545817447677813,0.5482643252125285,,,,collision:boundary,True,False,106,-618.2511163644825,-0.005320745767442533,1,0,0,0,0,0.0010748981348368753,0.0,0.0,0.0,0.0,0.5049089775823659,0.5575654252902562,2.2277336629157105,0,,False,overtaking,28,0.0,False,0.0,26
compliant,overtaking,9.924433511599638,0.5577780141895179,1.7363898783151903,,,,collision:target,True,True,98,-367.5880255606809,-1.1896330345143096,4,0,1,0,0,0.16890319858483457,0.0,0.09821172264427175,0.0,0.0,0.5111968841412712,0.5598211305413853,1.3849490209910587,0,,False,overtaking,32,0.0,False,0.0,27
compliant,overtaking,7.777153961253272,0.17836430215336274,-2.1298098963724676,,,,collision:target,True,True,99,-1098.0056298155748,-1.1512749855883888,3,0,2,0,0,0.05599874098809541,0.0,0.24280033824925457,0.0,0.0,0.4830203430882416,0.5591832065610497,1.3866514871384812,0,,False,overtaking,36,0.0,False,0.0,28
compliant,overtaking,9.472351939506785,0.6293837659105992,1.594090426277182,,,,collision:boundary,True,False,100,-1163.273471414709,-4.290012297695398,11,0,4,0,0,0.43904284909269337,0.0,0.5879861651907127,0.0,0.0,0.5065072422321452,0.5576128037205543,2.290809060868985,0,,False,overtaking,40,0.0,False,0.0,29
compliant,overtaking,6.791254452278463,0.4570427385228544,-9.542742054762993,,,,collision:boundary,True,False,46,-398.5877621993762,-2.749358650207137,7,1,1,0,1,0.4228966103037784,0.004644210399444166,0.17055159366652775,0.0,0.004232411228152257,0.5109968720479052,0.5574812195117844,3.7438499719061595,0,,False,overtaking,32,0.0,False,0.0,30
compliant,overtaking,7.618572716555467,1.9884273638462515,8.064555095613034,,,,goal,False,False,77,88.8437327094321,-0.08163544394885947,0,0,0,0,2,0.0,0.0,0.0,0.0,0.018141209766413216,0.5414942267340579,0.5714109849031781,4.507414644148567,0,,False,overtaking,22,0.0,False,0.0,31
compliant,overtaking,8.61263148724731,0.8361574141727877,8.499933444466564,,,,collision:boundary,True,False,111,-502.2999904993636,-2.2242845557858555,10,0,1,0,4,0.3847730358453593,0.0,0.017209673080592954,0.0,0.05726737894693148,0.4959283621574023,0.5573325206232917,2.2797787785142023,0,,False,overtaking,30,0.0,False,0.0,32
compliant,overtaking,7.715636756725871,0.7429086685850401,-4.659870018711645,,,,collision:boundary,True,False,44,-523.2223970777553,-7.166263504752123,7,0,2,0,1,0.9710500820617715,0.0,0.6240113929259292,0.0,0.02513879644733502,0.525453339536427,0.5653584025014364,3.518187266213562,0,,False,overtaking,35,0.0,False,0.0,33
compliant,overtaking,7.643066319700785,1.7056406923796066,-4.163139131686235,,,,collision:target,True,True,104,-408.0010004833822,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5066734087757675,0.5577128000248335,1.2719900591895832,0,,False,overtaking,31,0.0,False,0.0,34
compliant,overtaking,7.958885684444756,0.5220743990799206,-6.99317287503974,,,,collision:boundary,True,False,120,-1240.558595404696,-2.004440598020977,6,0,0,0,0,0.4049374945496923,0.0,0.0,0.0,0.0,0.49743667021929333,0.5680624155727851,2.6006750463264714,0,,False,overtaking,32,0.0,False,0.0,35
compliant,being_overtaken,9.556232149411287,1.8516685154475563,5.892331698869267,,False,,goal,False,False,70,162.06063743976145,-14.922198812834086,0,0,0,9,0,0.0,0.0,0.0,3.6844935340331073,0.0,0.5392048218922387,0.5569323376762263,1.88575672026411,0,,False,being_overtaken,18,0.0,False,0.0,36
compliant,being_overtaken,5.7479461611789,1.6904407083818338,-2.5233037070053843,,False,,goal,False,False,67,178.37577932993645,-5.374220670063534,0,0,0,11,0,0.0,0.0,0.0,1.3269680666823542,0.0,0.5583301183712082,0.5583534823488705,1.6907900407868277,0,,False,being_overtaken,23,0.0,False,0.0,37
compliant,being_overtaken,7.111260720178818,1.6591462177952323,5.798605650555382,,False,,goal,False,False,67,167.22512360335418,-16.524876396645833,0,0,0,11,0,0.0,0.0,0.0,4.080216394233539,0.0,0.5588355053596088,0.5589407706899365,1.6585061394700238,0,,False,being_overtaken,22,0.0,False,0.0,38
compliant,being_overtaken,9.924433511599638,1.8595356156267682,-5.761505074223892,,False,,goal,False,False,69,176.09612699381472,-1.04218225471428,0,0,0,7,0,0.0,0.0,0.0,0.2573289517813037,0.0,0.5414509420016153,0.5571351031491147,1.8870735776591154,0,,False,being_overtaken,18,0.0,False,0.0,39
compliant,being_overtaken,7.777153961253272,1.4989473412166083,5.817347188610187,,False,,goal,False,False,68,182.86906080342888,-0.19564628989628066,0,0,0,10,0,0.0,0.0,0.0,0.048307725900316206,0.0,0.5542287053238172,0.5579197321294505,1.5085845899867756,0,,False,being_overtaken,21,0.0,False,0.0,40
compliant,being_overtaken,9.472351939506785,1.9738570974627374,7.020402118408914,,False,,goal,False,False,68,166.89357052662007,-14.075244633720624,0,0,0,14,0,0.0,0.0,0.0,3.475369045363117,0.0,0.5504259061048612,0.5577276632206498,2.0009984126716764,0,,False,being_overtaken,24,0.0,False,0.0,41
compliant,being_overtaken,6.791254452278463,1.5734762792775023,4.906307916812494,,False,,goal,False,False,68,172.72928188471244,-9.264622554491874,0,0,0,15,0,0.0,0.0,0.0,2.2875611245658947,0.0,0.552286717169355,0.5578572745810693,1.5896467086939365,0,,False,being_overtaken,25,0.0,False,0.0,42
compliant,being_overtaken,7.618572716555467,0.56048132483702,9.634710761628313,,True,,collision:target,True,True,19,-301.81907755940694,-19.705081814221504,0,0,0,7,0,0.0,0.0,0.0,4.865452299807778,0.0,0.5458267817242892,0.5581355527898708,0.7348440348795942,0,,False,being_overtaken,17,0.0,False,0.0,43
compliant,being_overtaken,8.61263148724731,1.404032640487198,-3.382325262425738,,False,,goal,False,False,68,149.66518663839963,-33.84272300621903,0,0,0,14,0,0.0,0.0,0.0,8.35622790277013,0.0,0.5550377086436704,0.5580077385391942,1.4108742254073527,0,,False,being_overtaken,24,0.0,False,0.0,44
compliant,being_overtaken,7.715636756725871,1.4454487561777294,5.5446980820429825,,False,,goal,False,False,67,183.41918256230775,-0.33081743769225613,0,0,0,8,0,0.0,0.0,0.0,0.08168331794870522,0.0,0.5602341827655557,0.5605758996051122,1.4428268425475215,0,,False,being_overtaken,19,0.0,False,0.0,45
compliant,being_overtaken,7.643066319700785,1.904501364148537,4.629622213453132,,False,,goal,False,False,68,179.93540769520087,-2.838347974489806,0,0,0,9,0,0.0,0.0,0.0,0.7008266603678532,0.0,0.5537019220046675,0.5579226638858188,1.9110746650063215,0,,False,being_overtaken,19,0.0,False,0.0,46
compliant,being_overtaken,7.958885684444756,1.982710486307465,9.96521668439594,,False,,goal,False,False,68,183.95100597157773,-0.4491911045566177,0,0,0,9,0,0.0,0.0,0.0,0.11091138384114017,0.0,0.5566790386769912,0.5581024724298835,1.9894811475053724,0,,False,being_overtaken,21,0.0,False,0.0,47
compliant,null,9.556232149411287,0.3549204557349615,4.39460585019685,,,,goal,False,False,69,177.4072728412963,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5419327290891888,0.557215453268749,4.954074337470164,0,,False,never,0,0.0,False,0.0,48
compliant,null,7.111260720178818,4.098204589788674,0.7798740741336943,,,,goal,False,False,68,183.40031427056962,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.554841545951975,0.5579941683373266,8.943431111741518,0,,False,never,0,0.0,False,0.0,49
compliant,null,9.924433511599638,6.062334617550908,-2.036564089612069,,,,goal,False,False,68,183.10034290734916,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5542954264105129,0.5579600596001368,5.565410232160222,0,,False,never,0,0.0,False,0.0,50
compliant,null,7.777153961253272,8.559003963480428,7.264527238106524,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5585634147471735,0.5586250973196059,8.492720974565314,0,,False,never,0,0.0,False,0.0,51
compliant,null,9.472351939506785,9.596358425588157,-3.940947096756009,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5631508182926687,0.5640206121260078,8.237479363738894,0,,False,never,0,0.0,False,0.0,52
compliant,null,8.61263148724731,1.9887933450307789,-1.1270768060442258,,,,goal,False,False,67,183.51111520230813,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5575331562799272,0.5581516832419999,8.969813921290392,0,,False,never,0,0.0,False,0.0,53
compliant,null,7.715636756725871,2.762014081009041,-0.40637360625555274,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5594419922919416,0.5596523800907534,8.929417308796214,0,,False,never,0,0.0,False,0.0,54
compliant,null,7.643066319700785,6.330355979488411,5.301646114803592,,,,goal,False,False,69,179.5482168343944,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5457599234348617,0.5575025757615211,9.026833494682302,0,,False,never,0,0.0,False,0.0,55
compliant,null,7.958885684444756,4.951431692942184,6.252128618956611,,,,goal,False,False,68,181.48687533226087,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5513665849471281,0.5578001340230037,6.736072728252552,0,,False,never,0,0.0,False,0.0,56
compliant,null,8.919597231476935,0.626960535485727,-3.3771176787976476,,,,goal,False,False,69,177.8054884130691,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5426446216100869,0.5572710041158868,8.542365018636099,0,,False,never,0,0.0,False,0.0,57
compliant,null,7.392424952880393,0.37408620081980476,0.7022053571200253,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5597440856417707,0.5599808578171732,8.55617726490927,0,,False,never,0,0.0,False,0.0,58
compliant,null,8.211625632198505,1.93888858249201,-1.3615912338901808,,,,goal,False,False,68,181.57536152378216,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5515263473941917,0.5577890440509781,10.239452805363253,0,,False,never,0,0.0,False,0.0,59
wrong_way,head_on,9.556232149411287,0.7589141160070894,188.5960326544994,,,,goal,False,False,78,71.595790958131,-44.05151091135703,11,0,21,0,2,3.8583156169408963,0.0,6.758596773206484,0.0,0.13820004976805422,0.527522198085619,0.5576958521762974,2.049819075420274,0,,False,head_on,21,0.0,False,0.0,0
wrong_way,head_on,5.7479461611789,1.2248627607666025,177.49061558127943,,,,collision:target,True,True,30,-397.09846009860485,-99.26522960477836,16,0,19,0,27,6.857126930247116,0.0,3.56670140684027,0.0,11.662739163428926,0.5237018102895222,0.5574844451973853,0.9203900125457798,0,,False,head_on,27,0.0,False,0.0,1
wrong_way,head_on,7.111260720178818,0.8488119099963607,179.77841623459886,,,,collision:boundary,True,False,109,-1027.7625183472526,-39.63864642113026,16,0,30,0,7,2.6668912879264397,0.0,6.691507534611661,0.0,0.5218016491760894,0.4995748485796242,0.5572649370173868,3.4634413948057157,0,,False,head_on,30,0.0,False,0.0,2
wrong_way,head_on,9.924433511599638,0.5577780141895179,181.73638987831518,,,,collision:boundary,True,False,106,-495.2736613448102,-56.24574817807671,14,0,24,0,14,4.318075784122102,0.0,7.461118493071904,0.0,1.780276993691877,0.5064023807960625,0.5579682112984838,2.282510276866882,0,,False,head_on,24,0.0,False,0.0,3
wrong_way,head_on,7.777153961253272,0.23241010159911024,174.96382864421315,,,,collision:boundary,True,False,100,-1015.3537281840893,-60.874322727860765,15,0,25,0,8,5.699994528782809,0.0,8.22766823745522,0.0,0.6754987012326777,0.5259100524135395,0.5615282713144726,2.2818985796262834,0,,False,head_on,29,0.0,False,0.0,4
wrong_way,head_on,9.472351939506785,1.2005729403251244,185.37459793469242,,,,goal,False,False,85,31.85692832137346,-49.96013614859167,13,0,24,0,7,3.4719901464678173,0.0,7.672425172885266,0.0,1.1451231780420068,0.5012639926957786,0.5578765815395261,2.7599689112216677,0,,False,head_on,24,0.0,False,0.0,5
wrong_way,head_on,6.791254452278463,0.4570427385228544,170.45725794523702,,,,collision:boundary,True,False,106,-593.4863990597446,-58.190817988985934,14,0,25,0,9,4.708204514747646,0.0,7.843937567757586,0.0,1.4771178660128417,0.4942929411434952,0.5575835827011653,2.292370670488021,0,,False,head_on,25,0.0,False,0.0,6
wrong_way,head_on,7.618572716555467,1.9112000156973665,175.31745985542278,,,,collision:target,True,True,33,-389.130751785627,-98.04633260941664,16,0,19,0,28,7.611473585015087,0.0,2.3989183100251386,0.0,11.496318321666985,0.533228328971351,0.5625978327228442,1.1185882808180014,0,,False,head_on,29,0.0,False,0.0,7
wrong_way,head_on,8.61263148724731,1.840716953859967,178.36331706632063,,,,goal,False,False,77,74.1433277911943,-29.583905497690605,10,0,21,0,0,1.8096422845994131,0.0,5.729493385812087,0.0,0.0,0.5284071276486217,0.557847510425062,3.1905477774660245,0,,False,head_on,21,0.0,False,0.0,8
wrong_way,head_on,7.715636756725871,0.7429086685850401,175.34012998128836,,,,collision:target,True,True,31,-331.3068202682853,-47.035193902542666,13,0,17,0,14,5.923653719871676,0.0,3.471780754815504,0.0,1.158821615964901,0.525329934985033,0.5571736970491616,0.8859384559635585,0,,False,head_on,24,0.0,False,0.0,9
wrong_way,head_on,7.643066319700785,1.7056406923796066,175.83686086831378,,,,collision:boundary,True,False,99,-418.96591606071894,-26.907910688196157,13,0,23,0,2,1.83031297210373,0.0,4.872690310150807,0.0,0.06803919105328773,0.5250146504172175,0.5594307953305302,3.5127453151270442,0,,False,head_on,23,0.0,False,0.0,10
wrong_way,head_on,7.958885684444756,0.5220743990799206,173.00682712496027,,,,collision:boundary,True,False,108,-586.0459592452294,-53.499814085534624,14,0,25,0,7,4.625653407430966,0.0,7.637440814377401,0.0,0.6906761748872683,0.5089485773725572,0.5580318232465658,2.498122071850691,0,,False,head_on,25,0.0,False,0.0,11
wrong_way,crossing,4.667290875464451,1.7227470900651785,236.13301209616918,starboard,,True,goal,False,False,69,178.5425420299565,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5440198397180602,0.5573501625469612,1.7708838343852291,0,,False,never,0,0.0,False,0.0,12
wrong_way,crossing,3.7739332766476075,1.173528774453069,270.329950237396,starboard,,True,collision:target,True,True,21,-283.4341242925125,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5537053401114708,0.5578085634175971,1.348064988355089,0,,False,never,0,0.0,False,0.0,13
wrong_way,crossing,6.835819471068554,1.5587616535741629,95.48905312983425,port,,True,collision:target,True,True,25,-339.6094362291512,-49.532967540061456,8,1,0,0,16,3.514640504975109,0.7362042923248887,0.0,0.0,6.331396842983658,0.5166807507758677,0.5572583526848081,1.3758746430591617,0,,False,crossing,16,1.0,True,0.0,14
wrong_way,crossing,8.158253975323385,0.44228992836946146,258.61746858688855,starboard,,True,collision:target,True,True,16,-369.2612851802194,-82.24349352468845,9,6,0,0,14,5.133468152604864,3.4912144692069074,0.0,0.0,8.789181010382261,0.5278676660093284,0.5594631511163609,1.2168713756949854,0,,False,crossing,14,0.0,False,0.0,15
wrong_way,crossing,9.79861013596842,0.44328075371819986,82.03474253870037,port,,True,collision:target,True,True,27,-382.4591328742393,-96.61935572240674,15,16,0,0,20,7.655081431726372,9.628987208664155,0.0,0.0,2.458492433883026,0.5286990648692241,0.5577424381101519,1.0372228061742474,0,,False,crossing,25,1.0,True,0.0,16
wrong_way,crossing,6.794447015498243,0.5473514842917628,131.07964188304754,port,,True,collision:boundary,True,False,128,-551.7719287377645,-30.024772268538893,15,2,0,0,5,4.383424256046527,0.08483254372868881,0.0,0.0,1.7570891354781275,0.41375749397903405,0.5576976817533756,2.1247460158221334,1,"8(e) in extremis: crossing, compliant alteration inadmissible (DCPA 0.39 m, TCPA 4.6 s)",False,crossing,18,1.0,True,0.0,17
wrong_way,crossing,4.54979421904873,1.3867036468224696,202.19120555738766,starboard,,True,goal,False,False,69,67.70855859332455,-30.30556957198099,6,4,0,0,9,2.9078969403412835,0.05074365482969286,0.0,0.0,3.4800663613077,0.5523574302335525,0.5925899637305775,1.7063938203090236,0,,False,crossing,9,0.0,False,0.0,18
wrong_way,crossing,9.679268550899316,0.5087939358206104,67.81442945798263,port,,True,collision:target,True,True,26,-340.56830035327386,-58.232005579810604,9,3,0,0,19,4.5027934900488535,1.4312943617431397,0.0,0.0,6.412949047431163,0.513378565376154,0.55802646072397,1.2228032958738644,0,,False,crossing,19,1.0,True,0.0,19
wrong_way,crossing,6.058594996054423,0.9795735001537526,250.52553445208008,starboard,,True,collision:target,True,True,22,-280.89096417149483,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5607433100577942,0.5619440045950803,1.3124347888937988,0,,False,never,0,0.0,False,0.0,20
wrong_way,crossing,5.474427570062953,0.4460543842171416,107.4313409364459,port,,True,collision:target,True,True,15,-286.6810813136574,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5510267745929841,0.5586253447229588,1.379952514045523,0,,False,never,0,0.0,False,0.0,21
wrong_way,crossing,3.9950540465771436,1.7781064429160531,255.25704639569454,starboard,,True,goal,False,False,67,183.70081967886512,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5625218260792993,0.5632409769890998,1.7621179092455113,0,,False,never,0,0.0,False,0.0,22
wrong_way,crossing,7.735291501066443,0.8388778432043928,94.48823574345055,port,,True,collision:target,True,True,24,-362.04084630931237,-77.15326420182315,8,7,0,0,18,4.776218711004947,3.207413271021168,0.0,0.0,8.646495002478982,0.5217777387814321,0.5583283075961795,1.4768838828983495,0,,False,crossing,18,1.0,True,0.0,23
wrong_way,overtaking,9.556232149411287,0.16856401487441053,1.6101026039999748,,,,collision:boundary,True,False,107,-600.0401411817934,-54.127184423469835,16,0,29,0,9,4.744640392082753,0.0,7.982390808560869,0.0,0.42324612707579096,0.49854142194599343,0.5574761059513698,2.870890492509458,0,,False,overtaking,30,0.0,False,0.0,24
wrong_way,overtaking,5.7479461611789,1.2248627607666025,-2.509384418720579,,,,collision:boundary,True,False,28,-327.46706835424817,-9.756777936850671,5,0,7,0,0,0.6855341626535116,0.0,1.767606619921052,0.0,0.0,0.5245071304254038,0.5619421772821444,4.980042050856546,0,,False,overtaking,23,0.0,False,0.0,25
wrong_way,overtaking,7.111260720178818,1.545817447677813,0.5482643252125285,,,,collision:boundary,True,False,38,-455.9080061860586,-57.9922348170103,17,0,28,0,12,4.82891668869976,0.0,8.775230339158238,0.0,0.5551706637726269,0.5303249443142003,0.5575654252902562,3.031200049907653,0,,False,overtaking,35,0.0,False,0.0,26
wrong_way,overtaking,9.924433511599638,0.5577780141895179,1.7363898783151903,,,,collision:boundary,True,False,65,-659.1690034659674,-42.32767829925566,21,0,26,0,0,4.518555810118554,0.0,5.54467417754689,0.0,0.0,0.5220222731162318,0.5598211305413853,3.458172812291545,0,,False,overtaking,40,0.0,False,0.0,27
wrong_way,overtaking,7.777153961253272,0.17836430215336274,-2.1298098963724676,,,,collision:boundary,True,False,51,-620.1315919909298,-21.58623929622612,8,0,10,0,0,2.573561760881404,0.0,2.457530161073103,0.0,0.0,0.5155345699042719,0.5591832065610497,4.903630667001346,0,,False,overtaking,41,0.0,False,0.0,28
wrong_way,overtaking,9.472351939506785,0.6293837659105992,1.594090426277182,,,,collision:target,True,True,102,-514.2497669899108,-21.45791117474918,8,0,13,0,0,2.3079309654217623,0.0,2.787125804419849,0.0,0.0,0.5004681221932183,0.5576128037205543,1.2548979148882844,0,,False,overtaking,34,0.0,False,0.0,29
wrong_way,overtaking,6.791254452278463,0.4570427385228544,-9.542742054762993,,,,collision:boundary,True,False,42,-548.2954404845927,-53.68917410643886,15,1,25,0,4,5.033742593249558,0.007515435673157698,7.77197500327486,0.0,0.16796374477376014,0.5188771518557852,0.5574812195117844,2.9742960289024496,0,,False,overtaking,30,0.0,False,0.0,30
wrong_way,overtaking,7.618572716555467,1.9884273638462515,8.064555095613034,,,,collision:boundary,True,False,44,-553.8180040871603,-71.09811499388688,19,0,31,0,18,6.072394846499024,0.0,10.239140197693068,0.0,0.9286346204492621,0.546971532389056,0.5682610453996736,2.310027938843554,0,,False,overtaking,38,0.0,False,0.0,31
wrong_way,overtaking,8.61263148724731,0.8361574141727877,8.499933444466564,,,,collision:boundary,True,False,72,-860.1821506983742,-57.09678344390883,16,0,29,0,10,5.109926059412581,0.0,8.409529289069544,0.0,0.33963200203693106,0.5154456819402424,0.5573325206232917,2.476533065002636,0,,False,overtaking,31,0.0,False,0.0,32
wrong_way,overtaking,7.715636756725871,0.7429086685850401,-4.659870018711645,,,,collision:target,True,True,98,-400.7326336702099,-20.390036940080872,11,0,17,0,0,2.0389975005073464,0.0,2.8602775868248638,0.0,0.0,0.49869221069506836,0.5653584025014364,1.4277149039858903,0,,False,overtaking,32,0.0,False,0.0,33
wrong_way,overtaking,7.643066319700785,1.7056406923796066,-4.163139131686235,,,,collision:boundary,True,False,34,-396.2969690175388,-55.06632690954322,15,1,24,0,12,5.120397537899673,0.022870894336684544,7.468322744089891,0.0,0.6047080647221427,0.5198598296041999,0.5577128000248335,3.7930586175929273,0,,False,overtaking,31,0.0,False,0.0,34
wrong_way,overtaking,7.958885684444756,0.5220743990799206,-6.99317287503974,,,,collision:boundary,True,False,53,-550.5413837256223,-58.93439706393929,14,1,25,0,17,5.404826859644082,0.01654759266883117,7.562801162441618,0.0,1.0827798533778963,0.5387678016123535,0.5680624155727851,2.971936915467896,0,,False,overtaking,29,0.0,False,0.0,35
wrong_way,being_overtaken,9.556232149411287,1.8516685154475563,5.892331698869267,,False,,goal,False,False,75,127.31373739762844,-10.714893850323561,0,0,0,6,0,0.0,0.0,0.0,2.645652802549027,0.0,0.5049621893808695,0.5569323376762263,2.7060516516990116,0,,False,being_overtaken,11,0.0,False,0.0,36
wrong_way,being_overtaken,5.7479461611789,1.6904407083818338,-2.5233037070053843,,False,,collision:target,True,True,19,-310.51771534503246,-19.68840411874289,0,0,0,9,0,0.0,0.0,0.0,4.861334350306887,0.0,0.5144105533548025,0.558239831057879,0.8803110880402288,0,,False,being_overtaken,17,0.0,False,0.0,37
wrong_way,being_overtaken,7.111260720178818,1.6591462177952323,5.798605650555382,,False,,goal,False,False,70,118.27613844110695,-11.61719188689621,0,0,0,6,0,0.0,0.0,0.0,2.8684424412089404,0.0,0.5417207887446567,0.558447663935403,2.7137431838193224,0,,False,being_overtaken,13,0.0,False,0.0,38
wrong_way,being_overtaken,9.924433511599638,1.8595356156267682,-5.761505074223892,,False,,collision:target,True,True,18,-299.7133814758136,-8.474984416793582,0,0,0,6,0,0.0,0.0,0.0,2.092588744887305,0.0,0.49971518343491855,0.5571351031491147,1.1072379164856683,0,,False,being_overtaken,17,0.0,False,0.0,39
wrong_way,being_overtaken,7.777153961253272,1.4989473412166083,5.817347188610187,,False,,goal,False,False,73,113.17109062054645,-10.39032900004484,0,0,0,8,0,0.0,0.0,0.0,2.565513333344405,0.0,0.5219365839116046,0.5579197321294505,2.5957084551114025,0,,False,being_overtaken,14,0.0,False,0.0,40
wrong_way,being_overtaken,9.472351939506785,1.9738570974627374,7.020402118408914,,False,,goal,False,False,72,128.60702678517973,-15.435177620742829,0,0,0,12,0,0.0,0.0,0.0,3.8111549680846495,0.0,0.5313189343468758,0.5577276632206498,3.1271100910156058,0,,False,being_overtaken,12,0.0,False,0.0,41
wrong_way,being_overtaken,6.791254452278463,1.5734762792775023,4.906307916812494,,False,,goal,False,False,71,94.89661397448516,-19.12670799939901,0,0,0,15,0,0.0,0.0,0.0,4.72264395046889,0.0,0.5332071303834729,0.5578572745810693,2.938282657705584,0,,False,being_overtaken,15,0.0,False,0.0,42
wrong_way,being_overtaken,7.618572716555467,0.56048132483702,9.634710761628313,,True,,goal,False,False,71,108.00672714773354,-21.39581055400074,0,0,0,7,0,0.0,0.0,0.0,5.282916186173021,0.0,0.5399074586341798,0.5581355527898708,1.7204959909380035,0,,False,being_overtaken,15,0.0,False,0.0,43
wrong_way,being_overtaken,8.61263148724731,1.404032640487198,-3.382325262425738,,False,,collision:target,True,True,18,-315.4433002543107,-27.6771807547551,0,0,0,9,0,0.0,0.0,0.0,6.833871791297556,0.0,0.5334776811828279,0.5580077385391942,0.9320000621308937,0,,False,being_overtaken,16,0.0,False,0.0,44
wrong_way,being_overtaken,7.715636756725871,1.4454487561777294,5.5446980820429825,,False,,goal,False,False,70,130.21363860023055,-9.512414661421744,0,0,0,7,0,0.0,0.0,0.0,2.348744360844875,0.0,0.5434292540941753,0.5594153770212671,2.429397232384436,0,,False,being_overtaken,13,0.0,False,0.0,45
wrong_way,being_overtaken,7.643066319700785,1.904501364148537,4.629622213453132,,False,,goal,False,False,71,134.24092315012436,-7.303754295890888,0,0,0,6,0,0.0,0.0,0.0,1.8033961224421944,0.0,0.5374603272518181,0.5579226638858188,2.7635768028242222,0,,False,being_overtaken,12,0.0,False,0.0,46
wrong_way,being_overtaken,7.958885684444756,1.982710486307465,9.96521668439594,,False,,goal,False,False,71,135.71553871209383,-8.91844781164427,0,0,0,9,0,0.0,0.0,0.0,2.2020858794183384,0.0,0.5383463883234479,0.5581024724298835,2.8831883741850883,0,,False,being_overtaken,11,0.0,False,0.0,47
wrong_way,null,9.556232149411287,0.3549204557349615,4.39460585019685,,,,goal,False,False,69,177.4072728412963,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5419327290891888,0.557215453268749,4.954074337470164,0,,False,never,0,0.0,False,0.0,48
wrong_way,null,7.111260720178818,4.098204589788674,0.7798740741336943,,,,goal,False,False,68,183.40031427056962,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.554841545951975,0.5579941683373266,8.943431111741518,0,,False,never,0,0.0,False,0.0,49
wrong_way,null,9.924433511599638,6.062334617550908,-2.036564089612069,,,,goal,False,False,68,183.10034290734916,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5542954264105129,0.5579600596001368,5.565410232160222,0,,False,never,0,0.0,False,0.0,50
wrong_way,null,7.777153961253272,8.559003963480428,7.264527238106524,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5585634147471735,0.5586250973196059,8.492720974565314,0,,False,never,0,0.0,False,0.0,51
wrong_way,null,9.472351939506785,9.596358425588157,-3.940947096756009,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5631508182926687,0.5640206121260078,8.237479363738894,0,,False,never,0,0.0,False,0.0,52
wrong_way,null,8.61263148724731,1.9887933450307789,-1.1270768060442258,,,,goal,False,False,67,183.51111520230813,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5575331562799272,0.5581516832419999,8.969813921290392,0,,False,never,0,0.0,False,0.0,53
wrong_way,null,7.715636756725871,2.762014081009041,-0.40637360625555274,,,,goal,False,False,67,183.75,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5594419922919416,0.5596523800907534,8.929417308796214,0,,False,never,0,0.0,False,0.0,54
