policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,scenario
follower,overtaking,9.924433511599638,0.5577780141895179,1.7363898783151903,,,,collision:target,True,True,38,-270.92691577232813,-13.87421860546269,0,0,2,0,15,0.0,0.0,0.25387503077283424,0.0,2.8800596654845525,0.5549080621316168,0.5616059157705813,1.9201738967774735,0,,False,overtaking,27,0.0,False,0.0,27
follower,overtaking,7.777153961253272,0.17836430215336274,-2.1298098963724676,,,,collision:target,True,True,45,-281.10516472531214,-29.144035338849513,0,0,13,0,22,0.0,0.0,1.1611562674833102,0.0,5.547527283535467,0.5499383719663403,0.5602832515893716,1.8757994830984919,0,,False,overtaking,39,0.0,False,0.0,28
follower,overtaking,9.472351939506785,0.6293837659105992,1.594090426277182,,,,collision:target,True,True,50,-284.1505354709668,-32.77668604695827,0,0,34,0,17,0.0,0.0,6.133513793404728,0.0,2.3768969757113854,0.5425508919980825,0.5576128037205543,1.219533551484064,0,,False,overtaking,36,0.0,False,0.0,29
follower,overtaking,6.791254452278463,0.4570427385228544,-9.542742054762993,,,,collision:target,True,True,38,-286.7337458208282,-23.762869375913425,0,6,5,0,18,0.0,0.7629346658765663,0.6132487564335537,0.0,3.950810501480806,0.5393164020437334,0.5574812195117844,1.4048754728241095,0,,False,overtaking,28,0.0,False,0.0,30
follower,overtaking,7.618572716555467,1.9884273638462515,8.064555095613034,,,,goal,False,False,65,159.20711943497827,-22.042880565021758,0,0,0,0,33,0.0,0.0,0.0,0.0,4.898417903338169,0.5762540701724336,0.5794033768455762,1.9481410746468926,0,,False,overtaking,39,0.0,False,0.0,31
follower,overtaking,8.61263148724731,0.8361574141727877,8.499933444466564,,,,collision:target,True,True,33,-283.13184651056247,-17.6206041455011,0,0,1,0,18,0.0,0.0,0.07714225332655504,0.0,3.853976007450113,0.5332779719891976,0.5573325206232917,1.9344955500635608,0,,False,overtaking,22,0.0,False,0.0,32
follower,overtaking,7.715636756725871,0.7429086685850401,-4.659870018711645,,,,collision:target,True,True,37,-284.54708893545956,-29.426316459752627,0,0,19,0,14,0.0,0.0,4.112086545903863,0.0,3.2495121987774955,0.5710844769858104,0.5751339017881385,1.9328734226230944,0,,False,overtaking,27,0.0,False,0.0,33
follower,overtaking,7.643066319700785,1.7056406923796066,-4.163139131686235,,,,goal,False,False,68,148.82046394372705,-31.95805267860185,0,5,0,0,32,0.0,0.3608728158395942,0.0,0.0,6.704829386710191,0.5500808125023164,0.5577128000248335,1.6910455158707998,0,,False,overtaking,53,0.0,False,0.0,34
follower,overtaking,7.958885684444756,0.5220743990799206,-6.99317287503974,,,,collision:target,True,True,38,-284.64678973141844,-25.24821587377013,0,2,5,0,22,0.0,0.29696079038448225,0.8525737684901011,0.0,4.601998754400572,0.5718531395516693,0.5763462094412013,1.1929773832639161,0,,False,overtaking,28,0.0,False,0.0,35
follower,being_overtaken,9.556232149411287,1.8516685154475563,5.892331698869267,,False,,goal,False,False,70,162.06063743976145,-14.922198812834086,0,0,0,9,0,0.0,0.0,0.0,3.6844935340331073,0.0,0.5392048218922387,0.5569323376762263,1.88575672026411,0,,False,being_overtaken,18,0.0,False,0.0,36
