label,score,goal,collision,target_coll,goal_being_overtaken,goal_crossing,goal_head_on,goal_no_target,goal_null,goal_overtaking,CLASSICAL_KVO_TAU_S,CLASSICAL_KVO_HARD_GAP_M,CLASSICAL_KVO_SIDE_FREE_DCPA_M,CLASSICAL_KVO_STAND_ON_RELEASE_S,CLASSICAL_KVO_W_CHANGE
defaults,0.5,0.833,0.167,0.083,1.0,0.3,1.0,0.9,0.8,1.0,20.0,0.2,2.5,12.0,0.3
