policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,scenario,start,who
model,overtaking,6.670301727029801,0.3400603298527174,1.041112989169072,,,,goal,False,False,71,23.151163490592353,-52.21211751107263,21,5,0,0,17,5.833674850342737,0.6425509848413566,0.0,0.0,4.4788443615358595,0.5330648421989296,0.8661796694100755,1.4979174133350819,0,,False,overtaking,59,0.0,False,0.0,56,cruise,run4
model,overtaking,5.356479981505558,1.932059312507918,-4.09721214978468,,,,goal,False,False,63,105.96467002053585,-44.2772125295335,15,0,31,0,2,1.6977676152248433,0.0,9.91698531325575,0.0,0.038247934766628015,0.5992497142990942,0.6879255126380894,2.312912289251685,0,,False,overtaking,32,0.0,False,0.0,57,cruise,run4
model,overtaking,5.304665427323811,1.4300146119796155,8.955640423640077,,,,goal,False,False,61,90.1306671176435,-62.326411010033645,14,6,34,0,11,1.6503969643751057,0.266939841971954,11.843609021056663,0.0,2.2663558539581583,0.62195589323374,0.6911499157285328,1.8373252997210892,0,,False,overtaking,34,0.0,False,0.0,58,cruise,run4
model,overtaking,9.457641443617554,1.0041574093420087,-0.5511930446619502,,,,goal,False,False,64,80.13281196770525,-21.525585707209995,21,3,0,0,7,3.552408927706708,0.14766270947150173,0.0,0.0,0.7133846895950778,0.5989210608855782,0.879934590804308,2.4797930894330897,0,,False,overtaking,40,0.0,False,0.0,59,cruise,run4
model,being_overtaken,9.556232149411287,1.8516685154475563,5.892331698869267,,False,,goal,False,False,70,65.5979161518256,-13.91571823773415,0,5,0,5,1,0.0,0.6189295196274619,0.0,2.441770077777841,0.21396628901732342,0.558020604449988,0.8279837633009631,2.604451322138345,0,,False,being_overtaken,17,0.29411764705882354,True,0.0,60,cruise,run4
model,being_overtaken,5.7479461611789,1.6904407083818338,-2.5233037070053843,,False,,goal,False,False,78,-46.74227108332454,-1.529275986567212,0,0,0,4,0,0.0,0.0,0.0,0.3775990090289412,0.0,0.5035756459563983,0.6914632015515875,2.0720635508318925,0,,False,being_overtaken,13,0.0,False,0.0,61,cruise,run4
model,being_overtaken,7.111260720178818,1.6591462177952323,5.798605650555382,,False,,goal,False,False,70,69.17269401680102,-8.184061585260007,0,0,0,4,0,0.0,0.0,0.0,2.02075594697778,0.0,0.5504332931985065,0.712071969496732,2.4089423089978648,0,,False,being_overtaken,12,0.0,False,0.0,62,cruise,run4
model,being_overtaken,9.924433511599638,1.8595356156267682,-5.761505074223892,,False,,goal,False,False,64,13.860143458416317,-6.362023478393629,0,0,0,4,0,0.0,0.0,0.0,1.5708699946650935,0.0,0.613753971475338,0.8639132759342321,2.1820571012392795,0,,False,being_overtaken,13,0.0,False,0.0,63,cruise,run4
model,being_overtaken,7.777153961253272,1.4989473412166083,5.817347188610187,,False,,goal,False,False,71,67.76228858167252,-11.069575042612412,0,0,0,5,0,0.0,0.0,0.0,2.7332284055833114,0.0,0.5408406929619406,0.7281773750659745,2.2926848629186347,0,,False,being_overtaken,13,0.0,False,0.0,64,cruise,run4
model,being_overtaken,9.472351939506785,1.9738570974627374,7.020402118408914,,False,,goal,False,False,73,81.63586272740035,-23.584398697040484,0,0,0,16,0,0.0,0.0,0.0,5.823308320256911,0.0,0.5333462432380971,0.710910446852723,2.7928159654800604,0,,False,being_overtaken,16,0.0,False,0.0,65,cruise,run4
model,being_overtaken,6.791254452278463,1.5734762792775023,4.906307916812494,,False,,goal,False,False,78,-58.07253209599368,-13.748004321252276,0,2,0,7,0,0.0,0.05331550121278868,0.0,3.329405577839252,0.0,0.4985569803950551,0.9196383051436656,2.278110030747334,0,,False,being_overtaken,21,0.0,False,0.0,66,cruise,run4
model,being_overtaken,7.618572716555467,0.56048132483702,9.634710761628313,,True,,collision:obstacle,True,False,50,-376.27517229094894,-8.882100433073166,0,0,0,3,0,0.0,0.0,0.0,2.193111218042757,0.0,0.3995394072461685,0.7719961534710118,1.560587003137768,0,,False,being_overtaken,12,0.0,False,0.0,67,cruise,run4
model,being_overtaken,8.61263148724731,1.404032640487198,-3.382325262425738,,False,,goal,False,False,70,109.31486667070455,-14.100155972101287,0,0,0,7,0,0.0,0.0,0.0,3.481519993111429,0.0,0.5415615427391761,0.7030299224386019,1.644621626137729,0,,False,being_overtaken,18,0.0,False,0.0,68,cruise,run4
model,being_overtaken,7.715636756725871,1.4454487561777294,5.5446980820429825,,False,,goal,False,False,70,67.27994060980531,-9.497100433460844,0,0,0,4,0,0.0,0.0,0.0,2.3449630699903317,0.0,0.5588412190617353,0.7404170556186618,2.290006399816563,0,,False,being_overtaken,13,0.0,False,0.0,69,cruise,run4
model,being_overtaken,7.643066319700785,1.904501364148537,4.629622213453132,,False,,goal,False,False,71,101.36226857012245,-8.505405821109733,0,0,0,5,0,0.0,0.0,0.0,2.100100202743144,0.0,0.5351404902714351,0.7287634676649823,2.3950019862463563,0,,False,being_overtaken,12,0.0,False,0.0,70,cruise,run4
model,being_overtaken,7.958885684444756,1.982710486307465,9.96521668439594,,False,,goal,False,False,71,97.96307241148284,-11.908672223345281,0,0,0,8,0,0.0,0.0,0.0,2.940412894653156,0.0,0.5368876439709834,0.7063816198961245,2.6832410182200994,0,,False,being_overtaken,15,0.0,False,0.0,71,cruise,run4
model,being_overtaken,8.919597231476935,1.87257929162381,2.993931110256792,,False,,goal,False,False,71,74.78247055156135,-14.613670968691773,2,0,2,5,0,0.5105416777148828,0.0,0.7443272484751351,2.3226942146895353,0.0,0.5488295642979402,0.7771009918892007,2.3428364209368766,0,,False,being_overtaken,17,0.0,False,0.0,72,cruise,run4
model,being_overtaken,6.8745535936065325,1.7462657111291175,-8.88513336617301,,False,,collision:boundary,True,False,51,-444.2776407869238,-9.068025255476668,0,0,0,4,0,0.0,0.0,0.0,2.2390185815991774,0.0,0.4978149639508493,0.7997898997021485,1.9295281618295634,0,,False,being_overtaken,12,0.0,False,0.0,73,cruise,run4
model,being_overtaken,7.392424952880393,1.5363389434046424,-5.05426633209524,,False,,goal,False,False,71,105.55989055606818,-20.60385006148149,0,0,0,8,0,0.0,0.0,0.0,5.087370385550985,0.0,0.5342210159917099,0.7443226070413885,1.6819095958623465,0,,False,being_overtaken,19,0.0,False,0.0,74,cruise,run4
model,being_overtaken,8.211625632198505,1.875489588308004,0.25446250814855453,,False,,goal,False,False,71,105.13446445428977,-9.3158224897939,0,0,0,5,0,0.0,0.0,0.0,2.3002030838997283,0.0,0.5412420590631832,0.7230947555589836,2.306965732505601,0,,False,being_overtaken,15,0.0,False,0.0,75,cruise,run4
model,being_overtaken,6.670301727029801,1.9755597225591721,9.402902688460479,,False,,goal,False,False,70,-4.744573903662413,-9.250150415020592,0,0,0,5,0,0.0,0.0,0.0,2.2839877567952076,0.0,0.5582296322689727,0.8977209204807075,2.3295232596043425,0,,False,being_overtaken,12,0.0,False,0.0,76,cruise,run4
model,being_overtaken,5.356479981505558,1.576932168108137,4.511814481422334,,False,,goal,False,False,74,88.17341028290855,-20.20789643765311,0,0,0,8,0,0.0,0.0,0.0,4.989604058679779,0.0,0.5212032226276986,0.6969336254717767,2.081509134652413,0,,False,being_overtaken,18,0.0,False,0.0,77,cruise,run4
model,being_overtaken,5.304665427323811,1.89055549279566,4.230252884692726,,False,,goal,False,False,73,100.74293485518463,-18.81393054346124,0,0,0,9,0,0.0,0.0,0.0,4.645414949002774,0.0,0.5212165757807519,0.6804634842900014,2.1976565760396003,0,,False,being_overtaken,20,0.0,False,0.0,78,cruise,run4
model,being_overtaken,9.457641443617554,1.8255296863556782,7.514933632708885,,False,,collision:boundary,True,False,79,-326.7176938367926,-7.167291792394126,0,0,0,6,0,0.0,0.0,0.0,1.7697016771343521,0.0,0.5157031632197484,0.6870627928126906,2.4783060994250463,0,,False,being_overtaken,14,0.0,False,0.0,79,cruise,run4
model,null,9.556232149411287,0.3549204557349615,4.39460585019685,,,,goal,False,False,63,78.05584725423755,-15.901477214039879,10,0,4,0,0,2.4993629640483457,0.0,0.9804529283334921,0.0,0.0,0.615539126261717,0.818186681118296,4.78255631067379,0,,False,overtaking,16,0.0,False,0.0,80,cruise,run4
model,null,7.111260720178818,4.098204589788674,0.7798740741336943,,,,goal,False,False,66,74.7942922799258,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5859606917053358,0.7928092545773854,8.949614688635547,0,,False,never,0,0.0,False,0.0,81,cruise,run4
model,null,9.924433511599638,6.062334617550908,-2.036564089612069,,,,goal,False,False,69,77.36409806233294,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.580000479299179,0.7950095082358294,5.984262589886567,0,,False,overtaking,3,0.0,False,0.0,82,cruise,run4
model,null,7.777153961253272,8.559003963480428,7.264527238106524,,,,goal,False,False,66,91.5705587744949,-23.19309257018229,6,4,5,0,2,2.088291866123162,1.741200305393512,1.14354105964068,0.0,0.02674633477073524,0.5737485048849437,0.7550928348059586,8.353489643825379,0,,False,overtaking,6,0.0,False,0.0,83,cruise,run4
model,null,9.472351939506785,9.596358425588157,-3.940947096756009,,,,goal,False,False,60,85.63435460124731,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6405301595479768,0.8443036840051092,6.467984663458248,0,,False,never,0,0.0,False,0.0,84,cruise,run4
model,null,8.61263148724731,1.9887933450307789,-1.1270768060442258,,,,goal,False,False,65,69.64554766123968,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5914207796391951,0.7922397898944636,8.246398617520253,0,,False,never,0,0.0,False,0.0,85,cruise,run4
model,null,7.715636756725871,2.762014081009041,-0.40637360625555274,,,,goal,False,False,64,29.15958185952097,-6.097829827962668,2,0,6,0,0,0.36572248391062123,0.0,1.1909732035014142,0.0,0.0,0.5980435606080217,0.8535538159137792,8.197520531541427,0,,False,overtaking,9,0.0,False,0.0,86,cruise,run4
model,null,7.643066319700785,6.330355979488411,5.301646114803592,,,,goal,False,False,63,91.63639679242735,-22.86106710440929,7,4,5,0,3,2.9612901713272763,0.658802955173846,1.277942736448772,0.0,0.07578050600292187,0.60837563302653,0.847920131517836,7.3183049809926075,0,,False,overtaking,8,0.0,False,0.0,87,cruise,run4
model,null,7.958885684444756,4.951431692942184,6.252128618956611,,,,goal,False,False,67,104.66130402761007,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5711237668460062,0.7065150920471538,6.234822550809165,0,,False,never,0,0.0,False,0.0,88,cruise,run4
model,null,8.919597231476935,0.626960535485727,-3.3771176787976476,,,,goal,False,False,65,7.278788835097643,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6082461477518846,0.8045508708061294,8.548319746714371,0,,False,never,0,0.0,False,0.0,89,cruise,run4
model,null,7.392424952880393,0.37408620081980476,0.7022053571200253,,,,collision:obstacle,True,False,27,-349.4426215866747,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4700673930324482,0.7122224736545091,9.797014889641057,0,,False,never,0,0.0,False,0.0,90,cruise,run4
model,null,8.211625632198505,1.93888858249201,-1.3615912338901808,,,,goal,False,False,58,71.34409965836014,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6838900113255564,0.9102660678425726,8.619896291359975,0,,False,never,0,0.0,False,0.0,91,cruise,run4
model,null,9.457641443617554,10.004690033584042,9.415486285425988,,,,goal,False,False,61,151.00090539730928,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6180303029094756,0.7660450427964004,9.478541812666924,0,,False,never,0,0.0,False,0.0,92,cruise,run4
model,null,7.939459934530462,7.476427947356887,3.8322546318339885,,,,goal,False,False,60,55.15374923089465,-10.276345087807858,4,0,0,0,0,2.076029310668254,0.0,0.0,0.0,0.0,0.6765167470561084,0.8956842750843065,7.095608383142762,0,,False,overtaking,10,0.0,False,0.0,93,cruise,run4
model,null,7.215085798855989,2.7182057261496078,-0.19104598519173344,,,,collision:obstacle,True,False,46,-371.8677101530734,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5189500722304878,0.7105582374794707,8.611960737926658,0,,False,never,0,0.0,False,0.0,94,cruise,run4
model,null,8.956662509461438,5.673113485616097,6.037207914043499,,,,collision:obstacle,True,False,34,-366.5858011813482,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3547543250004482,0.5447021852642762,8.333054064338935,0,,False,never,0,0.0,False,0.0,95,cruise,run4
model,null,7.341087164074281,4.050003896849897,-0.4719636139186445,,,,goal,False,False,62,84.05833997359348,-13.463062665228346,6,0,2,0,0,2.452406401336564,0.0,0.36768082739232016,0.0,0.0,0.6220597948323578,0.8395187500434016,5.071303609801274,0,,False,overtaking,18,0.0,False,0.0,96,cruise,run4
model,null,8.017900515989506,7.956631424829709,2.2392977017838227,,,,goal,False,False,62,61.48594305507434,-10.570442932574128,5,1,7,0,0,1.2559211780937622,0.09294589007048573,1.0815419292114166,0.0,0.0,0.6424617631539767,0.8633036089651398,6.341269751094478,0,,False,overtaking,12,0.0,False,0.0,97,cruise,run4
model,null,7.7229461986988115,8.603862173067107,5.171725639694904,,,,goal,False,False,62,152.49136292817457,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6147931950894917,0.7130917723865702,8.402661691676126,0,,False,never,0,0.0,False,0.0,98,cruise,run4
model,null,7.3766880761663485,2.173235525894135,-0.6741613811790081,,,,goal,False,False,64,143.48062181413013,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5867721781436013,0.6982786383610701,7.571019461093641,0,,False,never,0,0.0,False,0.0,99,cruise,run4
model,no_target,9.556232149411287,0.0,0.0,,,,goal,False,False,64,97.24981705010232,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6140404959278591,0.785765791555211,inf,0,,False,never,0,0.0,False,0.0,100,cruise,run4
model,no_target,5.7479461611789,0.0,0.0,,,,goal,False,False,61,67.80815424796168,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6293810631023052,0.8217273976967393,inf,0,,False,never,0,0.0,False,0.0,101,cruise,run4
model,no_target,7.111260720178818,0.0,0.0,,,,goal,False,False,57,23.524334960714867,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.678271221721207,0.9636295082369789,inf,0,,False,never,0,0.0,False,0.0,102,cruise,run4
model,no_target,9.924433511599638,0.0,0.0,,,,goal,False,False,62,87.55269830362445,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6220336678846373,0.8357136652065182,inf,0,,False,never,0,0.0,False,0.0,103,cruise,run4
model,no_target,7.777153961253272,0.0,0.0,,,,goal,False,False,57,146.6483571039883,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.663247923704098,0.7341866659722209,inf,0,,False,never,0,0.0,False,0.0,104,cruise,run4
model,no_target,9.472351939506785,0.0,0.0,,,,goal,False,False,68,13.317899536648724,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5784451792221104,0.8021924510526678,inf,0,,False,never,0,0.0,False,0.0,105,cruise,run4
model,no_target,6.791254452278463,0.0,0.0,,,,goal,False,False,54,36.82966496834699,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7258884304029839,0.913689907816616,inf,0,,False,never,0,0.0,False,0.0,106,cruise,run4
model,no_target,7.618572716555467,0.0,0.0,,,,goal,False,False,61,70.68963862340176,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6321772560709704,0.810819755065502,inf,0,,False,never,0,0.0,False,0.0,107,cruise,run4
model,no_target,8.61263148724731,0.0,0.0,,,,goal,False,False,58,50.02367833534056,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.679748566353226,0.9293959393389265,inf,0,,False,never,0,0.0,False,0.0,108,cruise,run4
model,no_target,7.715636756725871,0.0,0.0,,,,goal,False,False,64,83.5251780771737,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6027642097010544,0.7923067816674952,inf,0,,False,never,0,0.0,False,0.0,109,cruise,run4
model,no_target,7.643066319700785,0.0,0.0,,,,collision:obstacle,True,False,55,-359.52406852993744,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4612222339969866,0.7484099481170675,inf,0,,False,never,0,0.0,False,0.0,110,cruise,run4
model,no_target,7.958885684444756,0.0,0.0,,,,goal,False,False,56,36.28795310304669,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7084736902651435,0.9140893944406884,inf,0,,False,never,0,0.0,False,0.0,111,cruise,run4
model,no_target,8.919597231476935,0.0,0.0,,,,goal,False,False,60,85.81642251625273,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6346128543423244,0.8009855318372034,inf,0,,False,never,0,0.0,False,0.0,112,cruise,run4
model,no_target,6.8745535936065325,0.0,0.0,,,,goal,False,False,65,36.3664851138756,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6039807086105576,0.7671563796133947,inf,0,,False,never,0,0.0,False,0.0,113,cruise,run4
model,no_target,7.392424952880393,0.0,0.0,,,,goal,False,False,62,79.64926007806031,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6248711058998137,0.7640953559105528,inf,0,,False,never,0,0.0,False,0.0,114,cruise,run4
model,no_target,8.211625632198505,0.0,0.0,,,,goal,False,False,61,95.26000883113431,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6257167902142525,0.8851760372557431,inf,0,,False,never,0,0.0,False,0.0,115,cruise,run4
model,no_target,6.670301727029801,0.0,0.0,,,,goal,False,False,51,41.32867354226914,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.752141879099911,0.9597512381178561,inf,0,,False,never,0,0.0,False,0.0,116,cruise,run4
model,no_target,5.356479981505558,0.0,0.0,,,,goal,False,False,54,132.49534747511413,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7020120559604879,0.735689509017081,inf,0,,False,never,0,0.0,False,0.0,117,cruise,run4
model,no_target,5.304665427323811,0.0,0.0,,,,goal,False,False,53,119.80280654226527,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7199225832287324,0.7990659846751142,inf,0,,False,never,0,0.0,False,0.0,118,cruise,run4
model,no_target,9.457641443617554,0.0,0.0,,,,goal,False,False,64,18.97231512407049,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6169217880626523,0.8711812320518666,inf,0,,False,never,0,0.0,False,0.0,119,cruise,run4
model,head_on,9.556232149411287,0.7589141160070894,188.5960326544994,,,,goal,False,False,55,60.86466713951559,-33.74190860441655,8,0,0,0,20,0.924090710215767,0.0,0.0,0.0,6.481702130855224,0.7136864537606717,1.013052062820356,1.3767796602916054,0,,False,head_on,20,0.0,False,0.0,0,cruise,run5
model,head_on,5.7479461611789,1.2248627607666025,177.49061558127943,,,,goal,False,False,58,109.76335039310554,-9.708441486952498,15,0,0,0,6,1.4292829690751059,0.0,0.0,0.0,0.5852201755623829,0.6614965107240609,0.8827804956236168,2.1870396059440105,0,,False,head_on,26,0.0,False,0.0,1,cruise,run5
model,head_on,7.111260720178818,0.8488119099963607,179.77841623459886,,,,collision:target,True,True,30,-310.64430598666837,-27.230568167181083,0,0,22,0,23,0.0,0.0,2.446223606877866,0.0,4.094258484982392,0.5550445547170024,0.7530730410597037,1.9094488670818612,0,,False,head_on,25,0.0,False,0.0,2,cruise,run5
model,head_on,9.924433511599638,0.5577780141895179,181.73638987831518,,,,goal,False,False,57,90.46359221981145,-21.042401871871792,4,0,7,0,13,0.79104163556389,0.0,0.9600178837395774,0.0,3.037929198748458,0.6983357777462842,0.9299667372319004,1.1855762205091913,0,,False,head_on,20,0.0,False,0.0,3,cruise,run5
model,head_on,7.777153961253272,0.23241010159911024,174.96382864421315,,,,goal,False,False,58,96.52915775175293,-20.940212588796058,10,0,1,0,10,2.1745705625943126,0.0,0.03879414598402626,0.0,2.230317639647048,0.6618807017611432,0.9394694778201377,1.5679355239745962,0,,False,head_on,28,0.0,False,0.0,4,cruise,run5
model,head_on,9.472351939506785,1.2005729403251244,185.37459793469242,,,,goal,False,False,61,56.94172954717523,-65.6583994545825,12,0,20,0,20,3.5821745269011456,0.0,5.740017893443688,0.0,6.058349140005452,0.6266843823162047,0.8859601855677499,2.094067355043595,0,,False,head_on,20,0.0,False,0.0,5,cruise,run5
model,head_on,6.791254452278463,0.4570427385228544,170.45725794523702,,,,collision:target,True,True,25,-305.28944339783123,-9.213222957631793,0,0,0,0,4,0.0,0.0,0.0,0.0,2.047382879473732,0.6396181509452243,0.8657705724595203,1.0785314325431279,0,,False,head_on,8,0.0,False,0.0,6,cruise,run5
model,head_on,7.618572716555467,1.9112000156973665,175.31745985542278,,,,goal,False,False,57,112.41301094743504,-2.755879815422461,12,0,0,0,1,0.4684476938986678,0.0,0.0,0.0,0.09712527347201229,0.6659635406592272,0.9327417707153366,2.991873076931817,0,,False,head_on,27,0.0,False,0.0,7,cruise,run5
model,head_on,8.61263148724731,1.840716953859967,178.36331706632063,,,,goal,False,False,60,77.55827509098205,-38.035565425169594,9,0,22,0,12,1.5482588049793902,0.0,6.819263331287292,0.0,1.2938525217527501,0.6372180055430092,0.8406069308109521,3.1421848748018353,0,,False,head_on,22,0.0,False,0.0,8,cruise,run5
model,head_on,7.715636756725871,0.7429086685850401,175.34012998128836,,,,goal,False,False,57,109.53410660456424,-5.618538400148641,9,0,0,0,4,0.7294522851435229,0.0,0.0,0.0,0.44616657526404496,0.6655350832060274,0.9093205303155004,2.377298200012252,0,,False,head_on,23,0.0,False,0.0,9,cruise,run5
model,head_on,7.643066319700785,1.7056406923796066,175.83686086831378,,,,goal,False,False,57,75.61561081126872,-28.910838013792777,7,0,20,0,5,1.0334159074638858,0.0,5.911224101725707,0.0,0.5588938901408881,0.6770430010679019,0.9409923832855173,3.0273499979413345,0,,False,head_on,20,0.0,False,0.0,10,cruise,run5
model,head_on,7.958885684444756,0.5220743990799206,173.00682712496027,,,,goal,False,False,55,84.39737274163521,-24.46102791341031,7,0,2,0,6,3.617127492143223,0.0,0.233564206001092,0.0,1.2700923745994268,0.7085582822080435,0.9454155382662801,1.399505262110845,0,,False,head_on,22,0.0,False,0.0,11,cruise,run5
model,head_on,8.919597231476935,0.015575077797397752,189.9520951299898,,,,goal,False,False,56,79.43766375707894,-24.033842033149565,9,0,4,0,10,3.253852405589757,0.0,0.5172961879590807,0.0,1.34777918862835,0.6908921736559884,0.9401234923068981,1.4647976580959179,0,,False,head_on,26,0.0,False,0.0,12,cruise,run5
model,head_on,6.8745535936065325,1.611600490742285,187.4718115037299,,,,goal,False,False,58,112.13404712547315,-3.082147259379397,13,0,0,0,1,0.6186065555236168,0.0,0.0,0.0,0.004454402119443003,0.6607321535214413,0.9020128567518815,2.920513256599488,0,,False,head_on,22,0.0,False,0.0,13,cruise,run5
model,head_on,7.392424952880393,1.4530951074163598,170.337965767494,,,,goal,False,False,62,59.08632925218021,-60.82483998293354,13,0,17,0,17,4.35568118136348,0.0,4.85887508397213,0.0,4.8382817406410314,0.6296409493348942,0.8635438884521784,2.29516519780906,0,,False,head_on,17,0.0,False,0.0,14,cruise,run5
model,head_on,8.211625632198505,1.4671958493469026,183.96019323639712,,,,goal,False,False,58,117.42931977764103,-4.923095893513372,8,0,0,0,4,0.5480753623935449,0.0,0.0,0.0,0.4911384110367389,0.6571706047655175,0.9264352843282416,2.6528910171969553,0,,False,head_on,22,0.0,False,0.0,15,cruise,run5
model,head_on,6.670301727029801,0.3400603298527174,181.04111298916908,,,,goal,False,False,54,59.66407252295455,-33.86518459670718,9,0,4,0,13,3.4344594369590373,0.0,0.38037511306941196,0.0,3.4433911059355706,0.7141567462670286,0.9248157787110826,1.0927716766501598,0,,False,head_on,25,0.0,False,0.0,16,cruise,run5
model,head_on,5.356479981505558,1.47502256148603,173.8525041139263,,,,goal,False,False,49,34.67143343110611,-13.092047996498113,7,0,0,0,3,2.1318179077722674,0.0,0.0,0.0,0.5643443006723081,0.7758755268059696,0.9872129645854274,1.862831126898568,0,,False,crossing,11,0.0,False,0.0,17,cruise,run5
model,head_on,5.304665427323811,1.4300146119796155,188.9556404236401,,,,goal,False,False,55,116.71012957077217,-3.0534593036943356,1,0,0,0,7,0.10447695452485174,0.0,0.0,0.0,0.5636218619547377,0.6988096930244293,0.7953947111312182,1.5845905041612711,0,,False,head_on,18,0.0,False,0.0,18,cruise,run5
model,head_on,9.457641443617554,0.5956007947889601,171.4137351270706,,,,goal,False,False,57,116.62001612507312,-9.47485863019535,7,0,1,0,6,1.1953901108382472,0.0,0.0010517164351222421,0.0,0.7897536449732414,0.6665259615480079,0.9544728622106657,1.7452451034725573,0,,False,head_on,25,0.0,False,0.0,19,cruise,run5
model,crossing,4.667290875464451,1.7227470900651785,236.13301209616918,starboard,,True,collision:target,True,True,13,-315.80089717377393,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8369789736870067,1.0026783728817092,1.7782900451315962,0,,False,never,0,0.0,False,0.0,20,cruise,run5
model,crossing,3.7739332766476075,1.173528774453069,270.329950237396,starboard,,True,collision:target,True,True,18,-361.5682980957894,-39.07476994873695,5,6,0,0,6,2.3626647338048836,2.780525477458705,0.0,0.0,3.025772978440485,0.8168263279501428,0.9941835978316254,1.2996878535336507,0,,False,crossing,6,0.0,False,0.0,21,cruise,run5
model,crossing,6.835819471068554,1.5587616535741629,95.48905312983425,port,,True,goal,False,False,50,-25.899464768565437,-39.69096575707091,5,4,0,0,5,4.065319388246932,1.9042094671707783,0.0,0.0,2.5481646238567532,0.7788006062048428,0.9798767380417773,1.5129567798318515,0,,False,crossing,5,1.0,True,0.0,22,cruise,run5
model,crossing,8.158253975323385,0.44228992836946146,258.61746858688855,starboard,,True,collision:obstacle,True,False,26,-424.69411324407815,-30.812283487661244,6,12,0,0,10,2.0477647201698517,1.9979479614523656,0.0,0.0,2.396890158584726,0.8977422963135824,1.0632029268898422,2.064068091304871,0,,False,crossing,12,0.0,False,0.0,23,cruise,run5
model,crossing,9.79861013596842,0.44328075371819986,82.03474253870037,port,,True,goal,False,False,51,70.6819494603117,-20.29639218512886,8,12,0,0,9,2.1208565676944584,0.9329393529618324,0.0,0.0,1.151133861751159,0.753019077091112,0.9787364190785224,2.7735450667108066,0,,False,crossing,17,1.0,True,0.0,24,cruise,run5
model,crossing,6.794447015498243,0.5473514842917628,131.07964188304754,port,,True,goal,False,False,51,55.2362210818586,-25.08347679242419,5,7,0,0,5,1.4661060252594402,1.3288254963318649,0.0,0.0,2.4996812801216057,0.7630761100578873,0.997102799906197,1.8550413957861984,0,,False,crossing,7,1.0,True,0.0,25,cruise,run5
model,crossing,4.54979421904873,1.3867036468224696,202.19120555738766,starboard,,True,goal,False,False,47,-272.7038805990002,-13.01196888140566,5,5,0,0,7,1.314996295788422,0.08901378212511293,0.0,0.0,1.3471375546074804,0.8311392954804312,1.0750719544920495,2.2814671058265588,0,,False,crossing,7,0.0,False,0.0,26,cruise,run5
model,crossing,9.679268550899316,0.5087939358206104,67.81442945798263,port,,True,goal,False,False,51,73.3224299442009,-14.320627643199122,6,7,0,0,4,1.819203493350493,0.6040952835893794,0.0,0.0,0.5167330438548343,0.7592614320514658,1.0228525420564758,3.031145416384864,0,,False,crossing,15,1.0,True,0.0,27,cruise,run5
