episode,class,step,u_own,dcpa,tcpa,dcpa_if_slowed,dcpa_if_stopped,slowdown_clears,stop_clears,already_clear
16,head_on,8,0.6154787091391748,0.17152342316510713,8.62037743805735,0.39128393540882567,0.19078076134655866,False,False,False
16,head_on,9,0.47417839316729954,0.8365602335350905,9.059493381668634,1.110206505323174,0.8841381468359715,False,False,False
16,head_on,10,0.5356384225491048,0.7890904935902517,8.185593433419674,1.0349348348411054,0.7019974172936195,False,False,False
16,head_on,11,0.5404470980548582,0.4655641769686009,7.692740766766685,0.6055985799527481,0.05399428429032188,False,False,False
16,head_on,12,0.5381397576954555,0.08387121210909257,6.6468841909285095,0.09297919304028211,0.8530653665362605,False,False,False
16,head_on,13,0.5587241252665253,0.16950635117639767,6.117479082828618,0.15594080487026316,0.8937404515201837,False,False,False
16,head_on,14,0.6542657067826233,0.5390973022794643,5.483468724514819,0.6114000365881883,0.4038892018747885,False,False,False
16,head_on,15,0.5174765466002077,1.0318578768015443,4.880854465754263,1.1396798756608446,0.4862890372142306,False,False,False
16,head_on,16,0.5487132043212487,0.8022940024729264,4.748921954262484,0.9412372708508998,0.004051867439587591,False,False,False
16,head_on,17,0.48090179623126156,0.8810205469431512,4.4688684233192175,0.9846067336847836,0.07484969315155031,False,False,False
16,head_on,18,0.6599123218259959,1.0495243073472982,4.208414694713785,1.2551636310494185,0.16985926104226515,False,False,False
16,head_on,19,0.6171964918649182,1.0979138821915602,3.724916181499543,1.2378094165965432,0.304814706512012,False,False,False
16,head_on,20,0.6463535448180622,0.919200803571012,3.006611475948001,1.010684018930393,0.24450079830643678,False,False,False
16,head_on,21,0.6740642460048643,0.9515294027648604,2.3881581809469092,0.9815348831805547,0.4725512621570841,False,False,False
16,head_on,22,0.7934863981191022,1.0643265948863594,1.802590551478258,1.0653035734383935,0.8653804828890675,False,False,False
16,head_on,23,0.8053218812472953,0.9493353611900668,1.2813106177468256,0.9019737248695974,0.8220976632952465,False,False,False
16,head_on,24,0.8793191409427632,0.9532731477330306,1.6508331814824777,0.8263475747616059,0.2622546880480977,False,False,False
16,head_on,25,0.8903355779599649,0.8874599167822853,1.1467264386589755,0.7621074907231502,0.490183873283109,False,False,False
16,head_on,26,0.8900912684243675,0.8599773012651795,0.6445763599297145,0.7810378086173768,0.7318323649254448,False,False,False
16,head_on,27,0.9035250082844414,0.8497161779085316,0.15606623308457318,0.8301118889344535,0.8298656366016167,False,False,False
18,head_on,7,0.7380293744165799,0.29612486414794037,8.471061437689025,0.059110113421983676,1.175624432221402,False,False,False
18,head_on,8,0.646101508827257,0.6343823259356144,8.001618147150886,0.5052501479630949,1.6715724970531438,False,False,False
18,head_on,9,0.6247429955425168,0.20216276947819883,7.454405385457157,0.020971376846634318,0.6228435747862776,False,False,False
18,head_on,10,0.6187568678890683,0.34047148488735673,7.432667458993593,0.20894765196736972,0.8549775150297853,False,False,False
18,head_on,11,0.7312079529863047,0.13859007234675172,7.248833821369121,0.035997095556959936,0.3631070644932096,False,False,False
18,head_on,12,0.7164082321421366,0.2009171489986495,6.58512566023524,0.06303439283042367,0.4426482524064153,False,False,False
18,head_on,13,0.6012855135207373,1.0535328682596214,5.7774982332887825,1.1038363094539656,2.0647402625744737,False,True,False
18,head_on,14,0.6335390567225357,0.7795420318573185,5.284634524718574,0.7966763016223677,1.5412078150752937,False,False,False
18,head_on,15,0.6148339495226982,0.7810970089364566,4.668352242194252,0.7724157847862752,1.3397634819073114,False,False,False
18,head_on,16,0.628050095771111,0.9574570915089143,4.296944070645275,0.9318998822384441,1.527405144759431,False,False,False
18,head_on,17,0.6776857058199584,0.8678824409798126,3.7883075347933026,0.8196026715331156,1.1811100634728242,False,False,False
18,head_on,18,0.6760249605608479,0.824710610914843,3.0876104199213152,0.8147790612015152,0.9073616412117237,False,False,False
18,head_on,19,0.7778116165002766,0.8959259674983563,2.441292909805871,0.9374611844735288,0.8316577918750472,False,False,False
18,head_on,20,0.7729645391729226,1.089938013146591,1.9745856403295012,1.1961621420622586,1.0442342262939035,False,False,False
18,head_on,21,0.7571577357965718,1.312703535907496,1.4090899574215552,1.4418763847207445,1.3377709134311622,False,False,False
18,head_on,22,0.8319645692010487,1.2939413307015535,1.0006791718972756,1.4215815390138737,1.3108936667020148,False,False,False
18,head_on,23,0.6817589815479302,1.342638677518083,0.5837392132394379,1.4177950341574856,1.3901183681336504,False,False,False
18,head_on,24,0.6798145974144022,1.3740090579107385,0.0808226741775409,1.3761460657288163,1.3761460657288163,False,False,False
21,crossing,10,0.9637483361570824,0.9034776343875731,3.404743266583469,0.48866219539827405,2.2129540892376105,False,True,False
21,crossing,11,0.9615670289463967,1.173533034622327,2.706887225143744,0.944077541633318,1.5803448290179412,False,False,False
21,crossing,12,1.0388646269633897,1.154077179366,2.188901998746809,1.1453355026557508,1.0169950351088886,False,False,False
21,crossing,13,0.9141939913362143,1.0111772212378731,1.8826152774900653,1.0126164172502916,0.8375927930545374,False,False,False
21,crossing,14,0.9371006984010201,0.834984489919485,1.5186166442319997,0.8724545544086519,0.5103944515244216,False,False,False
21,crossing,15,0.961763156549803,0.48673055937311344,1.1870116334312826,0.4555787222751653,0.2302293991863538,False,False,False
30,crossing,7,0.8069892702003638,1.3364312726482572,5.273108089928744,1.254795812275823,3.3043234963964996,False,True,False
30,crossing,8,0.8836832816027234,1.7334381953649352,4.945497233526442,1.8736839050406766,3.2774058034214,True,True,False
30,crossing,13,0.969167290365445,0.6171467626810213,2.0138133176572017,0.2770561512827602,0.8058336674015726,False,False,False
30,crossing,14,0.9630350414112531,0.8021609711832793,1.6550057588870268,0.47139336977739826,0.4260388217546249,False,False,False
36,crossing,15,0.88504032624999,0.5307219074719305,1.7509460114142081,0.36617551262895115,0.643381330917816,False,False,False
36,crossing,16,0.9262289212147584,0.4845207225098597,1.0754511174505965,0.4162679901313466,0.05777546486604696,False,False,False
36,crossing,17,0.8147144756633669,0.4231660898161813,0.6415988308929856,0.3642947162975334,0.19114971308659062,False,False,False
38,crossing,7,0.8374399146445671,0.5358501087313065,5.176913033965305,0.08022607320338468,2.7359310107187764,False,True,False
38,crossing,8,0.8335301977974554,0.4926571741084803,4.634396930773192,0.14900271551992036,2.8823087909750886,False,True,False
38,crossing,9,0.8628459784412249,0.7468473479356741,3.8992125132745645,0.32630772404426234,2.3271642666355064,False,True,False
