tag,width,outcome,stbd_admissible,peak_stbd,peak_port,first_turn_t,first_turn_dir,min_range,speed_at_min
run12s0,7,goal,True,28.33425817007216,30.02666094785036,2.0,port,1.3487819079448409,0.8401951594747633
run12s0,8,goal,True,28.63762532447032,22.16296906072057,2.0,port,2.424620356635534,1.0140714220568594
run12s0,8,goal,True,49.55729679293182,44.390867056927505,2.0,port,2.6834256087172994,1.0142155712559942
run12s0,8,goal,False,30.284145780331357,28.41938134215684,2.0,port,2.6279285235005365,0.7787611610267647
run12s0,8,goal,True,22.692303272566903,30.588291821677217,2.0,port,3.3097426656613433,0.9548715405169924
run12s0,8,goal,True,32.56239790648499,27.087945554288012,2.5,port,1.6095297231275865,0.8697498030358652
run12s0,8,goal,True,26.889551454217354,27.876212321658272,2.0,port,3.000579076769207,0.9357965978798172
run12s0,8,goal,True,28.821636583148063,32.115014890042744,2.5,port,2.257893818714892,1.004793949966224
run12s0,7,goal,True,36.99798051419984,37.8021384159955,2.0,port,1.1637527504609544,0.9383901719099605
run12s0,8,goal,True,28.728294070254805,25.522315551686006,2.5,port,2.660757595497701,0.6831696644971768
run12s0,8,goal,True,32.70899414086057,35.19278196691772,2.0,port,3.223793418755196,0.9146832399641875
run12s0,8,goal,True,29.4467945010218,26.71756942403499,2.0,port,2.2645457001199487,0.7876382402389536
run12s0,8,goal,True,46.670694258203696,39.015674541746534,2.0,port,2.2713357673148784,0.9381556358076414
run12s0,8,goal,True,26.180453093273258,28.303736563524694,2.0,port,2.839002973961632,0.8955667030456005
run12s0,8,goal,False,34.463193039797005,27.63507010679939,2.5,port,2.162636660409951,0.8057397219107262
run12s0,8,goal,True,30.816579032309363,29.154545400015877,2.0,port,1.5210474776205023,0.7896783640348031
run12s0,10,goal,True,28.86390500064155,20.24484083567677,2.0,port,2.220841318580929,0.9896592464870575
run12s0,10,goal,True,28.47565027621971,26.000718333139048,2.5,port,2.1215726836189877,0.7469178170644606
run12s0,10,goal,True,22.909229596311718,32.253915758154676,2.0,port,2.5890796218127035,0.9942835932857833
run12s0,10,goal,True,20.64003511643972,32.89565686453932,2.5,port,2.1647360639294866,0.9450142926806671
run12s0,8,goal,True,33.755671877722136,34.76111804371584,2.0,port,1.4639308713178363,0.8512909595722684
run12s0,10,goal,True,19.589813251081694,25.833277492427783,2.0,port,2.703598535057089,0.9957659924466065
run12s0,10,goal,True,27.221027842713852,36.53121464735443,2.0,port,2.4756930348468247,0.909486587043059
run12s0,10,goal,,24.840854913473123,23.687182304903445,2.0,port,2.8150636367193913,0.7098043515521308
run12s0,10,goal,True,23.45554112533506,21.33525914774191,2.0,port,3.0820786539940013,0.9585266563486383
run12s0,10,goal,True,35.447777446037094,35.6262144699665,6.5,stbd,1.8395159171543352,0.7664451594104451
run12s0,10,goal,True,24.35864102435019,26.25832318960397,2.5,port,2.968224987432904,0.9330923624017659
run12s0,10,goal,True,25.45197789951294,33.26832755832646,2.0,port,2.4116812310513813,0.9812965753687444
run12s0,10,goal,True,24.732306193159957,30.784710680962064,2.0,port,2.0168776827666353,0.918019249573287
run12s0,10,goal,True,27.558736113080442,23.68857917792343,4.5,stbd,2.5652085601258405,0.6155427845895092
run12s0,10,goal,True,29.001101044652557,31.907911424109557,2.0,port,3.0694740491993873,0.9278853810065153
run12s0,10,goal,True,22.751908896807606,22.243512982675043,2.0,port,2.229382435105665,0.6914790555681017
run12s0,10,goal,True,30.25872589416886,35.78653703198057,2.0,port,2.0044235281191263,0.9651307577950391
run12s0,10,goal,True,23.484848061233947,29.41655981959002,2.0,port,2.940126024338258,0.8912412509965539
run12s0,10,goal,True,29.020315970068452,19.97577447837193,2.0,port,1.8115738504695302,0.7863744000943794
run12s0,10,goal,True,23.920421053774504,26.45828630633264,2.5,port,1.4980522791301185,0.7909094809163905
run12s1,5,goal,True,5.3788227352381455,7.67674672399437,,,0.8037392498528463,0.5701795017596964
run12s1,5,goal,True,18.773091622429547,20.67486292711351,9.5,stbd,2.0565595374577974,0.6457012456653777
run12s1,5,goal,False,11.469912731223104,11.843940067864423,9.0,port,1.3244867058635204,0.5213366277828898
run12s1,5,goal,True,11.978636377438136,15.76501898650406,16.5,stbd,0.7518819839087448,0.48281420770724165
run12s1,5,goal,False,34.68958797941846,40.048736873372775,11.5,stbd,1.5183681193310854,0.8306647269128399
run12s1,5,goal,False,7.62491577036738,14.132683870562005,15.5,port,1.5492348653406927,0.557699027593401
run12s1,5,goal,False,13.411736079103747,14.904696467229314,8.0,port,1.010752972372956,0.5296080478355776
run12s1,5,goal,False,15.082308599673041,20.15578229969924,8.0,stbd,2.797120028211607,0.6827189725019552
run12s1,5,goal,True,25.501432398084006,33.78272909839666,8.5,stbd,1.6286407696978011,0.7188276516852098
run12s1,5,goal,True,34.22416507263108,27.115168658058565,9.5,stbd,1.994834966835808,0.6989173409463112
run12s1,5,goal,True,9.948790949381134,19.458956287731212,9.5,port,2.372259396195641,0.5080975987038863
run12s1,5,goal,False,12.445465580409007,15.027703537035677,8.0,port,0.9693068676170015,0.5431777366715531
run12s1,5,collision:target,False,22.92041582678712,7.032996859261857,14.5,stbd,1.9128302833461472,0.3512927535976814
run12s1,5,goal,True,20.76518065581078,16.265785986578294,7.0,stbd,2.2670650234624192,0.6493782700518856
run12s1,5,goal,True,11.864443384449629,20.217744580396243,6.0,port,2.233241997332547,0.4976841252057325
run12s1,5,goal,False,26.953312190656504,15.184636452798031,8.5,stbd,2.127377124789083,0.5922400273394477
run12s1,5,goal,False,9.146145385160338,13.858245898746304,8.0,port,0.7490562319199795,0.49262932646279806
run12s1,5,goal,True,14.207873845057748,18.469016623748757,5.5,port,2.372396503303105,0.5313770131125708
run12s1,5,goal,False,19.10543000974883,18.563065251026956,6.0,stbd,2.1447018041244394,0.5996799504889834
run12s1,5,collision:boundary,False,35.678949993832646,5.681386666423123,10.5,stbd,1.824969197566475,0.7626788347804039
run12s1,6,collision:target,False,10.410768231353103,10.371249611564735,6.0,stbd,1.4772860743519072,0.49844667315928054
run12s1,6,goal,True,22.988236001381438,15.159008944485777,9.5,stbd,2.0383063954188976,0.6379092361573008
run12s1,6,goal,False,10.89220458132749,13.70175891748545,11.0,port,1.4060728889092444,0.5610332864157281
run12s1,6,collision:target,True,4.247160680884235,9.609610492915749,,,1.0639737908860347,0.38166739061650723
run12s1,5,goal,False,35.62317841214826,35.20967451925276,11.5,stbd,1.481203322768586,0.7686473009587043
run12s1,6,goal,True,5.94282388913723,10.467546795190628,17.0,port,1.3762531642230018,0.5766241261529954
run12s1,6,goal,False,34.40735283249245,33.13333929627146,4.5,stbd,1.051981597474063,0.6225962571877885
run12s1,6,goal,True,13.965732308045347,17.8446249037288,7.0,stbd,2.803877031030919,0.6389513244060305
run12s1,6,goal,True,32.81948998169133,32.90999731689226,8.0,stbd,1.8288084816419747,0.6635047933309577
run12s1,6,goal,True,25.821022983684628,23.106587505264997,7.5,stbd,1.9433918715532648,0.6575759057657389
run12s1,6,goal,True,8.900255640247309,19.49253430348449,13.0,port,2.3249366842144106,0.48699102310129583
run12s1,6,goal,True,34.416404281276186,36.654625123632684,5.0,stbd,1.1964616085748772,0.828708573606517
run12s1,5,collision:target,False,10.945441961076227,9.283881718897646,5.0,stbd,1.808787641956269,0.3570397183902957
run12s1,6,goal,True,22.470583547803955,13.076549504290142,8.5,stbd,2.338382163833655,0.5813958494276649
run12s1,6,goal,False,21.262171024076537,22.74733345822051,6.0,port,2.39848248182423,0.499090324309235
run12s1,6,goal,True,20.97250158693032,14.482202273257371,7.5,stbd,2.1515258201027834,0.5804799027176187
run12s1,6,collision:target,True,7.974199444016222,11.540479416558355,9.0,port,1.8006799121290322,0.37602051701052863
run12s1,6,goal,False,16.28237057339328,21.838053640010457,7.0,port,2.4019776278028426,0.515708070269919
run12s1,6,goal,False,21.2746374926559,14.889070346704443,8.5,stbd,2.089504491953107,0.5903871014502147
run12s1,6,goal,False,27.72225630394064,25.688026975565435,10.0,stbd,1.6728370455827246,0.7373375119653562
run12s1,7,collision:target,True,12.208739844320917,4.9106728484659925,14.5,stbd,1.868490605256672,0.20069524754621365
run12s1,7,goal,True,13.806787765410576,19.156520061192055,5.0,stbd,2.066886266994217,0.6257784302602419
run12s1,7,goal,True,12.523986812958839,10.353988878132668,16.5,port,1.2273836060948493,0.530082939783913
run12s1,7,collision:target,True,44.72876048267861,1.0731765001166877,10.0,stbd,0.969847291958497,0.834538558853464
run12s1,6,goal,False,38.01947301925375,40.5552845977989,11.5,stbd,1.6892377200984074,0.7735113751644455
run12s1,7,goal,True,7.2808035827719095,13.32867278671256,14.5,port,1.5139932919594676,0.5695973038551332
run12s1,7,goal,False,39.549450476790696,35.37316820421478,6.5,stbd,1.3436400864060134,0.8037831827027315
run12s1,7,goal,,17.610041379861144,19.963342506778645,7.0,stbd,2.9668821700212327,0.5805439312171334
run12s1,7,goal,True,7.653612403882619,19.89338022482741,9.5,port,2.3741007344650558,0.5129265603683992
run12s1,7,goal,True,22.46564095693583,19.69735544144237,8.0,stbd,1.9080702579799107,0.6264083814851582
run12s1,7,goal,True,6.5717577959158575,20.81970523021141,13.5,port,2.3639271023338178,0.49588864004777744
run12s1,7,goal,True,38.22281273965882,34.8718073466581,5.0,stbd,1.4377012758855394,0.776129379939655
run12s1,6,goal,False,29.00960135280559,35.22495572669516,5.0,stbd,1.825761917320855,0.8132741699953505
run12s1,7,goal,True,18.42121519899382,20.395733425119033,6.5,stbd,2.4001266742527068,0.5392680935874741
run12s1,7,goal,True,7.44652827706085,17.91740870858723,9.0,port,2.139539221232158,0.46149741873827155
run12s1,7,goal,True,16.233268932838683,13.430115235369158,8.0,stbd,2.2178496314401017,0.5799986075687843
run12s1,7,collision:target,True,1.9987337648078096,6.342190203792711,,,1.8718629823463933,0.5095193983394568
run12s1,7,goal,False,7.22786360280503,18.275445771659406,7.5,port,2.267489202228493,0.5003888386413069
run12s1,7,goal,True,12.124746118217189,12.776624823676457,6.5,stbd,2.1003657203131727,0.5770823265677908
run12s1,7,goal,True,32.12434903289096,24.184219361064606,11.0,stbd,1.6720927044851015,0.719914719577079
run12s1,8,collision:target,True,25.097313745579697,1.6331310510270214,12.5,stbd,1.809760355746461,0.14798262756809466
run12s1,8,goal,True,16.005348772552168,17.21916215297108,9.0,stbd,2.0176886253803956,0.5643535727282687
run12s1,8,goal,True,2.861162008336521,13.140982665539354,13.5,port,1.115083577508344,0.596334653821223
run12s1,8,collision:target,True,19.53115312682249,0.2627115088695291,12.0,stbd,1.7262568759725867,0.5598707135165752
run12s1,7,goal,False,31.039316751335434,29.59871538565858,9.5,stbd,1.6987503433657625,0.7304251248733155
run12s1,8,goal,True,7.492410744701118,5.626747694931737,,,1.194300803845508,0.5227541599697274
run12s1,8,goal,True,34.04314574063292,28.92301929775084,5.0,stbd,1.5044300549726588,0.9034470062404953
run12s1,8,goal,,16.79994969650957,12.63713180193281,7.5,stbd,2.6891058230709453,0.5722081100415283
run12s1,8,goal,True,6.809597457730604,18.936214866226237,10.0,port,2.401605674481033,0.47969179085746555
run12s1,8,goal,True,23.616995319981953,20.322801339313173,9.0,stbd,1.8486383142461982,0.5996281149701805
run12s1,8,goal,True,7.309234526234263,19.08365166052272,13.0,port,2.3184437820277726,0.4700629276959624
run12s1,8,goal,True,35.548791306243345,31.73598427646658,5.0,stbd,1.3544195710451628,0.7475743136149825
run12s1,7,collision:target,True,17.009299135379365,11.73495882253303,11.0,port,1.8891056354541562,0.2281183353508816
run12s1,8,goal,True,16.170744636999245,15.911478067869439,5.0,stbd,2.4719411515438714,0.5649495956938901
run12s1,8,goal,True,7.4156525634309105,16.987068692287494,7.0,port,2.138430200198204,0.43540296283432184
run12s1,8,goal,True,15.970337742036605,14.134338117709603,8.0,stbd,2.215851340846967,0.5493779810438708
run12s1,8,goal,True,46.22901701323488,42.43312012510984,6.5,stbd,1.5882219904413462,0.8479683816797099
run12s1,8,goal,True,7.5099607879488985,19.566546404174346,13.5,port,2.163846385683343,0.4451332332064292
run12s1,8,goal,True,20.25178880930349,12.85866502644933,8.0,stbd,2.169749259713842,0.5412085514616134
run12s1,8,goal,False,30.277810382468914,20.400379934350667,10.0,stbd,1.7087433628886808,0.6669780291349001
run12s1,10,goal,True,45.45238573035675,33.11312978960052,8.0,stbd,1.3989029292764084,0.8116410460860528
run12s1,10,goal,True,17.231201013313438,22.364275077842876,8.0,stbd,1.994868922671202,0.5578453516640446
run12s1,10,goal,True,5.581718204644972,11.558194990955599,14.0,port,0.9174816042332707,0.5378142111666707
run12s1,10,goal,True,46.42330662597925,32.82810471275627,9.0,stbd,1.159467048334432,0.8484705599989495
run12s1,8,goal,True,31.612097572622076,21.714255576623373,9.5,stbd,1.642441488824508,0.7024458079001031
run12s1,10,goal,True,7.45353535971347,9.597548854061756,,,1.2827908963398271,0.49846159552838737
run12s1,10,goal,True,42.231028869727055,26.78859458592592,8.5,stbd,1.1419372058676915,0.7772067727616847
run12s1,10,goal,True,11.365169230505927,9.182854560134274,12.0,stbd,2.3663625784204476,0.568242301084248
run12s1,10,goal,True,9.133242751510181,17.510284529701494,8.5,port,2.4140420759743257,0.44895780276621594
run12s1,10,goal,True,22.408174868216747,29.18414513736775,7.5,stbd,1.8906590238702408,0.5731099822619994
run12s1,10,goal,True,6.706442925965831,18.097613040807914,11.0,port,2.398559847224395,0.4444674426603643
run12s1,10,goal,True,41.54140067029999,24.41250988001957,6.5,stbd,1.279958240076552,0.7592336667412153
run12s1,10,goal,True,33.037853315696566,25.209922319947736,8.5,stbd,1.6614872047787992,0.7389031539767101
run12s1,10,goal,True,17.115093364693195,25.65429852175066,6.5,stbd,2.3313041450226746,0.536765566963664
run12s1,10,goal,True,6.059900205139201,13.836642638304738,8.0,port,2.122097665144833,0.40556181053455487
run12s1,10,goal,True,21.309381458514338,22.0354636288763,8.5,stbd,2.1232633277713218,0.520807426484088
run12s1,10,goal,True,44.09870373361835,26.29108438256071,7.0,stbd,1.5318813912609766,0.7923853114705198
run12s1,10,goal,True,9.658919624512151,18.606103669606114,7.0,port,2.295180973712687,0.4484950591833487
run12s1,10,goal,True,15.837517956488568,14.967769868739765,7.0,stbd,2.0657534545524383,0.5332213312610431
run12s1,10,goal,True,24.021062872784483,18.469993617100045,9.0,stbd,1.649990297365987,0.6325684302587573
