tag,width,outcome,stbd_admissible,peak_stbd,peak_port,first_turn_t,first_turn_dir,min_range,speed_at_min
run12s0,5,collision:boundary,False,43.87398969726206,32.30235562539076,2.0,port,2.125394790984538,0.8680990375182447
run12s0,5,collision:boundary,False,34.19232333794747,28.195809355895335,2.0,port,2.181300359641478,0.533252661888116
run12s0,6,goal,True,25.13262482424807,29.120343853143197,2.0,port,2.3483582390359317,0.9643646883226311
run12s0,6,goal,False,29.40759937184106,30.990169146793562,2.0,port,2.134343592064483,0.8132752643720178
run12s0,6,goal,True,30.723219060756804,28.52472651652164,2.0,port,2.4652042211466485,1.0161898686624171
run12s0,6,collision:target,True,36.80641315633915,25.61492086645808,2.0,port,1.8091089757269527,0.13824595834770156
run12s0,5,goal,True,27.83748905975665,32.58367755988888,2.0,port,1.4355529066182715,0.8531950096251536
run12s0,6,goal,True,26.139093453695494,25.9306158261561,2.0,port,2.5544657235550123,1.0030754569704636
run12s0,6,goal,True,41.2769936683718,31.956399324263998,2.0,port,1.5706118928706356,0.9228521682472625
run12s0,6,goal,False,28.166069704290663,26.61764347690655,2.0,port,2.5075178819774004,0.8007523485265415
run12s0,6,goal,False,30.926661841241952,36.97322518541637,2.0,port,1.4821865018755171,0.9043774416001213
run12s0,6,goal,True,42.39495992484706,39.23806903897378,2.0,port,1.52388165956628,0.8461615954284123
run12s0,6,goal,False,31.199987793742423,32.02011634168531,2.0,port,3.235879995399809,0.964790215614263
run12s0,6,collision:target,True,12.280815797225102,24.146694117339962,2.0,port,0.7864783172120593,0.6176921825814543
run12s0,5,goal,True,34.06483405598229,35.243168824572706,2.0,port,1.257408783356293,0.9141763992834255
run12s0,6,goal,True,25.877980347302355,25.809127504848902,2.0,port,2.2957100462321636,0.7770898162496063
run12s0,6,goal,True,56.163200769451834,34.61117189231936,2.0,port,3.054407663190646,0.8884589587087631
run12s0,6,goal,True,35.64923539430737,38.1108519742819,2.0,port,2.5767674848707647,0.8465032551857399
run12s0,6,collision:target,True,10.466258946556536,34.56769913001011,2.0,port,1.091663331216984,0.889152368793874
run12s0,6,goal,True,44.68239995721464,32.215192509169015,2.0,port,2.774126585086446,0.894250576632094
run12s0,6,goal,False,31.743664611922583,32.67795849327376,2.0,port,2.218706392968864,0.7886475522500245
run12s0,6,goal,True,33.89545917535065,31.33008614683348,2.0,port,1.5212229311128165,0.8275035178991894
run12s0,7,goal,True,17.033806295705347,24.93898799239082,2.0,port,2.1040251087141737,1.0178571719868443
run12s0,7,goal,True,33.17302167681899,32.18742983071985,2.0,port,2.0583919684293104,0.7771924210012646
run12s0,7,goal,True,55.52100098623339,35.835329295228576,2.0,port,2.8475685671583353,0.9464865784584202
run12s0,7,collision:target,True,43.699862477172246,22.962598419574533,2.0,port,1.389713223021967,0.43310124946039497
run12s0,6,goal,True,28.533802104732587,36.16173110798019,2.0,port,1.2790401520388188,0.825197700309335
run12s0,7,goal,True,40.277646351268714,28.153643512282088,2.0,port,2.5589170241698467,0.9187494692504955
run12s0,7,goal,True,40.74377891444328,32.53578647736225,2.0,port,2.2006554799408082,1.0004937665956748
run12s0,7,goal,False,29.481093205153797,28.202018113796157,2.0,port,2.937972687176577,0.7506476610772312
run12s0,7,goal,True,24.137412343406197,32.818916456725276,2.0,port,3.363407214360232,0.9593941158093957
run12s0,7,goal,True,29.18258468249965,24.74861524865355,2.0,port,1.6609437503480995,0.8628334032767222
run12s0,7,goal,True,32.89364811879136,30.21570687931279,2.0,port,2.9456810060637495,0.839777663008547
run12s0,7,goal,True,32.571864502292584,36.24435394898677,2.0,port,1.501788012690156,0.8669440561998039
run12s0,6,goal,True,37.91736095385377,32.99339209000232,2.0,port,1.368844715735478,0.8587335751653801
run12s0,7,goal,True,49.74254865755702,52.49515782259857,3.0,port,2.904313207904252,0.7835672114796576
run12s0,7,goal,True,30.760395057367475,31.52683938074813,2.0,port,2.810296889865646,0.8961873391945463
run12s0,7,goal,True,28.27884565631942,28.839688944923807,2.0,port,2.202531824284201,0.7180269382420836
run12s0,7,goal,True,28.84918389979501,26.675471311194542,2.0,port,1.9287754263735204,0.9867695410574165
run12s0,7,goal,True,22.924924771387737,33.972780939901554,2.0,port,2.845312029081528,0.9603034438021116
run12s0,7,goal,False,30.62223546342929,28.285933462685932,2.0,port,2.214367673751753,0.80139512963968
run12s0,7,goal,True,31.226907744046827,31.68544666807952,2.0,port,1.505737918745479,0.8568458952322542
run12s0,8,goal,True,24.901891520024947,26.779089927806353,2.0,port,2.3765637659695313,0.9930510900083291
run12s0,8,goal,True,27.00385492232769,35.1703684224056,2.0,port,2.1348696923331913,0.80442142913556
run12s0,8,goal,True,57.58624268180145,38.937096474653174,2.5,port,2.7524174923651206,0.8922826726734339
run12s0,8,goal,True,27.199794613188317,35.898011315857104,2.0,port,1.935463756849722,0.8907676747427212
