policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,rms_cte,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,scenario
model,head_on,4.667290875464451,1.1610102603999974,187.80749831200077,,,,collision:obstacle,True,False,42,-348.8470651382054,-17.19977123331423,10,0,0,0,7,2.4215620584517428,0.0,0.0,0.0,1.1584531208840227,0.5397819609645674,0.6591757303233573,1.8759876959216604,0.7566925163286281,0,,False,head_on,25,0.0,False,0.0,development,0
model,head_on,9.256378717080882,0.20474741612103542,180.38068801318752,,,,goal,False,False,67,126.5377140369612,-7.758407192447086,6,0,0,0,4,1.2066512870307244,0.0,0.0,0.0,0.39677407147666655,0.583610885175372,0.6713040960214821,1.7679875950508281,1.1409802965663216,0,,False,head_on,28,0.0,False,0.0,development,1
model,head_on,9.263701505753867,0.897791774817988,172.71295063227146,,,,goal,False,False,70,79.5436138940033,-62.34753147872931,22,0,31,0,3,6.338454270173216,0.0,8.299750411014074,0.0,0.24290696927137984,0.5480729429035109,0.6328640395238241,1.5415814023001535,0.6419476423375711,0,,False,head_on,33,0.0,False,0.0,development,2
model,head_on,8.158253975323385,1.8272577111061343,176.89685849442876,,,,goal,False,False,65,155.9494226589216,-2.056403427265466,6,0,0,0,1,0.3987446964219857,0.0,0.0,0.0,0.018359373328141505,0.5847448518105486,0.6597196890543205,2.381480916766027,0.35086647702526164,0,,False,head_on,27,0.0,False,0.0,development,3
model,head_on,9.79861013596842,0.7870190103627532,171.75048692996666,,,,goal,False,False,63,143.32023111140177,-6.330737542919831,1,0,0,0,7,0.17534990923167285,0.0,0.0,0.0,1.2139456649384557,0.6042894929797686,0.6607370204990018,1.8045199173099111,0.7585721708271395,0,,False,head_on,19,0.0,False,0.0,development,4
model,head_on,6.794447015498243,0.8224691630005858,186.22450347871333,,,,goal,False,False,61,71.16211559008849,-26.029551453215795,4,0,9,0,10,3.236555106689998,0.0,1.4486907928862691,0.0,1.0651815157132754,0.6625877148287844,0.90691482562186,1.465029360411998,1.4915659351654644,0,,False,head_on,26,0.0,False,0.0,development,5
model,head_on,9.352354251818824,0.74419208150055,189.8666552294396,,,,goal,False,False,69,133.3498630219471,-11.219982741543514,4,0,0,0,2,1.7564815542252328,0.0,0.0,0.0,0.561199788473025,0.5680711821083644,0.6306317627557871,2.017442069788257,0.764408406701693,0,,False,head_on,24,0.0,False,0.0,development,6
model,head_on,9.226265367820247,0.8555041831564252,181.15020586074925,,,,goal,False,False,59,107.2386780228436,-9.12413250292758,3,0,0,0,1,1.4097511701838912,0.0,0.0,0.0,0.476858713448293,0.6676454656375214,0.7646482119536137,1.819902068523144,0.9039537479115052,0,,False,head_on,11,0.0,False,0.0,development,7
model,head_on,6.058594996054423,1.840716953859967,178.36331706632063,,,,goal,False,False,61,141.31553721880326,-3.394514347330088,7,0,0,0,3,0.4360666162541508,0.0,0.0,0.0,0.2746632437493424,0.6192186885521116,0.7143669888326635,2.3994941781705665,0.3693248601042449,0,,False,head_on,22,0.0,False,0.0,development,8
model,head_on,9.200193065365328,1.0046474696443757,171.65872531824064,,,,goal,False,False,64,79.35793784750823,-1.0972574139222062,0,0,0,0,2,0.0,0.0,0.0,0.0,0.24383498087160138,0.6294645388778832,0.8318852976990304,2.0230097915059297,1.8007146303901647,0,,False,head_on,23,0.0,False,0.0,development,9
model,head_on,9.33910709037673,1.3293144757328503,188.10570753975367,,,,goal,False,False,64,72.9253278287355,-20.747571979279492,3,0,0,0,4,1.974568743583709,0.0,0.0,0.0,2.438545933008918,0.6666181797589363,0.940640826828059,1.1368838086315496,1.8062669372845934,0,,False,head_on,4,0.0,False,0.0,development,10
model,head_on,9.201918994820689,1.3472959214865994,177.51607921353337,,,,goal,False,False,66,145.97095762764076,-5.291438978667891,7,0,0,0,2,0.9746190378698959,0.0,0.0,0.0,0.10379438693597903,0.5744252360750409,0.6591821235354832,2.038961129301561,0.4500955928655093,0,,False,head_on,24,0.0,False,0.0,development,11
model,head_on,7.0168699613170915,0.015575077797397752,189.9520951299898,,,,goal,False,False,59,74.77525679789075,-30.260403968559146,7,0,1,0,11,4.8839407269538695,0.0,0.3191275317313492,0.0,1.096897390201029,0.6562811440379681,0.8028389036451019,1.7831006508024145,1.0879653830480192,0,,False,head_on,30,0.0,False,0.0,development,12
model,head_on,9.201228208159643,1.773234588430947,186.26632667244348,,,,goal,False,False,66,151.4140495360551,-0.7246992410488374,0,0,0,0,1,0.0,0.0,0.0,0.0,0.16104427578863054,0.57414060719412,0.6511507763939647,2.4722849417658375,0.45626099134575004,0,,False,head_on,24,0.0,False,0.0,development,13
