src,case,side,response,engaged,sense,trigger_step,steps_after,outcome,min_range,vport_frames,heading_dev_3s,pre_return,dcpa,tcpa,ct,u_pf,d_pf,u_prog,d_prog,u_exist,d_exist,u_smooth,d_smooth,u_obs,d_obs,u_bnd,d_bnd,u_dom,d_dom,u_col,d_col,u_terminal,d_terminal,u_total,d_total
extra,33,port,stand_on,True,-1,3.0,11,target,1.5808818378567548,0,0.0,0.5003847617922406,0.08786263144850065,8.624472087591743,93.99610098369725,-0.2096599374785496,-0.15928564505948842,15.2467992204016,12.230696518127836,-2.75,-2.1661175391763514,0.0,0.0,0.0,0.0,0.0,0.0,-0.060820084486298734,-0.03698937630168994,-41.01513642562196,-31.523809206590734,-300.0,-181.50182014126085,-328.78881722718523,-203.1573253902613
extra,33,port,compliant_30,True,-1,3.0,11,target,1.4532843390684655,0,-21.599749154247206,0.5003847617922406,0.08786263144850065,8.624472087591743,93.99610098369725,-2.0318000006755557,-1.3665457247498967,14.565993049782042,11.770675920246818,-2.75,-2.1661175391763514,-2.2286525800137627,-1.5593331564509008,0.0,0.0,0.0,0.0,-8.793234641894363,-5.584213602453161,-15.932473125032047,-14.342326012650165,-300.0,-181.50182014126085,-317.1701672978337,-194.7496802564945
extra,33,port,wrong_30,True,-1,3.0,14,target,1.1234275750516445,0,21.599749154247235,0.5003847617922406,0.08786263144850065,8.624472087591743,93.99610098369725,-3.900403226352248,-2.3916195992211176,18.528099602344923,14.01696722519823,-3.5,-2.57683051793085,-2.401900224115493,-1.6512689858797684,0.0,0.0,0.0,0.0,-0.1379727821357429,-0.07197817644246549,-98.39720685916522,-69.33270346989103,-300.0,-156.10215679509182,-389.8093834894238,-218.1095903192588
extra,33,port,compliant_60,True,-1,3.0,11,target,1.4546472474862966,0,-21.599749154247206,0.5003847617922406,0.08786263144850065,8.624472087591743,93.99610098369725,-2.0946592771705883,-1.4057081652806271,14.548263905180395,11.75946216323075,-2.75,-2.1661175391763514,-0.125,-0.125,0.0,0.0,0.0,0.0,-8.577514324573464,-5.451470515188003,-15.950216381077041,-14.354109310702245,-300.0,-181.50182014126085,-314.9491260776407,-193.24476350837733
extra,33,port,wrong_60,True,-1,3.0,14,target,1.1118497703952628,0,21.599749154247235,0.5003847617922406,0.08786263144850065,8.624472087591743,93.99610098369725,-4.664169996713108,-2.8119544353022916,18.635981280398436,14.061174443832655,-3.5,-2.57683051793085,-0.3091278094576637,-0.22286605667253437,0.0,0.0,0.0,0.0,-0.21636736823342656,-0.11258470947105241,-92.8882552304186,-66.25143380134143,-300.0,-156.10215679509182,-382.9419391244244,-214.01665187197733
extra,34,port,stand_on,False,0,,0,target,1.489188655125939,0,,-284.2640297382709,1.3471932055915956,9.62033735672108,93.77755032082155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,34,port,compliant_30,False,0,,0,target,1.489188655125939,0,,-284.2640297382709,1.3471932055915956,9.62033735672108,93.77755032082155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,34,port,wrong_30,False,0,,0,target,1.489188655125939,0,,-284.2640297382709,1.3471932055915956,9.62033735672108,93.77755032082155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,34,port,compliant_60,False,0,,0,target,1.489188655125939,0,,-284.2640297382709,1.3471932055915956,9.62033735672108,93.77755032082155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,34,port,wrong_60,False,0,,0,target,1.489188655125939,0,,-284.2640297382709,1.3471932055915956,9.62033735672108,93.77755032082155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,35,port,stand_on,False,0,,0,goal,2.3977194593487994,0,,180.46541538198014,2.3750311421417165,11.129415166108352,100.98201237859212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,35,port,compliant_30,False,0,,0,goal,2.3977194593487994,0,,180.46541538198014,2.3750311421417165,11.129415166108352,100.98201237859212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,35,port,wrong_30,False,0,,0,goal,2.3977194593487994,0,,180.46541538198014,2.3750311421417165,11.129415166108352,100.98201237859212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,35,port,compliant_60,False,0,,0,goal,2.3977194593487994,0,,180.46541538198014,2.3750311421417165,11.129415166108352,100.98201237859212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,35,port,wrong_60,False,0,,0,goal,2.3977194593487994,0,,180.46541538198014,2.3750311421417165,11.129415166108352,100.98201237859212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extra,36,port,stand_on,True,-1,11.0,58,goal,1.9192877963110406,0,0.0,12.7897606555817,1.8310179858704978,13.897915242402224,87.0718041417223,-4.600185207267905,-1.4405986920802938,84.91887142264696,28.30143097464447,-14.5,-4.824398616842987,0.0,0.0,0.0,0.0,0.0,0.0,-0.40138737790758205,-0.23043934300436783,-14.015332659927482,-8.676250025967379,100.0,5.702042635437159,151.401966177544,18.831786932186603
extra,36,port,compliant_30,True,-1,11.0,61,goal,2.8064926232918936,0,-19.81693912177218,12.7897606555817,1.8310179858704978,13.897915242402224,87.0718041417223,-34.770716105297865,-9.13746059395756,84.5365154619668,26.60328891272608,-15.25,-4.863107367762888,-3.924288056538613,-2.1826536102103256,0.0,0.0,0.0,0.0,0.0,0.0,-1.0813624716018717,-1.0813624716018717,100.0,4.904089407128558,129.51014882852846,14.242794276321995
extra,36,port,wrong_30,True,-1,11.0,18,target,1.4840778459760435,0,19.816939121772208,12.7897606555817,1.8310179858704978,13.897915242402224,87.0718041417223,-6.841755057698986,-3.8737878977502223,24.07521599618487,16.51975474729196,-4.5,-3.03646517751543,-3.0055639082485137,-1.8931851729851323,0.0,0.0,0.0,0.0,-7.7205686321295195,-3.4263392248764184,-74.39149847042621,-44.80990066251607,-300.0,-127.67703701659627,-372.3841700723184,-168.1969604049476
extra,36,port,compliant_60,True,-1,11.0,63,goal,2.8767126759753845,0,-19.81693912177218,12.7897606555817,1.8310179858704978,13.897915242402224,87.0718041417223,-55.08256835159517,-12.86045483723103,84.92044914170764,25.903120209654002,-15.75,-4.885854644723005,-2.1413183171937193,-0.7858691504052365,0.0,0.0,0.0,0.0,0.0,0.0,-1.0813624716018717,-1.0813624716018717,100.0,4.435170554047622,110.86520000131688,10.72474965974048
extra,36,port,wrong_60,True,-1,11.0,22,target,1.2318295118111342,0,19.816939121772208,12.7897606555817,1.8310179858704978,13.897915242402224,87.0718041417223,-15.385761039554602,-7.326063984802749,25.463698240586176,16.898300273065747,-5.5,-3.4124035543497997,-0.7278865995536936,-0.4061762175047584,0.0,0.0,0.0,0.0,-3.751257619178033,-1.3608353056480067,-98.73609849772612,-53.43324528576021,-300.0,-104.4279343477325,-398.6373055154263,-153.46835842273228
extra,37,port,stand_on,True,-1,7.0,10,target,1.596821382547763,0,-0.12921281342175917,5.722793049669619,0.2738832528844373,10.129063025483234,131.25077071753023,-0.03201379217426814,-0.02511993389853388,14.664905783332497,11.869875582891359,-2.5,-2.0148660223919674,-0.023752570925846178,-0.0174512373216291,0.0,0.0,0.0,0.0,-3.8405569432764937,-2.4932228499135105,-26.78387235136208,-21.59124532646524,-300.0,-190.85564581916123,-318.5152898744062,-205.12767560626074
extra,37,port,compliant_30,True,-1,7.0,64,goal,1.0165005712623385,0,-20.816851725356514,5.722793049669619,0.2738832528844373,10.129063025483234,131.25077071753023,-48.050039344442546,-10.973100436128785,91.4741886086632,27.54071949624123,-16.0,-4.896399152389277,-4.071062673275481,-2.1233541051959146,0.0,0.0,0.0,0.0,-1.7353307237556879,-1.0255346365517841,-19.605460760609773,-15.260354106288608,100.0,4.2178030665087585,102.01229510657971,-2.52021987380438
extra,37,port,wrong_30,True,-1,7.0,11,target,1.4135943794392625,0,20.92085810152909,5.722793049669619,0.2738832528844373,10.129063025483234,131.25077071753023,-1.5631659608140442,-1.0356048583354018,15.397852499490815,12.280198724835092,-2.75,-2.1661175391763514,-2.221407047256485,-1.553868934161214,0.0,0.0,0.0,0.0,0.0,0.0,-67.09340878808388,-50.513106800912915,-300.0,-181.50182014126085,-358.23012929666356,-224.49031954901164
extra,37,port,compliant_60,True,-1,7.0,74,goal,1.065220134153118,0,-20.816851725356514,5.722793049669619,0.2738832528844373,10.129063025483234,131.25077071753023,-100.09785745634343,-18.27358973868608,97.01650138448186,26.29037992941497,-18.5,-4.9772172167145685,-2.2079411732896106,-0.6933671486149524,0.0,0.0,0.0,0.0,-1.2256468958427968,-0.730130105637644,-26.558437663546115,-19.469215093801022,100.0,2.5517964452291038,48.426618195459895,-15.301342928810193
extra,37,port,wrong_60,True,-1,7.0,11,target,1.421516856931996,0,20.92085810152909,5.722793049669619,0.2738832528844373,10.129063025483234,131.25077071753023,-1.6380911670197116,-1.0818728130428896,15.365845174415826,12.260428757606151,-2.75,-2.1661175391763514,-0.125,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,-66.91131561516659,-50.40275627692599,-300.0,-181.50182014126085,-356.05856160777046,-223.01713801279993
extra,38,port,stand_on,True,-1,2.0,12,target,1.6760460673103053,0,0.35524025565175066,0.323564142287341,0.4597123027826569,7.899734055465003,135.51574490448562,-0.01675223060291353,-0.012628819255726485,16.764778415628136,13.140872731352228,-3.0,-2.3099562266705833,-0.03494314202985345,-0.026950207107703135,0.0,0.0,0.0,0.0,-3.934346334785321,-2.319813995882921,-29.119859374617167,-22.143777140312032,-300.0,-172.60642499307843,-319.3411226664071,-186.27867865095516
extra,38,port,compliant_30,True,-1,2.0,69,goal,1.2395283706580558,0,-20.559951346416483,0.323564142287341,0.4597123027826569,7.899734055465003,135.51574490448562,-31.168104720236496,-7.024092603993171,99.22751021585225,27.889926837915684,-17.25,-4.941858199159086,-4.0334721527823145,-2.0975468686434877,0.0,0.0,0.0,0.0,-0.01385396668852688,-0.007601860684602084,-9.14664351514641,-8.311880944069646,100.0,3.2806973148697316,137.6154358609985,8.787643676235424
extra,38,port,wrong_30,True,-1,2.0,13,target,1.4407702585799653,0,20.896887553533787,0.323564142287341,0.4597123027826569,7.899734055465003,135.51574490448562,-2.523271493786742,-1.5785904014944516,17.132748732269047,13.275496485433818,-3.25,-2.4467453872682734,-2.5759206156603636,-1.7659858830445236,0.0,0.0,0.0,0.0,0.0,0.0,-44.923028918665224,-35.69379856791696,-300.0,-164.14699271722827,-336.1394722958433,-192.35661647151866
extra,38,port,compliant_60,True,-1,2.0,78,goal,1.2910729320747152,0,-20.559951346416483,0.323564142287341,0.4597123027826569,7.899734055465003,135.51574490448562,-82.4792100877314,-13.930982905239706,104.4995862707681,26.58363938946101,-19.5,-4.999758111366748,-2.2127405892578236,-0.6878584475475409,0.0,0.0,0.0,0.0,0.0,0.0,-8.449384136570155,-7.910709448639836,100.0,2.087132015888835,91.85825145720872,1.141462492556014
extra,38,port,wrong_60,True,-1,2.0,13,target,1.3673722979972078,0,20.896887553533787,0.323564142287341,0.4597123027826569,7.899734055465003,135.51574490448562,-2.8692717873284335,-1.7770335128696477,17.24307128238861,13.331313648399192,-3.25,-2.4467453872682734,-0.7468070504037883,-0.49755255492486333,0.0,0.0,0.0,0.0,0.0,0.0,-44.9116397021646,-35.68607776488723,-300.0,-164.14699271722827,-334.5346472575082,-191.22308828877908
extra,39,port,stand_on,True,-1,3.0,16,target,0.9270587249208262,0,-0.6105737217265528,1.6389173117943772,0.9443533018400391,8.874335072959203,151.13807803193458,-0.2201214440249445,-0.1483257050074666,22.543540017112264,16.16392912883231,-4.0,-2.818186843227314,-0.04159278869909962,-0.02723752181334481,0.0,0.0,0.0,0.0,-2.678871792919381,-1.3339075025462535,-16.82656782423332,-13.148640478084387,-300.0,-141.17599247569487,-301.2236138327645,-142.48836139754133
extra,39,port,compliant_30,True,-1,3.0,11,target,1.8671104235734277,0,-20.294023481183217,1.6389173117943772,0.9443533018400391,8.874335072959203,151.13807803193458,-2.8270758947624115,-1.9197113302390976,15.012301261596745,11.983510077450267,-2.75,-2.1661175391763514,-2.1925635444548366,-1.5257236834855936,0.0,0.0,0.0,0.0,-2.5624010886859234,-1.5867587136379813,-5.933829560189286,-5.625241010553687,-300.0,-181.50182014126085,-301.2535688264957,-182.3418623409033
extra,39,port,wrong_30,True,-1,3.0,70,goal,1.7311745460870183,0,19.820704568146027,1.6389173117943772,0.9443533018400391,8.874335072959203,151.13807803193458,-41.66584762275452,-10.069885839563668,96.90762931302352,26.57677122302393,-17.5,-4.949657975417023,-4.0405424467013145,-2.091387263573512,0.0,0.0,0.0,0.0,0.0,0.0,-61.32978930824392,-42.84798987401335,100.0,3.1199105031747614,72.37144993532377,-30.262239226368866
extra,39,port,compliant_60,True,-1,3.0,11,target,1.871859463633959,0,-20.294023481183217,1.6389173117943772,0.9443533018400391,8.874335072959203,151.13807803193458,-2.921434524497124,-1.9779378934240228,14.974285656725977,11.960124051961408,-2.75,-2.1661175391763514,-0.125,-0.125,0.0,0.0,0.0,0.0,-2.2930264379228205,-1.4220406503787655,-5.933829560189286,-5.625241010553687,-300.0,-181.50182014126085,-299.04900486588326,-180.85803318283226
extra,39,port,wrong_60,True,-1,3.0,81,goal,1.8133120212189744,0,19.820704568146027,1.6389173117943772,0.9443533018400391,8.874335072959203,151.13807803193458,-96.317040376592,-17.232217745066265,103.02697705996667,24.763303756944484,-20.25,-5.0139267660937215,-2.4302081336829158,-0.712985566368193,0.0,0.0,0.0,0.0,0.0,0.0,-61.41659197939679,-42.90106937234585,100.0,1.7950553275045067,22.613136570294955,-39.30184036542504
extra,40,port,stand_on,True,-1,4.0,19,target,1.323066975032001,0,0.49680306845891664,4.255740788690009,1.037967590849548,12.438611287037226,88.72246528513524,-0.7530863141805666,-0.47319277387595304,27.852870239507777,18.48610590135664,-4.75,-3.137648170685011,-0.05671996898189822,-0.0353358903127427,0.0,0.0,0.0,0.0,-10.504850560456875,-4.542892275904556,-12.06058179273794,-9.343046757765478,-300.0,-121.41959180349701,-300.2723683968495,-120.46560177068412
extra,40,port,compliant_30,True,-1,4.0,69,goal,2.484177067846231,0,-19.988699256037307,4.255740788690009,1.037967590849548,12.438611287037226,88.72246528513524,-48.15559503362468,-10.899243618476893,94.9541220968044,26.404652181901064,-17.25,-4.941858199159086,-4.913111940624017,-2.4863322844200835,0.0,0.0,0.0,0.0,0.0,0.0,-13.417804049476148,-8.532385578029444,100.0,3.2806973148697316,111.21761107307955,2.8255298166852874
extra,40,port,wrong_30,True,-1,4.0,23,target,1.2924200881630312,0,20.16270436275437,4.255740788690009,1.037967590849548,12.438611287037226,88.72246528513524,-15.401478180358165,-7.372581938105244,27.850277795131547,17.78084894973728,-5.75,-3.4951618264300532,-3.9016278688728327,-2.2975441033726263,0.0,0.0,0.0,0.0,-12.438959008632825,-4.415686842465119,-40.97594543502782,-30.385669186219424,-300.0,-99.30992649630404,-350.61773269776006,-129.49572144315923
extra,40,port,compliant_60,True,-1,4.0,84,goal,2.835361895196989,0,-19.988699256037307,4.255740788690009,1.037967590849548,12.438611287037226,88.72246528513524,-108.74785936467546,-18.252482122079925,101.51102823603462,24.189790448582592,-21.0,-5.026112635965683,-2.882083878042877,-0.8817344585887461,0.0,0.0,0.0,0.0,0.0,0.0,-4.115808697401793,-3.89069278135918,100.0,1.543852331463605,64.76527629591449,-2.3173792179473374
extra,40,port,wrong_60,True,-1,4.0,24,target,1.2616202928684546,0,20.16270436275437,4.255740788690009,1.037967590849548,12.438611287037226,88.72246528513524,-20.346681876360474,-9.300599600834033,28.17289637667458,17.671454250378623,-6.0,-3.5738641197252914,-1.1084300094980222,-0.5549168483776203,0.0,0.0,0.0,0.0,-8.009818585630029,-2.5936607388273947,-40.87172351688122,-30.32846703171917,-300.0,-94.44275195428551,-348.16375761169513,-123.1228060433904
extra,41,port,stand_on,True,-1,5.0,9,target,1.863082364429957,0,-0.4736553105927044,3.642864805711729,0.3641870563725938,8.711756632176154,136.4645229023845,-0.027311867689488123,-0.02327785372731481,12.43177570893494,10.39202509638096,-2.25,-1.8558196508759996,-0.02232431983607763,-0.017963133277552838,0.0,0.0,0.0,0.0,-0.17099065856740658,-0.11508867112114185,-27.778263384419922,-22.84293346248823,-300.0,-200.69152757090401,-317.81711452157793,-215.15458524601328
extra,41,port,compliant_30,True,-1,5.0,9,target,1.8219709102231383,0,-21.490941916330257,3.642864805711729,0.3641870563725938,8.711756632176154,136.4645229023845,-1.0241585699381628,-0.7336345662332885,12.072382140653655,10.13215659516654,-2.25,-1.8558196508759996,-1.6250193196337932,-1.1810749407025847,0.0,0.0,0.0,0.0,-4.110660703599907,-2.844066734809153,-12.247463944851674,-11.288803679697718,-300.0,-200.69152757090401,-309.18492039736986,-208.46277054805623
extra,41,port,wrong_30,True,-1,5.0,11,target,1.2240569144774622,0,21.126384860982256,3.642864805711729,0.3641870563725938,8.711756632176154,136.4645229023845,-1.8819997492910077,-1.255384153996732,15.324028823762214,12.19029437384604,-2.75,-2.1661175391763514,-2.557800382139274,-1.7589042685274356,0.0,0.0,0.0,0.0,-0.005549586512995507,-0.0033575335104669246,-57.44468126885617,-45.34993600525125,-300.0,-181.50182014126085,-349.31600216303724,-219.84522526787705
extra,41,port,compliant_60,True,-1,5.0,9,target,1.8220252185302994,0,-21.49104775121998,3.642864805711729,0.3641870563725938,8.711756632176154,136.4645229023845,-1.026905395871407,-0.7354928215145798,12.071760869073355,10.131736374071497,-2.25,-1.8558196508759996,-0.125,-0.125,0.0,0.0,0.0,0.0,-4.104252988088685,-2.8397511706006924,-12.247463944851674,-11.288803679697718,-300.0,-200.69152757090401,-307.6818614597384,-207.40465851952152
extra,41,port,wrong_60,True,-1,5.0,11,target,1.235700477961901,0,21.126384860982256,3.642864805711729,0.3641870563725938,8.711756632176154,136.4645229023845,-1.9916057978931851,-1.323076177764422,15.273968536613769,12.159453685581589,-2.75,-2.1661175391763514,-0.125,-0.125,0.0,0.0,0.0,0.0,-0.00216215790342369,-0.0013081186496807075,-70.30669957514904,-53.28229204776952,-300.0,-181.50182014126085,-359.90149899433186,-226.24016033903922
extra,42,port,stand_on,True,-1,3.0,62,goal,2.0589534610123774,0,0.0,3.031493154926637,2.0095090229155694,8.351799355619692,122.17068235514907,0.0,0.0,93.0,29.24860031002732,-15.5,-4.874766718337886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.756270098511973,-10.696035823539509,100.0,4.663740229999249,163.74372990148802,18.34153799814917
extra,42,port,compliant_30,True,-1,3.0,67,goal,1.1729803598209927,0,-21.024746560040285,3.031493154926637,2.0095090229155694,8.351799355619692,122.17068235514907,-40.08904089719364,-9.572029094951132,96.05059315482158,27.56493232932246,-16.75,-4.925032029898121,-4.91617457322741,-2.498922615457434,0.0,0.0,0.0,0.0,-0.10292798149572052,-0.05256309520662783,-18.72653447178249,-11.872743814994186,100.0,3.6275567655825034,115.46591523112232,2.27119844439746
extra,42,port,wrong_30,True,-1,3.0,67,goal,2.6256131030071095,0,21.02474656004034,3.031493154926637,2.0095090229155694,8.351799355619692,122.17068235514907,-29.48646165615909,-8.287540369132026,95.54505389128838,27.39031047211077,-16.75,-4.925032029898121,-4.354726639912202,-2.3540783079226757,0.0,0.0,0.0,0.0,0.0,0.0,-42.20026118346587,-29.561154800772204,100.0,3.6275567655825034,102.75360441175121,-14.109938270031751
extra,42,port,compliant_60,True,-1,3.0,118,other,1.0441795270740692,0,-21.024746560040285,3.031493154926637,2.0095090229155694,8.351799355619692,122.17068235514907,-180.6196611767398,-19.484146854934146,102.46264774271621,25.019351218339033,-29.5,-5.087439965771319,-3.119611399276442,-1.0405841432616592,0.0,0.0,-102.14892267892729,-0.3328052810393264,-1.1967518588157007,-0.6219767551987412,-7.62277834635231,-6.260884165666936,-300.0,-0.8388998066232835,-521.7450777173954,-8.647385754156378
extra,42,port,wrong_60,True,-1,3.0,75,goal,2.6517767898789804,0,21.02474656004034,3.031493154926637,2.0095090229155694,8.351799355619692,122.17068235514907,-74.10746749474534,-15.640299719668398,100.75396177869554,25.71332631994763,-18.75,-4.983284049286526,-2.508723502419347,-0.8197768501413775,0.0,0.0,0.0,0.0,0.0,0.0,-42.202970628695084,-29.56375389984491,100.0,2.4267330287830675,63.18480015283578,-22.867055170210516
extra,43,port,stand_on,True,-1,3.0,66,goal,1.3704783471207884,0,0.6041474265455804,1.7933743455878381,1.3447351972123966,10.295642109322806,147.1705576285613,-1.2532818070257954,-0.3157169352620338,98.04541601033863,29.239581234221095,-16.5,-4.915963137984165,-0.1357255658932278,-0.04642505829157867,0.0,0.0,0.0,0.0,0.0,0.0,-36.33557293594163,-22.23152726859303,100.0,3.8145054892676895,143.82083570147796,5.544454323357977
extra,43,port,compliant_30,True,-1,3.0,14,target,1.8030125577542535,0,-19.8034706333882,1.7933743455878381,1.3447351972123966,10.295642109322806,147.1705576285613,-3.4107719739554443,-2.087795390005157,19.162840357112138,14.333792368679601,-3.5,-2.57683051793085,-2.379607772771405,-1.6241082503228745,0.0,0.0,0.0,0.0,-3.295629404495021,-1.7485783110247164,-6.893525480645026,-4.92170439593377,-300.0,-156.10215679509182,-300.31669427475475,-154.72738129162957
extra,43,port,wrong_30,True,-1,3.0,72,goal,2.4199143479545424,0,20.298806557088085,1.7933743455878381,1.3447351972123966,10.295642109322806,147.1705576285613,-62.62935233184039,-11.528774557051237,100.7931573359864,27.407513118501868,-18.0,-4.9641294628665245,-5.431879535940986,-2.5952919068008473,0.0,0.0,0.0,0.0,0.0,0.0,-73.64921193498026,-47.00346168447974,100.0,2.8215911347029534,41.08271353322476,-35.86255335799353
extra,43,port,compliant_60,True,-1,3.0,14,target,1.8421405791824923,0,-19.8034706333882,1.7933743455878381,1.3447351972123966,10.295642109322806,147.1705576285613,-4.115787549564024,-2.4745208091932906,18.77817094413308,14.123808548514768,-3.5,-2.57683051793085,-0.42572317985116115,-0.2847982814014611,0.0,0.0,0.0,0.0,-0.9704928035985282,-0.5118706043435698,-3.230266800791367,-2.9807897312313627,-300.0,-156.10215679509182,-293.464099389672,-150.80715819067757
extra,43,port,wrong_60,True,-1,3.0,98,other,2.6969903086850615,0,20.298806557088085,1.7933743455878381,1.3447351972123966,10.295642109322806,147.1705576285613,-152.8680328902341,-19.52367972722431,103.01195164290755,25.058612184970556,-24.5,-5.06394535771177,-2.792450608586825,-0.8731460713352779,0.0,0.0,-153.61841726886433,-1.5000524918284044,0.0,0.0,-70.33171884977821,-45.56033615158465,-300.0,-2.291873454966313,-601.098667974556,-49.75442106968017
extra,44,port,stand_on,True,-1,3.0,10,target,1.6732859456978182,0,0.6083083041997668,1.25207494321582,0.11661246175267037,7.9449979394625005,142.90611959003056,-0.03555975088390273,-0.02823305347841569,14.672255379538258,11.876225151597414,-2.5,-2.0148660223919674,-0.022108793376568053,-0.016614213090342143,0.0,0.0,0.0,0.0,-2.2152323508276854,-1.4255448249184786,-6.271664276714247,-5.36389340011772,-300.0,-190.85564581916123,-296.37230979226416,-187.82857218156073
extra,44,port,compliant_30,True,-1,3.0,67,goal,0.8429617336715454,0,-21.097751757235528,1.25207494321582,0.11661246175267037,7.9449979394625005,142.90611959003056,-45.31852595968838,-9.94857663615443,96.04045180960587,27.733643165417575,-16.75,-4.925032029898121,-3.9498432087347655,-2.138487121638698,0.0,0.0,0.0,0.0,-4.400456495547967,-2.5239809219279463,-13.66247608324413,-8.801611162012206,100.0,3.6275567655825034,111.95915006239062,3.023512059368678
extra,44,port,wrong_30,True,-1,3.0,12,target,1.273999835962954,0,21.55567519746856,1.25207494321582,0.11661246175267037,7.9449979394625005,142.90611959003056,-2.144611709169855,-1.3877319669854276,15.84838494975586,12.542359663925334,-3.0,-2.3099562266705833,-2.205502298791857,-1.5439381880680163,0.0,0.0,0.0,0.0,-0.023428772966457078,-0.013479855812382126,-49.59447064693043,-35.920290323094676,-300.0,-172.60642499307843,-341.11962847810275,-201.2394618897842
extra,44,port,compliant_60,True,-1,3.0,15,target,0.8894137824184827,0,-21.097751757235528,1.25207494321582,0.11661246175267037,7.9449979394625005,142.90611959003056,-5.106841205275618,-2.9534266812944336,20.0375820476142,14.776754858834307,-3.75,-2.7005401828309017,-0.31767785172831964,-0.22379468394157248,0.0,0.0,0.0,0.0,-3.654013829367215,-2.0873652317691205,-11.75140862144109,-7.85827156941611,-300.0,-148.451597880062,-304.54235946019804,-149.49824137047983
extra,44,port,wrong_60,True,-1,3.0,12,target,1.287893010231244,0,21.55567519746856,1.25207494321582,0.11661246175267037,7.9449979394625005,142.90611959003056,-2.3160830910635792,-1.4902187827939626,15.793011839776725,12.508703267590382,-3.0,-2.3099562266705833,-0.125,-0.125,0.0,0.0,0.0,0.0,-0.0019029175600667576,-0.0010948526569989154,-49.33920608021634,-35.76585371150742,-300.0,-172.60642499307843,-338.9891802490633,-199.78984529911702
extra,45,port,stand_on,True,-1,9.0,59,goal,2.2975361867453294,0,0.0,10.0317263299217,2.302113344627434,9.34536136132256,158.4529536503171,-2.4096693246746814,-0.7334502165146601,87.51815634136968,28.735745669915335,-14.75,-4.837955081369003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.206105868663636,-4.037670792044562,100.0,5.422585810406311,165.15238114803134,24.54925539039342
extra,45,port,compliant_30,True,-1,9.0,62,goal,1.8778601392900416,0,-21.402372744616287,10.0317263299217,2.302113344627434,9.34536136132256,158.4529536503171,-57.39656498020872,-13.401083230085296,87.46765882867112,27.095364577197824,-15.5,-4.874766718337886,-3.933611896517935,-2.1894439784260142,0.0,0.0,0.0,0.0,0.0,0.0,-0.9628627139188791,-0.9154505994109998,100.0,4.663740229999249,109.67461923802558,10.378360280936874
extra,45,port,wrong_30,True,-1,9.0,62,goal,2.6108879250852652,0,21.402372744616343,10.0317263299217,2.302113344627434,9.34536136132256,158.4529536503171,-48.078696004275905,-11.91176222466327,87.59449431864333,27.133645400306133,-15.5,-4.874766718337886,-3.919416409543986,-2.22636010115783,0.0,0.0,0.0,0.0,0.0,0.0,-18.506128438006876,-14.353656073020403,100.0,4.663740229999249,101.59025346681656,-1.5691594868740086
extra,45,port,compliant_60,True,-1,9.0,65,goal,1.8667177287523593,0,-21.402372744616287,10.0317263299217,2.302113344627434,9.34536136132256,158.4529536503171,-94.88057248674129,-19.562131289653998,88.34699300226711,26.121034048385926,-16.25,-4.906426874260996,-2.2182636474155255,-0.7405584653724158,0.0,0.0,-0.12244684166030137,-0.034393854716241026,0.0,0.0,-0.9628627139188791,-0.9154505994109998,100.0,4.011088748687537,73.91284731253111,3.973161713658813
