#{"t_start": 1776079178.9760451, "env_id": "None"}
r,l,t
-1321.758,102,4.30334
-1227.5963,169,6.169042
-1323.0974,99,7.176417
-1396.2141,57,7.884877
-1320.2264,103,9.951289
-1307.9899,95,10.218394
-1198.4307,168,12.926446
-1176.8651,191,13.020147
-1286.6998,97,14.654186
-1303.5942,115,14.927893
-1398.6067,59,16.046973
-1252.1936,153,17.463514
-1220.2537,168,18.684926
451.01614,154,19.581309
-1223.0878,170,21.258279
439.53046,142,23.244723
456.85986,155,24.902918
-1186.4772,187,25.895246
-1321.8936,96,33.402414
-1226.4556,158,36.500527
-1261.4565,147,36.773581
-1311.9636,105,38.517156
450.89288,149,38.945264
-1200.6602,176,41.460808
-1211.1382,169,41.99307
-1311.7881,103,43.83577
-1325.3214,94,44.178374
-1291.6,95,45.733951
-1329.7189,104,46.23589
-1308.0969,108,47.830084
-1189.6809,181,51.391248
-1288.6605,99,51.497567
-1353.9072,86,54.093265
-1308.758,95,54.299734
-1392.3103,69,56.068239
-1330.8307,105,56.780649
-1327.8716,97,58.135893
-1184.0596,177,60.223124
454.53778,155,61.214855
-1286.4917,99,72.723512
-1395.0403,61,74.566076
-1237.7568,163,75.925859
446.88358,147,78.650121
444.8473,149,80.037612
-1391.4723,65,80.34688
-1314.1581,107,82.28574
-1303.885,121,82.925299
-1324.2932,90,85.307585
-1314.0951,106,86.406191
