#{"t_start": 1776079290.0795207, "env_id": "None"}
r,l,t
-1382.4539,97,3.102512
-1404.4882,114,3.672421
-1501.3259,69,5.086084
-1392.8671,97,5.271366
-1436.1995,93,6.309352
-1425.8322,91,6.426328
-1435.1213,98,7.54234
-1426.7671,98,7.692428
-1444.8678,105,9.3094
-1423.897,103,9.418579
-1497.8221,56,10.529678
-1333.7561,158,11.754921
-1381.5525,101,11.831412
-1427.4309,93,12.789696
-1290.6519,181,13.868606
-1428.5098,95,13.888432
-1273.5693,192,16.995087
-1283.2437,191,16.995087
-1403.952,112,21.095266
-1354.3539,154,22.019447
-1281.0541,188,32.749546
-1280.3804,181,33.202605
-1395.4268,118,34.313524
-1426.3029,97,34.683537
-1402.6246,112,36.469587
-1415.0836,113,36.70952
-1500.009,63,37.855764
481.4378,149,38.882739
-1423.7017,98,39.391689
-1411.5713,98,40.182737
487.80206,156,41.093592
483.91046,156,41.912845
-1419.8184,101,42.275368
-1414.1959,101,44.494874
-1415.8011,100,45.000795
-1408.7292,105,46.705259
490.19916,163,47.109419
-1501.258,58,47.93349
-1409.966,103,48.158774
-1421.2935,96,49.797307
488.06293,158,52.010253
495.03415,164,62.091294
-1430.2996,100,62.39409
-1497.7224,65,63.720115
-1502.6832,63,64.068016
-1420.952,97,65.936164
-1489.9421,73,67.499674
489.53748,162,67.57501
-1428.8777,97,69.34713
-1392.6819,118,69.83271
-1401.6478,108,71.771612
-1282.8865,177,72.774597
