#{"t_start": 1787225280.1019313, "env_id": "None"}
r,l,t
-980.22797,97,24.003469
-980.16205,98,24.095075
-979.91296,101,24.339746
-978.6797,114,25.329698
-972.85455,115,25.443314
-971.69196,117,25.608156
-966.7323,129,26.378045
-990.0059,78,29.79536
105.13826,184,30.326908
-991.81274,68,30.395602
-979.49,99,31.155945
-979.3693,102,31.576113
-975.26074,109,34.093921
-993.8714,63,34.181666
-993.322,64,34.823636
-991.98224,68,36.612226
-978.80524,106,38.148685
102.97724,189,39.075752
104.082146,191,39.342434
-976.2356,119,40.006366
-985.8831,86,40.685995
-982.55914,97,42.346916
-975.02155,110,42.677035
-981.99115,100,46.866166
-980.5324,98,46.966007
-990.9559,70,48.351588
-979.73413,98,48.568146
-963.91364,137,48.9899
-966.6402,176,50.561934
-975.3591,114,51.607263
-987.2195,80,53.980991
-990.9686,70,54.738422
-978.2332,181,55.082152
-978.7068,100,55.737067
-987.34863,142,60.511012
-972.43036,119,60.936669
-970.9348,124,63.896306
-968.7471,132,65.204505
-970.089,189,67.351761
-974.53827,220,67.352759
-985.7168,83,67.471868
96.508316,189,70.149382
106.22699,186,70.505602
-977.0776,104,72.045922
-981.7825,93,72.597167
-991.9793,68,75.930144
-963.3861,214,77.698614
-966.72345,132,78.193776
-965.9319,136,78.793072
-966.3491,166,81.617455
-982.7444,121,83.765267
-992.3034,68,84.189913
-983.16345,143,85.181731
96.906075,185,87.009768
-985.65796,84,88.959183
-959.69543,182,92.304567
-999.3816,157,92.507514
-980.7272,106,93.473521
-999.3217,175,94.380614
-968.2865,138,96.988944
-988.9483,139,98.647952
-981.6019,93,99.918813
-986.1857,196,100.191117
-975.77594,109,100.827723
-977.1553,115,102.498421
-992.1915,175,103.245082
-978.22437,103,105.128815
-993.86816,63,105.265193
-990.34503,72,106.897165
-977.8808,132,109.21529
-972.63184,190,109.50239
-983.16534,91,109.935381
-978.6689,110,112.097441
-995.0379,112,113.959114
-984.9152,186,114.654253
-990.18,72,114.835368
-978.81635,107,115.285693
-989.8587,175,119.137045
-980.49194,100,120.064338
-994.0645,135,120.25013
-981.9878,154,122.113184
-980.4357,99,123.059893
-989.5744,74,125.797354
