policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,rms_cte,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,case_id,scenario,stratum,supervisor,behaviour
model,overtaking,8.241153717319555,0.0176789277227078,2.092250378539708,,,,goal,False,False,68,0.7858530058517914,-80.42034628710175,39,7,2,0,6,15.22322022461125,0.1802845445270654,0.5483565413031826,0.0,0.4886475847057028,0.5995731503278199,0.6900774310652871,2.639666959381634,2.3626225126068348,0,,False,overtaking,61,0.0,False,0.0,tier_b,B-20-03,403,channel-wide,off,re
model,overtaking,9.077619936354328,0.4068401753454296,8.093392708756625,,,,goal,False,False,70,53.316779560296304,-43.18982592179224,27,0,2,0,0,8.464369951182059,0.0,0.3586651842891745,0.0,0.0,0.5601443112723777,0.6679468329362646,3.332976358358962,1.8219620266923424,0,,False,overtaking,51,0.0,False,0.0,tier_b,B-20-04,404,channel-wide,off,re
model,overtaking,7.438429675401338,0.0730602943483451,5.44320270342617,,,,goal,False,False,72,32.26691016315746,-41.71047776090813,32,2,9,0,5,7.296026563033971,0.0212209020750181,1.2247311026483751,0.0,0.2402379642409972,0.5426291240627739,0.7156242802978848,2.643059100608514,1.5677887243276825,0,,False,overtaking,54,0.0,False,0.0,tier_b,B-20-05,405,channel-wide,off,re
model,overtaking,8.057504374484907,1.243905965110267,-0.4337811643097371,,,,goal,False,False,61,68.76357708911168,-18.92424820993489,31,0,0,0,0,3.823080446451494,0.0,0.0,0.0,0.0,0.6393540637596381,0.716748337646797,3.837017530574578,1.9446526130695148,0,,False,overtaking,41,0.0,False,0.0,tier_b,B-20-06,406,channel-wide,off,re
model,overtaking,9.931518503991088,0.5037760508122735,-6.1249791199742525,,,,goal,False,False,69,27.544139376997904,-57.98644098192692,26,1,0,0,1,11.567903865461508,0.0081675101528424,0.0,0.0,0.1521972605857511,0.6056074123225365,0.6799393440451785,2.915919426394593,2.4289313222037814,0,,False,overtaking,46,0.0,False,0.0,tier_b,B-20-07,407,channel-wide,off,re
model,overtaking,7.616977935620565,0.1474027724456581,8.759608913418017,,,,goal,False,False,75,39.59681984047944,-36.39892625175696,18,0,12,0,3,4.626467911900908,0.0,3.428393212978896,0.0,0.2568210046940961,0.5134718272172237,0.7220718466317224,2.490687298204368,1.2992455318548697,0,,False,overtaking,53,0.0,False,0.0,tier_b,B-20-08,408,channel-wide,off,re
model,overtaking,8.485512034384586,1.8639807165468096,-3.433799988439352,,,,goal,False,False,101,10.839357059253471,-52.30353665766485,26,1,36,0,1,4.50995469137477,0.0464413847743258,8.20729313924732,0.0,0.045137950985881,0.3718214148098399,0.542675355300738,3.1267028642569885,0.3559354922152919,0,,False,overtaking,74,0.0,False,0.0,tier_b,B-20-09,409,channel-wide,off,re
model,overtaking,8.214010606709078,1.0788280222360762,-8.545642428510183,,,,goal,False,False,61,72.55723307087386,-17.13030182898153,35,0,0,0,0,3.460667036157884,0.0,0.0,0.0,0.0,0.6341739808709564,0.7093512674858716,3.94943623977382,2.040104518672291,0,,False,overtaking,43,0.0,False,0.0,tier_b,B-20-10,410,channel-wide,off,re
model,overtaking,8.420923987844168,0.4186494811155712,-0.3050374182382693,,,,goal,False,False,63,53.27218197615839,-44.10742235067281,27,1,0,0,1,8.868372816260774,0.0024006687177653,0.0,0.0,0.0437985777842333,0.6164449229469006,0.6907410718170839,2.9668752277180737,1.8656433295737676,0,,False,overtaking,47,0.0,False,0.0,tier_b,B-20-11,411,channel-wide,off,re
model,overtaking,7.611138885567528,1.0456050888234951,-5.384105434667963,,,,goal,False,False,75,18.85846666479111,-55.87809046956216,31,8,0,0,8,7.37672223364401,1.4851902236992711,0.0,0.0,2.6692497346028734,0.5334327199201225,0.6910484752995852,1.2926266135505424,2.0631775806244117,0,,False,overtaking,61,0.0,False,0.0,tier_b,B-20-12,412,channel-wide,off,re
model,overtaking,8.135933019221326,1.947294773658794,-8.669662582224333,,,,goal,False,False,97,-9.45166654698386,-59.62024033290267,27,0,47,0,1,3.6287640893937514,0.0,11.56060392245426,0.0,0.008818659904061,0.3882401973038571,0.6267767147126602,3.200437502120565,0.4009761486980115,0,,False,overtaking,56,0.0,False,0.0,tier_b,B-20-13,413,channel-wide,off,re
model,overtaking,9.7086951975665,0.1940369587370822,1.8708700402559837,,,,goal,False,False,73,31.458017615417745,-54.84289709994516,31,1,0,0,1,11.076452284123253,0.0001905771577535,0.0,0.0,0.0030033192453688,0.57430014793215,0.6914329933873904,2.745458460944057,2.2522329358446,0,,False,overtaking,61,0.0,False,0.0,tier_b,B-20-14,414,channel-wide,off,re
model,overtaking,9.56735743001202,1.3491242965603318,-7.756951576874453,,,,collision:obstacle,True,False,29,-393.4947456978633,-2.6342239485965164,0,0,3,0,0,0.0,0.0,0.7317288746101435,0.0,0.0,0.358486049940341,0.5441093186633236,6.473893808886063,0.1372407586655047,0,,False,overtaking,3,0.0,False,0.0,tier_b,B-20-15,415,channel-wide,off,re
model,overtaking,8.378828456705033,0.7058863609663593,0.5567275289904927,,,,goal,False,False,63,36.711340068105216,-48.71412895102087,34,0,0,0,1,9.79016801382464,0.0,0.0,0.0,0.0561771739086436,0.617738088121175,0.7231540237467744,3.29937776691354,2.12055655952904,0,,False,overtaking,53,0.0,False,0.0,tier_b,B-20-16,416,channel-wide,off,re
model,overtaking,7.697574287232197,1.9841873597230613,4.160351062392063,,,,goal,False,False,83,-89.75996477114762,-96.66270919616994,24,21,43,0,9,3.677136100205956,4.650173292070141,11.581169825278858,0.0,3.055625851866523,0.458757625637076,0.8090656714341551,1.3635639576362304,0.3633707895415587,0,,False,overtaking,54,0.0,False,0.0,tier_b,B-20-17,417,channel-wide,off,re
model,overtaking,8.649580548000994,1.0427519223353696,6.899343264938029,,,,goal,False,False,79,-70.6753395667835,-89.05876890376291,34,14,30,0,5,9.655772370590528,3.1118271971710154,6.900343466015124,0.0,0.2262032368197435,0.4825239766391603,0.9375317048642312,1.2381498554346602,0.6218155193075962,0,,False,overtaking,44,0.0,False,0.0,tier_b,B-20-18,418,channel-wide,off,re
model,overtaking,9.90062908252031,1.7237862369603791,3.777776940546058,,,,goal,False,False,65,78.73451429377059,-12.473274548914468,39,0,0,0,0,2.519853444225146,0.0,0.0,0.0,0.0,0.6247745160666323,0.7181720713936165,4.264079592703813,2.3049750792045725,0,,False,overtaking,52,0.0,False,0.0,tier_b,B-20-19,419,channel-wide,off,re
model,overtaking,9.378038939293296,1.500356931531722,6.512026887064401,,,,goal,False,False,66,92.45612617779123,-11.125328637452649,25,0,0,0,0,2.2475411388793223,0.0,0.0,0.0,0.0,0.5931486613646181,0.6817016618446207,4.126491948752131,1.8818990388170829,0,,False,overtaking,39,0.0,False,0.0,tier_b,B-21-00,420,channel-wide,off,nc
model,overtaking,8.395527068617241,0.6170947014340373,-9.642317684415646,,,,goal,False,False,65,-2.0535968798307778,-84.96879815311566,45,12,0,0,12,14.845375871218454,0.8886892505652045,0.0,0.0,1.574483511174783,0.6205861748243369,0.7243630066902326,2.3470789278737065,2.300504587391145,0,,False,overtaking,57,0.0,False,0.0,tier_b,B-21-01,421,channel-wide,off,nc
model,overtaking,8.278197406608703,0.9433950806873186,1.501581382284913,,,,goal,False,False,64,15.969025557751069,-63.505243091151776,37,0,0,0,0,12.82934203861652,0.0,0.0,0.0,0.0,0.6034433662249783,0.6996300985799281,3.240580447328957,1.7872833232412766,0,,False,overtaking,48,0.0,False,0.0,tier_b,B-21-02,422,channel-wide,off,nc
model,overtaking,9.216296988408274,0.1787226194188709,-9.3260295991365,,,,goal,False,False,66,12.815353546422967,-74.38136576269454,28,4,0,0,5,14.87237932282606,0.0086705470469467,0.0,0.0,0.1600375348495932,0.5927343927612827,0.6742743733607763,2.8078936661899,2.139648964334365,0,,False,overtaking,43,0.0,False,0.0,tier_b,B-21-03,423,channel-wide,off,nc
