#{"t_start": 1776079400.2907844, "env_id": "None"}
r,l,t
-1425.5629,99,6.022057
-1402.1256,113,6.382268
-1502.6812,64,8.118521
-1425.1342,102,9.048063
-1429.0542,89,12.603672
-1422.7871,98,14.916519
-1309.5054,169,15.060871
-1399.103,118,18.425739
-1286.9663,181,19.449566
-1416.12,90,19.98659
-1422.8458,92,21.025323
-1504.2261,63,21.103483
-1421.8508,103,23.250409
-1287.6534,177,24.798834
495.6527,164,25.96088
-1275.9481,191,27.333525
-1283.669,184,29.820609
479.9075,155,31.095003
-1328.1997,164,32.213552
-1422.9012,100,32.37692
-1501.0527,61,33.200932
-1397.6285,126,33.932244
-1497.0896,62,35.019016
-1279.4093,173,36.272071
-1356.06,139,37.590859
-1419.932,106,37.929828
-1407.2402,115,39.052284
485.867,158,40.004267
-1285.8857,172,41.754042
-1459.1682,114,41.912226
-1427.551,95,43.555945
-1427.9178,91,43.660754
-1409.6129,113,46.364422
-1402.4114,115,46.525037
-1408.1615,115,50.279438
-1331.7964,154,51.258921
-1499.7659,71,53.092317
-1405.0242,120,53.575722
-1336.2701,150,56.597207
-1289.4082,172,57.201258
-1314.5442,161,67.698611
-1344.6321,153,68.346469
-1503.2983,62,68.840718
-1496.7506,65,69.363553
-1425.4347,96,70.13649
-1405.9153,97,70.626235
-1496.7445,54,70.885198
-1418.2191,97,72.058101
-1401.1024,121,72.911552
-1396.5793,88,73.72048
-1403.9045,112,74.942116
-1352.8022,145,76.935159
-1289.9281,165,78.143522
-1367.1506,106,78.566349
-1413.393,113,80.14399
-1425.9855,98,80.270926
-1493.8007,57,81.202046
-1425.3082,115,81.926356
-1425.2089,96,82.465546
-1368.9297,136,83.670203
-1407.8383,106,83.847864
-1389.5101,131,85.977129
-1283.3856,176,87.092096
-1436.1562,115,88.018653
481.40927,149,89.173065
-1398.6335,114,89.460213
483.55774,152,90.945115
-1295.9252,171,93.556577
-1482.9442,67,94.305262
-1346.8231,153,98.927071
488.3753,165,99.916262
-1405.7109,112,102.122047
-1296.284,186,102.713692
481.25305,156,104.136014
-1286.1276,184,106.287933
-1404.197,103,107.470499
-1427.3524,92,108.622585
-1481.9097,60,108.772094
-1502.4552,59,109.909104
-1408.562,115,110.789066
-1459.9066,63,111.088917
-1394.1708,115,113.383967
-1391.535,121,113.745237
