#{"t_start": 1776079533.2154489, "env_id": "None"}
r,l,t
-1344.1714,162,2.265616
-1327.5682,167,2.369698
-1503.9956,62,3.708367
-1496.2661,52,4.506378
-1345.4856,151,4.960002
485.69055,169,7.423521
-1286.4897,189,8.299354
-1404.2091,107,9.508168
-1394.6005,113,10.466702
-1406.8953,103,11.011626
-1373.7784,134,12.545922
-1403.1504,114,12.898063
-1426.9952,94,14.317292
-1294.249,175,15.252039
-1411.1661,105,18.424539
-1318.2542,180,18.694457
-1416.4375,96,20.147243
-1333.9551,187,20.859301
-1383.3333,137,21.455661
-1459.0493,85,22.376268
-1300.2949,187,23.0733
-1496.5674,58,23.409868
-1432.8861,95,24.644709
-1411.3667,128,25.469199
-1477.4537,60,25.566319
-1366.8337,150,27.565073
491.3426,161,27.820109
-1419.4891,93,28.993278
-1291.1312,185,29.965135
-1409.1832,109,30.499885
-1415.4048,95,31.386098
480.2426,153,33.895677
-1274.9343,201,35.463932
-1341.0774,158,36.40548
-1430.8945,103,38.060822
494.30103,169,38.331315
-1498.3527,63,39.307426
-1484.6444,59,39.497411
-1491.0116,71,40.734376
-1502.3706,65,40.864303
-1363.2987,136,47.405118
-1349.724,152,47.514764
-1350.359,154,49.578689
-1362.2571,147,49.633502
-1410.1985,108,51.139585
-1274.3341,187,52.369144
-1413.261,106,52.843864
-1409.546,98,53.797122
-1279.432,181,56.586026
-1399.2859,138,56.910662
-1412.932,98,57.812104
-1279.3842,186,59.376064
-1352.0728,147,59.808325
-1351.9526,154,61.426716
498.53967,168,61.953438
-1290.2424,187,63.514116
479.98434,151,63.573276
486.95673,161,64.942595
-1293.0228,186,65.298288
-1502.9277,58,66.437246
-1420.0137,106,66.692414
-1429.0656,103,67.586072
-1499.5739,64,69.698515
490.21124,161,69.863755
-1501.8599,64,70.556643
-1329.7146,152,71.912491
-1421.3243,101,71.993255
-1494.8397,66,72.952499
-1476.1075,67,73.011077
-1414.1843,109,75.020963
-1399.9591,114,75.059944
-1500.1986,59,75.96688
-1472.095,62,76.02158
-1422.5602,101,77.479268
-1399.9845,112,77.676323
-1407.9971,94,78.55437
-1326.593,164,79.446098
-1371.4176,97,79.576728
-1300.1085,181,81.504614
-1278.9652,193,88.992461
-1407.7341,106,90.172472
