#{"t_start": 1776079827.7432883, "env_id": "None"}
r,l,t
-1504.2109,65,1.104508
-1415.7891,109,1.718154
-1505.3442,61,2.576718
-1502.6702,68,3.450387
-1307.4722,192,3.626001
488.02863,169,5.565883
-1301.6213,176,5.910231
-1504.0815,68,6.59033
-1426.4314,93,7.301024
-1396.3711,122,9.20143
-1286.7759,182,9.393486
-1495.2529,72,10.404594
482.30185,160,11.736733
-1296.7346,172,12.607464
490.22998,164,13.857519
-1395.8661,123,14.460526
-1397.6982,127,17.892395
492.461,165,17.93383
488.34796,157,20.420077
-1271.5737,188,20.758031
-1503.3003,63,21.615531
-1283.4889,185,22.948057
-1390.9185,125,23.396798
-1397.1176,119,25.229681
492.5863,161,25.475356
-1422.8151,107,26.979386
-1357.2883,150,27.439415
-1495.8031,66,27.841848
-1491.6487,66,28.179902
-1423.1511,101,29.154248
-1363.0057,166,29.596017
-1401.3016,116,32.410004
-1387.7942,125,32.881479
-1406.0144,114,33.866692
-1360.4822,108,34.497947
-1500.9868,70,34.838764
-1291.9175,182,36.427476
-1344.4955,151,36.489282
-1500.0957,65,37.403557
-1505.5276,68,45.633803
-1295.9609,179,46.431669
-1384.9946,125,47.373561
-1417.8761,96,47.581622
484.6303,166,48.987098
488.74997,161,49.156424
-1292.2773,169,51.036296
-1343.4004,157,51.075735
484.33368,159,54.431173
-1316.6306,180,54.630734
-1506.2882,57,55.331566
-1308.3264,181,56.605999
-1399.407,130,56.928656
487.27194,159,58.773961
-1382.5355,135,58.868102
-1387.0941,130,60.734611
493.80505,180,61.464815
-1391.292,122,62.689145
-1298.5969,168,63.851233
483.12857,162,65.033316
-1281.6609,174,67.084778
-1394.8953,128,67.483623
-1496.3457,59,68.135283
-1424.3689,97,70.053926
-1384.2639,124,70.667484
-1423.053,91,71.012712
-1410.9302,111,72.535535
-1359.8033,143,72.558143
-1429.7239,99,73.904233
-1386.1638,126,74.273921
490.73654,169,76.320234
-1299.4282,182,76.868127
-1427.9941,100,78.277683
-1313.1257,167,78.701571
-1361.4207,142,80.173737
-1369.8376,137,80.352417
-1315.0831,159,89.663836
-1287.6971,182,90.190594
