config_id,is_default,episodes,success_rate,obstacle_collision_rate,border_collision_rate,timeout_rate,mean_rms_cte,mean_rms_cte_success,mean_min_obstacle_clearance,mean_min_border_clearance,mean_control_effort,mean_abs_rudder_rate,mean_completion_time_s,param_delta_lookahead,param_w_lookahead,param_max_los_deg,param_k_rep,param_c_threshold,param_rep_power,param_rep_sigma_deg,param_max_rep_deg,param_k_headon,param_headon_deg,param_side_tie,param_default_side,param_kp,param_ki,param_kd,param_integral_limit,param_throttle_base,param_k_speed_obs,param_k_speed_head,param_min_throttle,param_bearing_mode
11,0,100,0.25,0.75,0.0,0.0,0.06621542125452988,0.07185097231304857,0.03887727727214295,0.9889766268513733,0.1390417181192302,1.7606303260561902,16.240000000000002,4.158614821425469,0.1774885387679576,85.2583335770916,6.9632664152142985,0.6076207107854719,3.3671812875572193,73.99970268360654,63.94778700940536,16.112172570794886,30.17525787339167,0.32097995377938715,-1.0,0.007879688645768651,0.0014149193600298013,0.01124572668297307,74.55587204995643,0.9618284965909768,2.237170887934448,0.8933240620291403,,nominal
12,0,100,0.25,0.75,0.0,0.0,0.05853358898925931,0.06653826598358951,0.03979598998265487,0.989098131567014,0.007462467549510543,0.5327804270190155,16.388,7.361411023059507,0.01914303174484666,49.16873169759116,21.76108527456389,0.7575533233417322,3.569375242923527,54.28454380241847,72.97197490645252,16.003934207385093,8.514448645788153,0.6754878518052924,1.0,0.004596307632721952,0.0026529623530409073,0.03466215836260495,257.9840762643305,0.6293728465157655,0.6408545760308715,0.4680727955043811,,nominal
13,0,100,0.53,0.47,0.0,0.0,0.35895664740758143,0.4074503489340839,0.08528752191523481,0.9869708769591093,2.6175461436405016,6.8498224571008075,20.201886792452832,6.25624774486641,0.20421837308272897,89.38546950193799,5.361278890969883,0.7467320212448529,1.0673621638166568,23.784730866689173,59.8202358821722,72.78704285943282,13.798722242620535,0.22399339302710963,-1.0,0.022710602596341514,0.0016430343657944174,0.0004015578505069417,288.420417359152,0.724233073264806,1.3497803053732733,0.35924420582277006,,nominal
14,0,100,0.8,0.18,0.02,0.0,1.0891411007287852,1.0236967018146905,0.24611676102347504,0.9553005538754351,10.21022664400629,11.87373225900696,22.8625,6.377739104285018,0.2601265647464502,50.80355903247418,4.049469950997622,0.5181977644095495,1.1806788259979726,21.905117373724742,69.5833386595922,74.44356751951496,31.62354742235551,0.38825877538317827,1.0,0.046950323905028894,0.0027441559012341904,0.0029359891748971336,124.59930696331692,0.9586006278943451,0.4770389775261183,0.48282203465870266,,actual
15,0,100,0.22,0.58,0.2,0.0,0.6095018514442178,0.07762999613446264,0.0696424321479194,0.784504568148369,1.0780716163514357,2.367312102403597,17.277272727272727,12.50164860771733,0.15664442341265675,79.38297265857332,16.28958331010894,0.41135750365477747,2.4195612467257,85.68584451008313,86.63969604006382,40.61072281208345,11.885257398361901,0.39824050808514,-1.0,0.0048962872469942775,0.002872195088199808,0.02338243946811872,160.35022427914316,0.37523412964444103,2.4110339331618107,1.3218025231710215,,nominal
16,0,100,0.27,0.73,0.0,0.0,0.05240233302498611,0.03952550849931056,0.04129823213880942,0.9887370624235821,0.6169413150586093,4.082203456860241,17.770370370370372,9.243771219340495,0.04176421378213455,58.84449285737502,45.666484742536504,0.7902368386100442,1.316354126713986,26.32296176087352,45.88078548393372,14.71368992534534,13.585491566192665,0.2702082159071429,1.0,0.035869960578745086,0.0003708076639633328,0.021637122604395032,354.77836157053184,0.39867797375576985,1.5940878803182699,0.5434076397332883,,nominal
17,0,100,0.25,0.75,0.0,0.0,0.06854696928808846,0.0641603197656889,0.04005880535937066,0.9885901530414936,0.03582849384607094,0.6069234573060935,18.172,12.414290489686808,0.26519668971567223,60.75401078702953,5.710657935191454,0.4096816957189675,3.70020289004898,61.24226916960126,69.15847529919999,9.501380964245646,21.70712347423097,0.47245867741951847,-1.0,0.0064813520207359305,0.0019389079899764488,0.024291577062943083,86.28157867311059,0.25452532494114694,2.0431582462494466,0.07293865912573527,,nominal
18,0,100,0.25,0.75,0.0,0.0,0.05999365992493424,0.0463823651543884,0.04010650385902413,0.9890479638498577,0.17983196810547283,1.9648419220790754,16.404,13.209771277599662,0.1079825091406696,77.5668832883679,4.9344590024659585,0.5679482900012389,3.682305684443185,38.25112575386177,84.53202072305035,19.109772516681854,13.65434475330338,0.7894144424750433,1.0,0.013500693538152081,0.0011004630262255823,0.001121965532404481,144.10145130628905,0.6749756240838912,0.9875467754415374,0.673220045521475,,actual
19,0,100,0.21,0.52,0.27,0.0,0.8025681187355075,0.08338467579430457,0.11031027364276853,0.7148273243472564,1.0290088858420292,2.228232599935779,16.799999999999997,13.78649894782854,0.4694039788008897,51.534948752195575,29.95700654876554,0.3999620700959369,2.617516367241301,56.458800387703086,61.54172859535757,73.47382470034592,22.856005693534716,0.43625218949827727,-1.0,0.005311691487671949,0.002015510778388228,0.024644818706001603,305.36198896648847,0.40986943631413186,0.26851011431688054,0.6851975008464173,,nominal
20,0,100,0.39,0.61,0.0,0.0,0.2172571433049724,0.29109545637665535,0.07137110722113879,0.9891524631355897,2.40156622274279,7.880032811477734,17.78717948717949,8.72034116907443,0.22089107008191472,56.884665888442754,14.790186568878557,0.770362440843205,1.469925571718023,20.62955020438029,62.87079336461029,96.33391173238411,23.338241793245192,0.21535901668376464,1.0,0.035630974759669864,0.0016291217778914297,0.022883885100110527,326.5788711178573,0.5318503046725079,0.11052887357460822,1.1840857908337585,,nominal
21,0,100,0.27,0.63,0.1,0.0,0.2714754157020361,0.17613397534472772,0.04139276926579909,0.8838015635073088,0.2518990861877888,1.711249340856574,16.78888888888889,11.08998712473234,0.5344298090094283,68.96379502289327,4.157907995353881,0.4532051361970106,2.8693885784315083,32.10958476085081,55.87980491339073,81.14206041352867,18.705807955453466,0.6947377930579677,-1.0,0.005215953417422977,0.0012563372602001149,0.01823322855248027,121.29466700805447,0.44961129180736237,0.03708305688745778,0.8750307470400289,,actual
22,0,100,0.26,0.71,0.03,0.0,0.14151779579284848,0.13631355209411622,0.03118603805557558,0.9572076991214048,0.10401009739528598,0.8076388421752688,17.396153846153844,11.56218766395889,0.3294717951684539,73.13031967430368,7.966733980879826,0.4951025865891819,1.1903261730637604,40.88256738439099,44.104899979449804,11.80039777112434,20.66681547515807,0.7571873277255784,1.0,0.004609770571716307,0.0015289803398823277,0.005481492187597316,292.33609343630707,0.3693495068324597,0.9703746125538002,0.08810616330193732,,actual
23,0,100,0.44,0.56,0.0,0.0,0.24955365156621628,0.24993916701359103,0.06918975590919434,0.9892304890712229,1.2733441426988321,9.37505690845744,17.663636363636364,6.238474083385531,0.17985544211863463,48.90864791497299,19.3462442009614,0.3001630372988899,3.3185525891782133,34.590312389592945,75.50872098662853,12.062781845931026,23.994405989821978,0.6687725526054851,-1.0,0.050292167324176934,0.0025369297289940746,0.009838049669298807,173.99755636714139,0.9074739399038929,0.8842151535195018,1.2769742941679743,,nominal
24,0,100,0.25,0.75,0.0,0.0,0.07004845422054853,0.07121415607976758,0.03998511482388646,0.9888432829224612,0.08107930169745753,1.1472263216343368,17.796000000000003,13.303720803906936,0.33128057932288935,73.7386901510925,27.550853586601296,0.4809389880358203,3.092323286374811,25.01793140088565,43.39265184080428,10.735172770351372,30.65093093832901,0.660665930434275,-1.0,0.009809405791038787,0.001949434783090799,0.009709974870546253,301.3256099861551,0.15281607342818232,0.29051757221262575,1.2956001291528498,,nominal
25,0,100,0.27,0.73,0.0,0.0,0.07844440031843472,0.07139467933887278,0.03644495376566713,0.9888170011583832,0.07459445280435592,1.3320827395948904,17.211111111111112,11.603796516454416,0.08507007266277322,74.16845053569128,4.7479391455199735,0.4651862509624132,1.9948205828099579,79.7474414910877,36.30964071845434,16.165062644053258,10.793462554146693,0.4733174125670996,-1.0,0.014766493861099015,0.0011550893712077876,0.0028603677368921154,219.36557306068738,0.6230277774689237,1.8868838211430776,0.9901866886356716,,nominal
26,0,100,0.3,0.69,0.01,0.0,0.20488560751675108,0.4138190459198002,0.028939528513002227,0.9787240650511836,0.7657163421010844,3.4973104428075845,18.766666666666662,6.3105683257173695,0.49126666024611587,51.9525879537068,16.99380838611893,0.5839567006523927,1.7743664102788541,66.27496906418051,87.60871295295453,16.697982841442133,34.59052727113723,0.024363460277477246,1.0,0.011309735279034267,0.001749108497975854,0.011756170787381772,297.3032000229894,0.3212272773723016,0.7275523642538162,1.1211252183205853,,nominal
27,0,100,0.26,0.58,0.16,0.0,0.47515387062001807,0.3368620240576761,0.09669278370591795,0.8198842439226928,0.5756309096140366,3.148348481626121,16.53846153846154,5.187501840987162,0.15458275492125886,67.22031290518211,63.18479269556242,0.43151912293976635,3.124693383693904,76.13368378189,48.61668626215002,48.77479071381259,23.348612270973536,0.21620597724798646,1.0,0.01225158989783229,0.0004666737865449933,0.028434585893473453,125.02884372063025,0.9375107060577921,1.0222750625437595,1.0823698545234173,,nominal
28,0,100,0.25,0.74,0.01,0.0,0.0954314164518993,0.09936142293198731,0.034762319361138175,0.9788192950049586,0.17394484314651085,2.17407616934257,16.52,13.851148384443821,0.48479098214603433,86.2611242684846,43.08460519887633,0.7118050708658274,1.7852177469588062,81.62211497461996,45.215586957292146,95.71230294422999,8.721522638627746,0.291668217000024,1.0,0.009163525976597147,0.0012525647027469672,0.034727142968688555,114.47105194585029,0.6699752107717688,1.2996297797368146,0.428895250928937,,actual
29,0,100,0.56,0.44,0.0,0.0,0.5157626271115351,0.4559463545246509,0.12715663264818836,0.9888756039788262,5.554802362501106,14.321723746513634,22.901785714285715,3.771608471413036,0.11614325666731375,71.64014195011661,18.120524824329525,0.5335092885286925,3.411315159972517,73.0777987872585,47.108050336174045,52.77610202147754,20.453931968895926,0.057280805286830924,1.0,0.05677614428381537,0.0005238459301130201,0.004484315439310636,133.61736774740848,0.2557691779830643,0.46162167384521363,0.679974241106089,,nominal
30,0,100,0.24,0.73,0.03,0.0,0.14480245363491162,0.08855671246183881,0.035054459161413525,0.957637487236288,0.15707167771114533,1.777590478047906,16.3625,8.305707989948846,0.021924494634840763,80.42489442733313,21.936806216507918,0.4082561820705008,2.501636147416609,57.03199433439878,53.72803544863379,15.2256350149961,17.25990995065713,0.19031870074862198,1.0,0.006411481675138174,0.0021154730355034935,0.008629634086153123,167.14068383696892,0.5460759011492458,0.00027186016134050917,0.36107533265015235,,nominal
