src,case,side,mode,response,engaged,target_hit,other_hit,goal,min_range,dcpa,tcpa,ct,k
dev,4,starboard,channel,a17_60_slow,False,False,False,True,2.509249648765573,2.4658059993829493,8.556858237844443,249.48839528708197,1.3425136869067356
dev,4,starboard,channel,other_60_slow,False,False,False,True,2.509249648765573,2.4658059993829493,8.556858237844443,249.48839528708197,1.3425136869067356
dev,5,starboard,basin,stand_on,True,True,False,False,1.7503996417243397,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,a17_30,True,False,False,True,1.1070731454387288,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,a17_60,True,False,True,False,1.3030535451608583,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,other_30,True,True,False,False,1.1189751268506343,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,other_60,True,True,False,False,1.3299227290757685,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,slow,True,True,False,False,1.6996316623954268,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,a17_60_slow,True,False,False,True,1.147804931453291,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,5,starboard,basin,other_60_slow,True,True,False,False,1.5474364525862834,0.011672841727625172,9.689499897718894,217.56740935493644,0.8907225687502824
dev,6,port,basin,stand_on,True,False,False,True,2.4026930488924227,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,a17_30,True,False,False,True,1.549586925653223,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,a17_60,True,False,True,False,1.3405334641292797,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,other_30,True,False,False,True,3.0006477708241923,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,other_60,True,False,True,False,3.0631332759980108,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,slow,True,True,False,False,1.496807143858813,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,a17_60_slow,True,True,False,False,1.081098571555123,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,6,port,basin,other_60_slow,True,True,False,False,1.747063206635489,2.4529873854013067,9.062939829678658,93.3183488559975,0.8653139745663506
dev,7,port,channel,stand_on,True,True,False,False,1.5119560495237954,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,a17_30,True,True,False,False,1.325599079454343,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,a17_60,True,True,False,False,1.324589707687971,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,other_30,True,True,False,False,1.221101002738146,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,other_60,True,False,True,False,1.6923712454287527,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,slow,True,True,False,False,1.324910338392405,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,a17_60_slow,True,False,False,True,1.8822657315962512,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,7,port,channel,other_60_slow,True,True,False,False,1.2650951191638107,0.17000430075675282,11.63413261725211,79.82436139105627,0.7007576968659078
dev,8,port,basin,stand_on,True,True,False,False,1.7740798348736135,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
dev,8,port,basin,a17_30,True,False,False,True,1.1914602878783076,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
dev,8,port,basin,a17_60,True,False,False,True,1.2911794252908926,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
dev,8,port,basin,other_30,True,True,False,False,1.2120240576408743,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
dev,8,port,basin,other_60,True,True,False,False,1.2102672382236175,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
dev,8,port,basin,slow,True,True,False,False,1.7235882092646329,0.23622966892240083,8.507879150870341,151.61089879673176,0.9115353525745068
