scenario,outcome,k,dcpa_drawn,min_range,steps,max_u,engaged_steps,engaged_u,engaged_throttle,engaged_reward,engaged_col,engaged_pf,engaged_prog,engaged_exist,engaged_over_gate,engaged_v_hold_fires,engaged_v_hold_mean,other_steps,other_u,other_throttle,other_reward,other_col,other_pf,other_prog,other_exist,other_over_gate,other_v_hold_fires,other_v_hold_mean
60,goal,1.5589974052060438,1.7522968062198747,2.697731320472262,35,0.743556522070691,27,0.6978249459435403,0.2867252065075768,-0.9801730416797452,-1.6275402605667058,-0.3484327018490667,1.5,-0.25,0.8148148148148148,0.8518518518518519,0.40186179273251993,8,0.6790790839315464,0.37089764105621725,12.384061421966711,-0.7149061198652966,-0.3872073085143934,1.5,-0.25,0.75,0.375,0.17652002959636953
61,goal,1.574993333289581,2.045196520946249,2.402065539717001,38,0.760830488595632,26,0.6156529846148808,0.22233261425907797,0.017885022228599137,-0.9109650977146384,-0.06018350055515809,1.5,-0.25,0.15384615384615385,0.6923076923076923,0.22492965375670085,12,0.6875019494904585,0.40919395939757425,8.908422116453506,-0.011573403451288017,-0.42200960039211494,1.5,-0.25,0.75,0.08333333333333333,0.0028576304817995103
62,goal,1.6287319791986683,1.7168351782568199,2.9773391709344974,35,0.7566357284449413,32,0.7080301326188114,0.2817278395232279,-1.0091995054567193,-1.5535305905118295,-0.4606448537208363,1.5,-0.25,0.84375,0.96875,0.3835878001263777,3,0.6376797563264442,0.5219654540220896,33.70752975837641,-0.47724777057326234,-0.1836214224436452,1.5,-0.25,0.3333333333333333,0.6666666666666666,0.11783895569710183
63,collision:boundary,1.6952223049663313,1.3384111803369196,1.5125394199805289,45,0.9175960048973831,24,0.6957386142517583,0.32034540362656116,-2.330737688540481,-1.0048216340744816,-1.5345568262148284,1.1351602953819118,-0.25,0.4583333333333333,0.2916666666666667,0.24810410717888431,21,0.7261505810896366,0.08783574934516634,-18.08844950628237,-0.1246927508552722,-1.9960719272280172,1.2857142857142858,-0.25,0.7619047619047619,0.047619047619047616,0.030788333544511656
64,goal,1.7103524912203836,1.3554472627926804,1.9285737297950956,38,0.784029017401531,27,0.6445756830246411,0.23892937079761867,-0.049384142393421586,-0.7231024205586442,-0.2229695330244011,1.5,-0.25,0.25925925925925924,0.48148148148148145,0.1785438075453442,11,0.7151574846992719,0.42025338621302083,8.556370570137931,-0.49293365523002,-0.9481706453278381,1.5,-0.25,0.8181818181818182,0.2727272727272727,0.12171201363704198
65,goal,1.7202843180687097,1.26594027665971,2.29245637195021,32,0.914528692743002,29,0.7801974558534089,0.5486566563104761,0.5491765586368812,-2.635198288603769,-1.2637874129755204,1.5,-0.25,0.896551724137931,0.896551724137931,0.6506662440996961,3,0.6823727227029938,0.2941863685846329,-2.060125114584188,-2.0552208010032706,-0.8491043085697582,1.5,-0.25,0.3333333333333333,0.6666666666666666,0.5074619261736469
66,goal,1.739775414084976,1.8649907102640115,2.6762714850987583,34,0.772073662747942,23,0.7195467086743037,0.39582633810198825,-1.1043964952293595,-1.4804647538126097,-0.6390930831865171,1.5,-0.25,0.8695652173913043,0.6956521739130435,0.3655468527932369,11,0.7314681070285634,0.3483995548026128,9.061368209107448,-0.22450764154097114,-0.8568316768218026,1.5,-0.25,0.8181818181818182,0.09090909090909091,0.05543398556567189
67,goal,1.6519851812383162,1.1780699883974688,3.0248296870650035,33,0.8273585531324181,30,0.7440810552280294,0.4229525625705719,-2.339422798836931,-2.4962060050856087,-0.8451461366291056,1.5,-0.25,0.9333333333333333,0.9666666666666667,0.6163471617495329,3,0.6586094020740194,0.3154195050398509,32.44330895062952,-1.2454003429561415,-0.4931885629796549,1.5,-0.25,0.3333333333333333,0.6666666666666666,0.3075062575200349
68,goal,1.808466731938762,1.1978143228060183,2.195357322213664,37,0.7657690640233757,29,0.6576502101516597,0.22643940202121077,-0.2052050478126085,-0.8444609366283231,-0.3122568474820286,1.5,-0.25,0.2413793103448276,0.4482758620689655,0.20850887324156128,8,0.6684936490752247,0.3617840651422739,12.029932751524266,-0.7508409976443384,-0.564156493094068,1.5,-0.25,0.5,0.25,0.185392838924528
69,collision:target,1.760018034004764,0.19086248924666288,1.9052885150155376,30,0.9279421097559203,21,0.8074216014376933,0.596142610623723,-3.5485768722810027,-2.9649213164710373,-1.5867266647504958,1.5,-0.25,0.9047619047619048,0.9523809523809523,0.7320793374002561,9,0.7064696627705387,0.020080953939921327,-33.42936891812204,-0.07995643189283773,-0.8302178037195769,1.5,-0.25,0.6666666666666666,0.1111111111111111,0.019742328862429066
