scenario,outcome,k,dcpa_drawn,min_range,steps,max_u,engaged_steps,engaged_u,engaged_throttle,engaged_reward,engaged_col,engaged_pf,engaged_prog,engaged_exist,engaged_over_gate,engaged_v_hold_fires,engaged_v_hold_mean,other_steps,other_u,other_throttle,other_reward,other_col,other_pf,other_prog,other_exist,other_over_gate,other_v_hold_fires,other_v_hold_mean
60,goal,1.5589974052060438,1.7522968062198747,2.5748676448489776,40,0.633928182277673,24,0.6164357744047467,0.13344763254281133,-0.6347378777748715,-1.6335233831998002,-0.06353869638405937,1.5,-0.25,0.0,0.5416666666666666,0.40333910696291353,16,0.5932828092635638,0.07749244943261147,7.010546024576779,-0.17476009727501077,-0.14169010457601675,1.5,-0.25,0.0,0.0625,0.043150641302471794
61,goal,1.574993333289581,2.045196520946249,2.651757580778528,42,0.6087524322408425,26,0.5670624046058581,0.06340429656064281,0.19008794352893393,-0.7106259398154512,-0.13179251355406535,1.5,-0.25,0.0,0.7307692307692307,0.1754631950161608,16,0.5786581321832736,0.14458598336204886,7.138009166812565,-0.0518374812177438,-0.13378118980017756,1.5,-0.25,0.0,0.0625,0.012799378078455258
62,goal,1.6287319791986683,1.7168351782568199,2.33657565995425,38,0.6640240560579824,34,0.6325797592386577,0.12206964811091037,0.551641904507787,-0.5140490484016783,-0.056204277103923395,1.5,-0.25,0.0,0.6176470588235294,0.12692569096337739,4,0.5827346934687702,0.06171944458037615,25.62121819693978,-0.26700922919424797,-0.044176498297229416,1.5,-0.25,0.0,0.25,0.06592820473932048
63,collision:boundary,1.6952223049663313,1.3384111803369196,1.9871771716188709,55,0.8946158420141807,12,0.5222980915802193,-0.11750649319340785,0.020763100154325437,-0.6226870402595547,-0.23154985958611984,1.5,-0.25,0.0,0.25,0.15374988648384066,43,0.6740551069486228,0.3990812162153943,-11.740095303648413,-0.027138848405143176,-1.7906835259044913,1.186046511627907,-0.25,0.4883720930232558,0.023255813953488372,0.0034369564680202893
64,goal,1.7103524912203836,1.3554472627926804,1.833202664103235,48,0.6901222731846287,20,0.5562756347853612,0.0445403337944299,-0.30159377528218145,-1.3886299796720547,-0.08310961599703537,1.5,-0.25,0.0,0.5,0.3428715999190258,28,0.4935389237143519,-0.24688808540148394,3.772883189700636,-0.125826080654175,-0.650125486621205,1.4891071501776634,-0.25,0.14285714285714285,0.03571428571428571,0.031068168062759256
65,goal,1.7202843180687097,1.26594027665971,2.156546679070291,42,0.6510374782740527,22,0.5789692824417354,0.04547393516722051,-0.20635559820132976,-1.1355747986923805,-0.12438828480832557,1.5,-0.25,0.0,0.5454545454545454,0.2803888391833038,20,0.58987271215754,0.13447670745663345,5.542422538908045,-0.14517380263851506,-0.2992022848412295,1.5,-0.25,0.0,0.05,0.03584538336753458
66,goal,1.739775414084976,1.8649907102640115,2.4434780732239227,40,0.6353881660881664,19,0.6105882143859963,0.15422063399302333,-0.17314595348486284,-1.1779336923556514,-0.040582716015332226,1.5,-0.25,0.0,0.631578947368421,0.2908478252730003,21,0.605771004458312,0.05253097277489446,5.5688148827981765,-0.11085566372620262,-0.12520567831713683,1.5,-0.25,0.0,0.047619047619047616,0.027371768821284597
67,goal,1.6519851812383162,1.1780699883974688,2.0425111089201824,39,0.6449291197042216,33,0.6229481592251588,0.13560775692828678,-0.7898308100422234,-1.65014322582456,-0.14856466226885914,1.5,-0.25,0.0,0.6363636363636364,0.4074427718085334,6,0.5917862832865863,0.06634516827762127,17.03746008758583,-0.40322012812559777,-0.22611502106817727,1.5,-0.25,0.0,0.16666666666666666,0.09956052546311055
68,goal,1.808466731938762,1.1978143228060183,1.7389479982729372,41,0.6824918151134601,22,0.6020685275525577,0.13665802776813507,-0.34308747912294135,-1.3945118309945548,-0.03526672201698044,1.5,-0.25,0.0,0.4090909090909091,0.3443239088875444,19,0.5687161416840307,-0.26899397981009987,5.593767873581535,-0.19355919395115206,-0.37780500331225236,1.5,-0.25,0.15789473684210525,0.05263157894736842,0.047792393568185695
69,goal,1.760018034004764,0.19086248924666288,1.6325796240401014,41,0.762219855204434,25,0.6882705347561766,0.24111835218966007,-1.0154643967469124,-1.387778667261426,-0.5799139617568844,1.5,-0.25,0.56,0.52,0.34266139932380896,16,0.6177336616027806,0.09894060017541051,6.340532144812193,-0.19659223060649844,-0.6239029522890229,1.4145776736861753,-0.25,0.0625,0.0625,0.04854129150777739
70,goal,1.8009547073915488,1.4967787552906244,1.8035928587474344,38,0.7015802037747556,20,0.6381130452143484,0.22506136945448815,-0.1794743100763406,-1.186319145526581,-0.039794248598121265,1.5,-0.25,0.3,0.45,0.2929183075374274,18,0.6460728159310842,0.06326948592646255,6.271463518885929,-0.11649666647629914,-0.0887078112415784,1.5,-0.25,0.4444444444444444,0.05555555555555555,0.028764609006493618
71,goal,1.6827260396779722,1.403376455442556,2.2131884658901986,42,0.7464702856266099,27,0.5793923657160902,-0.0020538994835482705,-0.20021828888404006,-1.168544446635344,-0.10988019927202979,1.5,-0.25,0.07407407407407407,0.4444444444444444,0.28852949299638125,15,0.5797710452804025,-0.04432652232547601,6.960398075099807,-0.25167980862366995,-0.48695214337042514,1.5,-0.25,0.2,0.06666666666666667,0.06214316262312838
72,goal,1.7435718408007386,0.3248875190088812,1.6131075408973639,37,0.7746366028938156,26,0.6689715093901836,0.29771879071799606,-2.1303081783515245,-2.728216248779366,-0.40067467339971646,1.5,-0.25,0.46153846153846156,0.6538461538461539,0.6736336416739177,11,0.6323955210083622,-0.009142149239778519,9.39369434735591,-0.26778070703087936,-0.4118913476556806,1.5,-0.25,0.2727272727272727,0.09090909090909091,0.06611869309404428
73,collision:target,1.6080635662841791,0.0815323362712651,1.8712529951766483,29,0.7932719126068373,24,0.6571184735154408,0.2997620818205178,-3.5652794703026083,-4.1897602044026785,-0.31342178986722147,1.5,-0.25,0.3333333333333333,0.9583333333333334,1.0505914024292047,5,0.6102791039661568,-0.04121189620345831,-60.15542885711649,-0.7267242943114237,-0.3248515273254457,1.5,-0.25,0.4,0.2,0.17943809736084534
74,goal,1.6250940949254407,1.9081779744704535,2.426721192163736,42,0.7093314111155447,26,0.5863861382687732,0.031217350660321806,0.08980008495018763,-0.9151248346786617,-0.09342870173195796,1.5,-0.25,0.11538461538461539,0.38461538461538464,0.22595674930337323,16,0.5773563472551274,-0.15078518679365516,6.484167350484705,-0.4134094337778863,-0.3555423143531796,1.5,-0.25,0.125,0.125,0.10207640340194722
75,goal,1.8822634959606326,1.7811026599624644,2.5139451351910713,41,0.6494736866811661,18,0.6111505806027213,0.08816632028255197,0.26075564168150556,-0.6075179657661499,-0.06330635375011177,1.5,-0.25,0.0,0.4444444444444444,0.15000443599164198,23,0.5729727447081013,-0.023896804281874844,5.0721282048728895,-0.11161153810570686,-0.19674027796325472,1.5,-0.25,0.0,0.043478260869565216,0.027558404470544896
76,goal,1.619021115448451,1.581172144619873,2.2354974606984164,40,0.6488020677237475,33,0.6176665239930467,0.13735198531525605,-1.2612675733331993,-2.160319107089697,-0.09740988654455668,1.5,-0.25,0.0,0.6666666666666666,0.5334121252073326,7,0.6073938361309134,0.08026297177587237,14.810243119015066,-0.388604579894535,-0.18525664805156555,1.5,-0.25,0.0,0.14285714285714285,0.09595174812210741
77,goal,1.6699191028135496,1.7425760355788675,2.1863668108308056,44,0.7132107139680616,22,0.6111261836914283,0.05151487116447904,-0.15638276559824088,-1.0408588902434497,-0.16939451346769818,1.5,-0.25,0.09090909090909091,0.4090909090909091,0.25700219512183947,22,0.488423865388185,-0.2863922772759741,4.629350065942625,-0.08818613837456282,-0.8073505168429105,1.5,-0.25,0.09090909090909091,0.045454545454545456,0.021774355154213044
78,goal,1.7435666805502583,1.4588206169932798,1.8575802196706723,43,0.7290293687388817,21,0.6043437906364176,0.008276217306653658,0.13492191199440637,-0.8133321525621598,-0.07777242513940139,1.5,-0.25,0.047619047619047616,0.2857142857142857,0.2008227537190518,22,0.5221608659284361,-0.3203162249516357,4.746533818904286,-0.16400585150174507,-0.6737183989588049,1.4984246924530467,-0.25,0.2727272727272727,0.045454545454545456,0.040495271975739516
79,goal,1.8514550932697031,1.8722641319819475,1.8820371937462588,55,0.6761483373138314,17,0.48400471158439007,-0.3253458295674885,-0.37447139371374694,-0.9152720219726223,-0.43763923082022604,1.5,-0.25,0.0,0.35294117647058826,0.22599309184509192,38,0.44061690124686664,-0.19285386131684246,2.3681031512038246,-0.09563886660940964,-0.9514509359585527,1.4304368354376578,-0.25,0.02631578947368421,0.02631578947368421,0.02361453496528633
