scenario,outcome,k,dcpa_drawn,min_range,steps,max_u,engaged_steps,engaged_u,engaged_throttle,engaged_reward,engaged_col,engaged_pf,engaged_prog,engaged_exist,engaged_over_gate,engaged_v_hold_fires,engaged_v_hold_mean,other_steps,other_u,other_throttle,other_reward,other_col,other_pf,other_prog,other_exist,other_over_gate,other_v_hold_fires,other_v_hold_mean
60,goal,1.5589974052060438,1.7522968062198747,2.4834081785208872,37,0.7602457024896448,26,0.6799124510967922,0.2799054372769136,-0.9602448950236356,-1.6119080540368502,-0.2578264004062031,1.5,-0.25,0.4230769230769231,0.6923076923076923,0.3980019886510741,11,0.6275870579370896,0.018217156556519596,9.882990176175541,-0.012341401537374784,-0.07608678429172806,1.5,-0.25,0.18181818181818182,0.09090909090909091,0.0030472596388579705
61,goal,1.574993333289581,2.045196520946249,2.4502729077646155,40,0.6348164271925275,25,0.594636838900968,0.2138253429532051,-0.19396530921742505,-1.09967917187829,-0.007352970152790878,1.5,-0.25,0.0,0.72,0.27152572145142956,15,0.616097820414586,0.1214202990134557,7.560919357022953,-0.011293811879295028,-0.034003467306537916,1.5,-0.25,0.0,0.06666666666666667,0.0027885955257518583
62,goal,1.6287319791986683,1.7168351782568199,2.4080591613227424,35,0.7447192949017882,32,0.6871384690216473,0.228245044068899,-1.2453181160164064,-1.80627667225269,-0.4121051476598946,1.5,-0.25,0.65625,0.875,0.44599424006239263,3,0.6360573480948072,0.38219280044237774,33.71204169321652,-0.3476989077102519,-0.023592732406557904,1.5,-0.25,0.3333333333333333,0.3333333333333333,0.08585158215067949
63,collision:target,1.6952223049663313,1.3384111803369196,1.0845835623440987,15,0.6619077575694416,13,0.5725684973876821,0.3381907091690944,-22.881248489307072,-0.4996520110424638,-0.20609512013814918,1.4972078248399259,-0.25,0.0,0.15384615384615385,0.12337086692406513,2,0.540212421329626,-0.29122701473534107,-0.7034251135499318,-1.3248301478980382,-0.12859496565189343,1.5,-0.25,0.0,0.5,0.3271185550365526
64,goal,1.7103524912203836,1.3554472627926804,2.142877456160926,38,0.8941823091966701,24,0.631421545340308,0.24409881234169006,-1.0188774781823104,-1.3865690712553231,-0.5091874413494812,1.5,-0.25,0.20833333333333334,0.5416666666666666,0.34236273364328973,14,0.7373398902722531,0.6361656252826963,6.325906223128089,-0.35447662500986216,-1.287659419090689,1.5,-0.25,0.5714285714285714,0.14285714285714285,0.0875250925950277
65,goal,1.7202843180687097,1.26594027665971,1.7543160773026567,35,0.7740336757149626,27,0.6847949749992142,0.34563880662123364,-1.4771993980169944,-1.896976347476155,-0.4532778611398524,1.5,-0.25,0.5555555555555556,0.7777777777777778,0.46838922159905066,8,0.7120767044570271,0.2345830574631691,12.618282800706378,-1.6644763675019206e-05,-0.7746636301519807,1.5,-0.25,0.75,0.125,4.109818191362767e-06
66,goal,1.739775414084976,1.8649907102640115,2.266758927560394,36,0.806760427505483,25,0.691811105604319,0.3569640988111496,-1.071459682119954,-1.4625481686068553,-0.4406656098619027,1.5,-0.25,0.56,0.56,0.36112300459428526,11,0.6542980061416279,-0.023638265546072613,9.552330199803485,-0.21749541795947935,-0.17761894738797115,1.5,-0.25,0.2727272727272727,0.09090909090909091,0.05370257233567391
67,goal,1.6519851812383162,1.1780699883974688,2.028497501723501,35,0.7725812681880381,33,0.6903191408963532,0.2832405611195348,0.9084282269571534,-2.7223584157889946,-0.3373721415835926,1.5,-0.25,0.7272727272727273,0.9090909090909091,0.6721872631577764,2,0.5778944210473571,0.2090664654970169,0.13663213745780267,-0.6120378401336403,-0.0013300224085570633,1.5,-0.25,0.0,0.5,0.15112045435398525
68,goal,1.808466731938762,1.1978143228060183,2.225881732917301,36,0.9414454347499537,26,0.6785101989896061,0.32360044250694603,3.1298429458410544,-0.8737000600674307,-0.7303079386419478,1.5,-0.25,0.38461538461538464,0.38461538461538464,0.21572840989319278,10,0.7077378026251994,0.46756047382950783,-0.7592004571047521,-0.6435254377619524,-0.906764151480887,1.5,-0.25,0.8,0.2,0.15889516981776602
69,collision:target,1.760018034004764,0.19086248924666288,1.8627568636619503,21,0.8606526036430482,17,0.7034496110021671,0.4584705058266135,-2.3985781353014355,-2.676010578323391,-0.6065712336897635,1.5,-0.25,0.5882352941176471,0.8235294117647058,0.6607433526724422,4,0.6201047233821894,-0.15331625938415527,-75.78154525847008,-0.7942662811064412,-0.7372789773636208,1.5,-0.25,0.25,0.25,0.19611513113739287
