scenario,outcome,k,dcpa_drawn,min_range,steps,max_u,engaged_steps,engaged_u,engaged_throttle,engaged_reward,engaged_col,engaged_pf,engaged_prog,engaged_exist,engaged_over_gate,engaged_v_hold_fires,engaged_v_hold_mean,other_steps,other_u,other_throttle,other_reward,other_col,other_pf,other_prog,other_exist,other_over_gate,other_v_hold_fires,other_v_hold_mean
60,goal,1.5589974052060438,1.7522968062198747,2.345216190942225,39,0.7202733262877721,22,0.6382634746461732,0.24039132063361732,-1.6296540734640885,-2.4677572661374856,-0.06002011805723188,1.5,-0.25,0.09090909090909091,0.6363636363636364,0.6093227817623421,17,0.6497892651500157,0.21628395402256181,6.433987746527142,-0.28424171449698,-0.09128984182235825,1.5,-0.25,0.23529411764705882,0.11764705882352941,0.07018313938197036
61,goal,1.574993333289581,2.045196520946249,2.09985698252689,43,0.6363993018189881,31,0.5732759601851497,0.2243827875823744,-0.30569236593713484,-1.2189443336911305,-0.12803263056599412,1.5,-0.25,0.0,0.41935483870967744,0.3009739095533655,12,0.572704283009816,0.17364852565030256,9.265156639239356,-0.0633132145096539,-0.06555167148767962,1.5,-0.25,0.0,0.08333333333333333,0.015632892471519482
62,goal,1.6287319791986683,1.7168351782568199,2.3490227530858516,38,0.7428790330201686,26,0.6292217409617374,0.17350506524627024,-1.9286753281049822,-2.6711585742519466,-0.1988118338111398,1.5,-0.25,0.34615384615384615,0.7692307692307693,0.6595453269757893,12,0.6940819828155155,0.2600012943148613,8.784797488165426,-0.0879367736970899,-0.42982951049106255,1.5,-0.25,0.75,0.08333333333333333,0.021712783628911086
63,collision:obstacle,1.6952223049663313,1.3384111803369196,1.7593711640886835,29,0.9436192083953937,17,0.7155376212022375,0.4771309968303232,-4.547525679922233,-4.609754537166212,-0.8217661830530884,1.5,-0.25,0.7058823529411765,0.7058823529411765,1.2016453294436251,12,0.8416747872417835,0.6373623802016178,-30.729173490815203,-0.2272969659143856,-1.9478809343157124,1.5,-0.25,0.8333333333333334,0.08333333333333333,0.05612270763318163
64,goal,1.7103524912203836,1.3554472627926804,1.8714779318741421,37,0.9036824369134157,30,0.6727677659871218,0.34266849694152673,2.4392968407761857,-1.361527636938825,-0.47554868841815273,1.5,-0.25,0.36666666666666664,0.5333333333333333,0.3361796634416852,7,0.6664435362738086,0.3642008347170694,-0.7305321023960555,-1.0287222234395144,-0.5466029727297047,1.5,-0.25,0.14285714285714285,0.2857142857142857,0.2540054872690159
65,goal,1.7202843180687097,1.26594027665971,1.7222006634003633,39,0.7517773248507071,21,0.591292010854624,0.11627352344138282,-0.8111531028346664,-1.6282142638080581,-0.1282700295321678,1.5,-0.25,0.09523809523809523,0.5238095238095238,0.4020282132859403,18,0.657415494350426,0.17702890973952082,5.845325175880705,-0.21350913198972585,-0.4097506338999554,1.5,-0.25,0.3333333333333333,0.05555555555555555,0.052718304194994035
66,goal,1.739775414084976,1.8649907102640115,2.0631094307370677,39,0.7390258352272726,20,0.620488923784864,0.20842886492609977,-0.4225877500126544,-1.321782412442356,-0.09692999227998991,1.5,-0.25,0.2,0.45,0.3263660277635447,19,0.6636502222795541,0.23649516780125468,5.743995005558512,-0.1281633170135224,-0.2543618095892572,1.5,-0.25,0.3684210526315789,0.05263157894736842,0.03164526346012899
67,goal,1.6519851812383162,1.1780699883974688,1.7975443753949467,39,0.7216790462624628,29,0.612977432130997,0.16403231153200412,-1.33955273080606,-2.1166254376501317,-0.14661279413025738,1.5,-0.25,0.1724137931034483,0.6896551724137931,0.5226235648518842,10,0.673945002848002,0.24693391025066375,10.334906853889171,-0.25635925913944,-0.2727702665282917,1.5,-0.25,0.5,0.1,0.06329858250356545
68,goal,1.808466731938762,1.1978143228060183,2.2224489197989956,40,0.8836620780490392,21,0.6126748762381836,0.17572948886525064,4.281182797234116,-1.1003702625636649,-0.2855982474207416,1.5,-0.25,0.09523809523809523,0.47619047619047616,0.2716963611268308,19,0.6336128686378316,0.29753768738163144,-0.028215422348792287,-0.3620397722806187,-0.579591868570052,1.5,-0.25,0.21052631578947367,0.10526315789473684,0.08939253636558486
69,collision:target,1.760018034004764,0.19086248924666288,1.7471451880166564,25,0.884055653479744,19,0.7162704475137635,0.42280871538739456,-2.678706991384223,-2.9121295500879323,-0.7300698747510335,1.5,-0.25,0.631578947368421,0.7894736842105263,0.719044333355045,6,0.6697701233646135,0.2596621550619602,-50.144847167702956,-0.11685950282752137,-0.8004648000936077,1.4419709434898367,-0.25,0.5,0.16666666666666666,0.028854198229017622
70,goal,1.8009547073915488,1.4967787552906244,2.223130944791548,43,0.7040977233917523,18,0.5900042769064296,0.061754436128669314,0.16611896407079874,-0.6680561614094415,-0.10794614362440624,1.5,-0.25,0.0,0.3888888888888889,0.16495213861961514,25,0.5794570115404748,0.1463443446159363,4.5084258835213715,-0.03386996142731922,-0.33079039673529953,1.5,-0.25,0.12,0.04,0.008362953438844252
71,goal,1.6827260396779722,1.403376455442556,2.2384769798256796,39,0.7677026092550221,36,0.6142507094215879,0.20792806810802883,2.488156037219958,-0.9610838399251459,-0.3197026651306303,1.5,-0.25,0.19444444444444445,0.5,0.23730465183336935,3,0.6417034103561727,0.32127496351798374,-0.8193163873069178,-1.3426049906075646,-0.22671139669935325,1.5,-0.25,0.3333333333333333,0.3333333333333333,0.3315074050882875
72,goal,1.7435718408007386,0.3248875190088812,1.0759538663044952,35,0.860974518158079,28,0.6946119492292867,0.4611198085227183,1.483936745872375,-2.516774362446906,-0.5419294027774808,1.5,-0.25,0.7142857142857143,0.6071428571428571,0.634712234384993,7,0.7220986732295912,0.1301319503358432,0.19104065353222985,-0.09787003500356874,-0.6397993556305502,1.5,-0.25,0.7142857142857143,0.14285714285714285,0.02416544074162191
73,goal,1.6080635662841791,0.0815323362712651,2.6468875109216436,33,0.9274194843442459,27,0.7221964335275891,0.4366980934584582,0.3524802260539996,-3.366715079873743,-0.8443653105420508,1.5,-0.25,0.5925925925925926,0.8518518518518519,0.8312876740428996,6,0.8132329814158724,0.628413754204909,-1.440343850859784,-0.5253918713960187,-1.6649519794637648,1.5,-0.25,0.6666666666666666,0.16666666666666666,0.12972638799901698
74,goal,1.6250940949254407,1.9081779744704535,2.766578176712543,40,0.7806085749939302,31,0.6263262214910584,0.21722432466283922,-0.5722344545671141,-1.15002099307636,-0.37894515789781896,1.5,-0.25,0.1935483870967742,0.7741935483870968,0.2839558007595951,9,0.6225547125960672,0.15852642059326172,10.848338224293046,-0.7077391627872783,-0.4130083171359382,1.5,-0.25,0.2222222222222222,0.4444444444444444,0.17475041056476007
75,goal,1.8822634959606326,1.7811026599624644,1.9629868705161224,38,0.8627444272880567,20,0.6036214655912379,0.0883444719016552,-0.13019200023633784,-1.064425644660402,-0.03584502818851955,1.5,-0.25,0.0,0.35,0.26282114682972885,18,0.6710927681183877,0.44013191262880963,5.833065141338176,-0.15192705138412158,-0.4831279494668965,1.5,-0.25,0.2777777777777778,0.05555555555555555,0.037512852193610266
76,goal,1.619021115448451,1.581172144619873,2.118672352807776,40,0.7357453016354386,25,0.6155430073218163,0.1509095075726509,-1.6825265336002635,-2.5136255650840114,-0.0970382468998008,1.5,-0.25,0.2,0.8,0.6206482876750645,15,0.6780492628453347,0.268116657435894,7.096992697167271,-0.23345628217767078,-0.34644930568195115,1.5,-0.25,0.6666666666666666,0.06666666666666667,0.057643526463622405
77,goal,1.6699191028135496,1.7425760355788675,1.7146025405413674,36,0.8891640927823597,28,0.6813034278315954,0.3398527848933424,-0.6526129476928885,-1.1517439617025054,-0.4798133290333815,1.5,-0.25,0.35714285714285715,0.5,0.28438122511172975,8,0.7018177545271165,0.4054028671234846,12.114991575520953,-0.2225299248873608,-0.9022516939330874,1.5,-0.25,0.375,0.125,0.05494566046601501
78,goal,1.7435666805502583,1.4588206169932798,1.6434010507887407,34,0.8917733220357963,25,0.7141465454906774,0.4512079876661301,-0.8249768314305865,-1.1266920482789942,-0.6523439721014072,1.5,-0.25,0.8,0.44,0.2781955674762948,9,0.739208079998091,0.3269200701680448,10.67389465791144,-0.3082665237582765,-0.9035049884943555,1.5,-0.25,0.7777777777777778,0.1111111111111111,0.07611519105142629
79,goal,1.8514550932697031,1.8722641319819475,2.340412977627359,43,0.8065533864034519,17,0.5446169006016178,-0.00020587575786253984,-0.1589421949685725,-0.9794565460264145,-0.15506933194000203,1.5,-0.25,0.0,0.35294117647058826,0.24184112247565798,26,0.6093795826490787,0.04481727558259781,1.6188817016125385,-0.14827144129671363,-0.5803003040959746,1.5,-0.25,0.2692307692307692,0.038461538461538464,0.03661023241894163
