width,bend,has_bend,dcpa_drawn,offset_frac,spawn_off_centre,outcome,collided_target,steps,min_range,lat_at_min,snaps,first_snap_step,max_jump,max_dh,coll_within_3s_of_snap,frac_not_head_on_near,clamp,policy,idx
8.052652779000283,0.0,False,1.1594090426277182,-0.20986959781168124,0.31817068120761766,goal,False,68,1.1655260169145096,1.1513601135224196,52,57.0,0.3576575324715045,0.11774667785351767,False,0.7692307692307692,on,follower,65
7.7911180551681705,7.9177772998809814,False,0.4570427385228544,-0.015184296403768172,1.0177130699873749,collision:target,True,23,1.8422530227956733,0.2995676265546494,0,,0.0,0.0,False,0.0,on,follower,66
8.058683493341555,0.0,False,1.8903711810709838,0.2402799145861965,1.0121107522667172,goal,False,69,1.910173921628808,-1.899833841411939,0,,0.0,0.0,False,1.0,on,follower,67
7.45470694311339,0.0,False,0.660787727619307,-0.07790998302950011,1.733391300825961,collision:target,True,25,0.9939116844052318,-0.6831068004522163,0,,0.0,0.0,False,0.3571428571428571,on,follower,68
8.0,-4.9761759547219375,False,0.5039496003729844,0.2614786597960627,3.546243243762698,goal,False,69,1.0528304988901263,-1.041254649917711,66,0.0,3.5332050282185796,13.024154124947131,False,0.7666666666666666,on,follower,69
7.871261456205144,10.60754656791687,False,1.8533873149793867,0.2119228017218523,2.943277697468197,goal,False,66,2.3437395718446896,-2.3436842856027362,3,65.0,1.343485360472138,1.8253733703244848,False,1.0,on,follower,70
7.999999999999998,0.0,False,1.3472959214865994,0.1106670748556778,1.169571502351377,goal,False,68,1.3577415375028676,-1.3562083584182147,40,60.0,0.6397914472505584,2.0484358958210294,False,0.9,on,follower,71
7.950001791245903,0.0,False,0.04001909622158317,-0.10071937986940316,1.9538597628432226,collision:target,True,22,1.8412825277643041,-0.22365219963782357,0,,0.0,0.0,False,0.0,on,follower,72
7.863276001671432,-5.253220796585083,False,1.7471811503729884,0.019123959235535268,2.594275756406234,goal,False,68,1.7600160520782822,1.7580111568027779,0,,0.0,0.0,False,0.9642857142857143,on,follower,73
8.008860336223405,10.60754656791687,False,1.3391572103818132,0.3,1.3212296107553778,goal,False,67,1.393900804929353,1.3853899125735958,4,66.0,3.6038956900040424,6.087668280059745,False,0.75,on,follower,74
7.882723556205311,0.0,False,1.3960193236397112,0.19971112737063357,1.3344236595052892,goal,False,69,1.3678792700317528,-1.3546591316422218,82,52.0,0.24756026397782988,5.625137785020854,False,1.0,on,follower,75
7.999999999999998,10.60754656791687,False,1.8290081990792668,0.11979964498546779,2.4207691484701144,goal,False,66,1.8232774820313735,1.8231916621912363,38,58.0,2.137792169824361,1.2734831413966674,False,1.0,on,follower,76
8.005690721163983,-13.322453498840332,False,0.3852504113926303,-0.013329980841127687,0.6769213450897614,collision:target,True,31,1.8646833051800034,0.06954117753093395,0,,0.0,0.0,False,0.0,on,follower,77
8.129751700491019,-7.9177772998809814,False,0.6135191627434522,0.2429982697362038,2.395342470796345,goal,False,67,0.8503623399614371,0.8480006685485854,0,,0.0,0.0,False,0.6538461538461539,on,follower,78
7.999999999999998,10.60754656791687,False,0.14137351270705856,-0.1248821710963407,2.114015313095871,collision:target,True,27,1.8209519559559508,-0.297408229002441,0,,0.0,0.0,False,0.0,on,follower,79
10.089928733230472,0.0,False,1.1610102603999974,0.13992918412351865,3.220967248800263,goal,False,68,1.1728544430529966,1.150192785293711,67,54.0,0.6526157015044959,8.183426887865068,False,1.0,on,follower,80
9.999999999999996,0.0,False,0.5309420280403896,-0.015742392875975175,1.0762882216269158,collision:target,True,28,1.8661326771712032,0.5829601385584934,0,,0.0,0.0,False,0.16666666666666663,on,follower,81
10.0,0.0,False,1.0548264325212529,0.3,0.7385396918839665,goal,False,68,1.0782448521416141,-1.044029545898468,75,53.0,1.3465888410260325,6.430595561528094,False,0.9259259259259259,on,follower,82
9.999999999999998,0.0,False,0.03670725630003924,0.2069063688023984,2.2276882119282146,collision:target,True,25,1.7898327880353635,0.18426315206282412,0,,0.0,0.0,False,0.0,on,follower,83
8.83139309084667,0.0,False,0.7870190103627532,0.202885344932914,1.8573104663467759,goal,False,66,0.9260429624873439,-0.8335019669405467,82,49.0,1.5959418902105433,12.221589836649713,False,0.88,on,follower,84
10.065815973750352,0.0,False,1.1594090426277182,-0.20986959781168124,0.08432640764219702,goal,False,68,1.1919399354117435,1.1694340789032909,52,57.0,0.17913930743710044,0.2832826800498367,False,0.7777777777777778,on,follower,85
9.738897568960214,0.0,False,0.4570427385228544,-0.015184296403768172,0.7344981013472662,collision:target,True,24,1.7690065775972101,0.31380403837353593,0,,0.0,0.0,False,0.0,on,follower,86
10.073354366676945,0.0,False,1.8903711810709838,0.2402799145861965,0.7342476352441356,goal,False,69,1.8830863056074616,-1.8794808394027462,0,,0.0,0.0,False,1.0,on,follower,87
9.318383678891736,0.0,False,0.660787727619307,-0.07790998302950011,1.7760973000612201,collision:target,True,25,0.8851369588341513,-0.6813226779664641,0,,0.0,0.0,False,0.4285714285714286,on,follower,88
9.999999999999998,0.0,False,0.5039496003729844,0.2614786597960627,2.9677548133350573,collision:target,True,26,1.8330025103629541,0.628608105049981,0,,0.0,0.0,False,0.16666666666666663,on,follower,89
