policy,idx,width,bend,coll,engaged_frames,first_cls,first_sense,p_head_on,p_cross_stbd,p_cross_port_sense,ever_port_sense_crossing
model,74,8.008860336223405,10.60754656791687,False,27,head_on,1,0.3333333333333333,0.2962962962962963,0.0,False
model,75,7.882723556205311,0.0,False,21,crossing,-1,0.0,0.0,0.8095238095238095,True
model,76,7.999999999999998,10.60754656791687,False,23,head_on,1,0.34782608695652173,0.5217391304347826,0.0,False
model,77,8.005690721163983,-13.322453498840332,False,26,crossing,-1,0.07692307692307693,0.0,0.8076923076923077,True
model,78,8.129751700491019,-7.9177772998809814,False,27,head_on,1,0.4444444444444444,0.48148148148148145,0.0,False
model,79,7.999999999999998,10.60754656791687,False,24,crossing,-1,0.125,0.041666666666666664,0.8333333333333334,True
model,80,10.089928733230472,0.0,False,21,head_on,1,0.23809523809523808,0.7619047619047619,0.0,False
model,81,9.999999999999996,0.0,False,24,head_on,1,0.20833333333333334,0.08333333333333333,0.7083333333333334,True
model,82,10.0,0.0,False,18,head_on,1,0.2222222222222222,0.05555555555555555,0.7222222222222222,True
model,83,9.999999999999998,0.0,True,22,head_on,1,0.5454545454545454,0.45454545454545453,0.0,False
model,84,8.83139309084667,0.0,False,21,head_on,1,0.14285714285714285,0.047619047619047616,0.8095238095238095,True
model,85,10.065815973750352,0.0,False,21,crossing,-1,0.0,0.0,1.0,True
model,86,9.738897568960214,0.0,False,20,crossing,-1,0.0,0.0,1.0,True
model,87,10.073354366676945,0.0,False,26,head_on,1,0.3076923076923077,0.038461538461538464,0.6153846153846154,True
model,88,9.318383678891736,0.0,False,20,crossing,-1,0.0,0.0,1.0,True
model,89,9.999999999999998,0.0,False,24,crossing,1,0.25,0.625,0.0,False
model,90,9.839076820256432,0.0,False,24,head_on,1,0.2916666666666667,0.0,0.5416666666666666,True
model,91,10.0,0.0,False,19,crossing,-1,0.0,0.0,0.8421052631578947,True
model,92,9.937502239057377,0.0,False,20,crossing,-1,0.0,0.0,1.0,True
model,93,9.82909500208929,0.0,False,20,head_on,1,0.2,0.8,0.0,False
model,94,10.011075420279257,0.0,False,20,head_on,1,0.15,0.5,0.0,False
model,95,9.853404445256638,0.0,False,22,head_on,1,0.22727272727272727,0.0,0.6363636363636364,True
model,96,10.0,0.0,False,23,head_on,1,0.30434782608695654,0.4782608695652174,0.0,False
model,97,10.007113401454978,0.0,False,25,crossing,-1,0.0,0.0,0.88,True
model,98,10.162189625613772,0.0,False,28,head_on,1,0.35714285714285715,0.5357142857142857,0.0,False
model,99,10.0,0.0,False,24,crossing,-1,0.0,0.0,1.0,True
