#{"t_start": 1776078204.1174057, "env_id": "None"}
r,l,t
-1430.4724,46,37.029552
431.46848,146,40.908684
435.7292,144,42.359094
425.33868,137,45.06337
-1225.4513,178,48.202183
-1216.2784,179,51.697804
-1234.9874,146,53.658036
439.38513,150,57.166677
-1254.9937,161,59.313714
423.6394,147,62.593406
-1211.989,175,64.789762
431.6092,139,65.613978
-1368.8168,70,66.162855
-1247.2347,166,70.525313
-1240.2915,148,70.673116
-1434.5692,49,72.579667
-1276.7798,135,76.505194
434.46985,141,78.57526
-1340.4004,86,79.80418
-1297.7756,114,82.936733
-1262.0042,130,84.301451
-1268.0396,150,87.694723
-1276.7339,126,88.292157
-1245.3115,166,92.586473
-1230.2622,160,93.034405
-1315.2849,105,95.55436
-1254.4768,129,95.729615
436.11078,146,98.851141
-1232.4823,170,99.092616
432.52325,146,103.654609
-1263.2584,157,104.35434
-1226.5461,173,110.036842
-1250.1106,172,110.985585
-1294.8799,137,117.253133
429.32806,136,118.974667
-1390.1576,59,123.473539
-1311.3439,100,143.689177
-1381.0074,71,147.358187
-1215.4014,163,151.619567
-1289.5789,133,154.48432
432.18726,139,157.331266
-1269.3104,130,160.400803
-1462.9458,30,161.854194
-1378.7928,57,164.218658
-1274.5632,145,164.48716
-1257.9971,145,169.134991
431.27402,138,169.134991
-1475.6366,50,171.156988
-1281.0895,115,174.441373
-1286.7179,112,177.212662
434.85815,145,181.788701
-1233.8881,174,184.862731
-1225.0256,171,188.985793
-1329.6144,99,189.165127
-1435.153,47,191.088196
-1263.6797,135,193.953024
-1252.0514,157,196.486937
-1196.028,184,199.026923
-1236.5856,156,200.948635
-1365.8307,66,203.732425
-1216.7268,160,205.450333
-1242.0297,148,209.741011
-1296.1401,112,212.107871
-1276.1871,143,218.671516
-1242.0609,161,218.867906
-1291.1642,116,223.389275
431.91037,140,224.198685
-1240.6632,175,226.385138
-1231.9049,173,227.080485
436.02783,144,231.470365
437.48138,145,232.421984
-1313.5903,120,236.532913
-1213.1534,171,239.478795
-1251.22,154,242.045348
-1430.0608,45,257.170902
-1246.1522,149,258.172117
-1312.0948,107,260.32756
-1329.4636,80,260.405194
