#{"t_start": 1776078942.1450396, "env_id": "None"}
r,l,t
442.91498,156,5.500454
-1216.3418,162,5.662872
-1392.0203,65,7.444218
-1299.5588,114,10.350256
-1186.9783,197,11.130774
-1463.4537,45,11.997438
-1293.1239,139,16.700253
-1322.6438,129,16.936036
-1239.6051,152,19.396927
-1219.6359,209,20.858975
-1237.5922,155,22.601852
430.38727,140,23.359403
-1344.1028,79,24.310861
432.32523,139,24.395169
442.62048,152,27.467385
-1250.1965,192,28.116877
-1366.6802,85,29.61074
-1241.1456,163,30.260053
-1193.3558,193,32.822726
-1241.8066,160,33.023219
-1405.9753,55,33.659193
-1219.2443,158,35.482889
423.7563,148,35.947971
-1222.0846,141,37.572582
-1219.8247,204,38.00296
-1454.4698,39,38.728774
-1221.3824,166,40.766413
429.35785,140,41.55696
427.8474,137,44.137425
-1269.4872,138,45.121675
440.3098,148,46.962888
-1235.0076,154,47.621735
-1427.2191,45,48.242647
-1281.8035,126,48.544629
-1295.6229,106,49.747746
430.8432,141,49.808946
-1320.0146,76,57.949001
408.40167,144,59.347531
-1264.3915,153,60.448118
-1460.163,30,60.897617
-1216.8201,195,62.113443
420.64203,151,63.481189
-1233.4436,147,65.184322
433.96097,140,66.242442
-1344.2432,85,67.596493
442.8352,155,68.525674
-1278.118,131,70.38524
-1241.3931,161,70.973469
443.40375,156,72.483877
431.77258,138,72.747017
-1360.5273,66,73.702809
432.18652,138,74.446119
420.72455,132,75.6937
-1239.8298,170,76.702368
-1258.3584,147,77.49952
-1384.2798,67,77.621067
442.67697,151,79.354868
-1218.0898,161,79.561277
421.66187,130,80.814285
-1212.939,211,81.43144
-1254.8595,152,83.576763
439.35724,149,84.857018
445.75806,164,86.856072
-1182.8973,195,88.18399
-1219.5037,168,89.136164
434.5603,142,89.767053
-1463.291,40,90.507484
-1460.799,30,91.399278
439.01562,146,91.628844
-1460.7512,29,92.233374
430.50043,143,93.884041
-1226.3838,154,94.663364
-1404.5083,57,94.765258
421.98822,128,96.413249
-1247.1587,145,96.740109
-1473.1101,32,96.870353
-1366.7809,68,103.752491
