#{"t_start": 1776078480.3915539, "env_id": "None"}
r,l,t
-1338.7189,89,4.851112
-1225.8757,185,9.201222
-1258.1292,169,12.023012
-1344.0801,92,12.760607
-1269.0593,128,18.4515
-1212.9414,194,22.37514
-1274.0938,126,24.045634
-1275.7161,119,29.93921
-1212.0466,186,31.020604
-1434.7451,51,32.10069
-1323.1523,105,35.611339
-1214.2502,173,39.073494
-1363.0331,103,39.332447
-1297.5552,112,42.634745
-1285.1165,131,42.811227
-1208.1426,180,51.330894
-1207.2799,191,51.423021
-1323.2236,87,54.460505
-1248.4639,147,56.425556
-1456.8351,42,57.81034
-1222.1604,171,59.876992
-1448.5667,23,61.464816
-1370.6421,68,63.813066
-1203.8467,178,64.494011
-1363.6492,72,68.052828
-1266.6582,115,69.44267
-1316.3624,102,74.599275
-1209.6293,148,75.405924
435.53192,146,78.803946
-1256.0109,165,79.91853
432.36322,141,83.321235
-1321.9359,116,83.951292
428.09576,143,90.752301
-1213.2025,178,93.135372
-1364.4974,74,93.885741
427.00058,135,98.643009
-1211.9634,174,99.120504
435.2714,143,111.148236
-1207.7798,180,111.542419
-1214.261,137,114.421364
-1305.8915,125,114.645025
-1318.2303,102,116.946505
-1272.883,155,117.961326
-1360.0175,78,118.24173
-1288.37,120,121.087005
437.93927,147,121.315733
437.17578,144,127.095789
-1191.6727,191,129.008393
-1352.5072,71,130.873754
-1319.3354,101,136.560253
439.5429,150,137.184403
445.23633,156,144.464731
433.23956,145,144.758692
-1296.131,102,150.736225
-1265.1107,142,153.680124
-1244.3071,133,158.003752
426.23718,137,160.118255
-1258.1427,161,165.04109
-1240.6323,161,167.460004
-1242.2754,159,175.108972
-1198.3649,192,177.14874
447.57025,161,180.906047
-1287.7817,124,181.916481
424.20108,132,184.37646
427.06064,137,186.497575
432.90802,142,189.903583
-1266.449,140,191.669496
417.24387,137,195.695555
-1200.5743,187,195.807426
-1202.2609,151,200.65838
418.98346,156,200.737546
-1328.4658,93,203.977246
-1269.0211,192,207.578056
-1293.3495,116,208.139565
-1343.2378,90,221.023349
417.44534,135,222.188049
