#{"t_start": 1787057888.9419594, "env_id": "None"}
r,l,t
-979.08154,99,5.487461
-979.45154,100,5.52075
-975.786,110,5.789087
-972.7955,115,5.921681
-975.8746,143,6.626572
-968.6545,165,7.152241
-991.155,78,7.488911
103.62955,186,7.712568
-987.64764,79,7.786181
95.14275,192,7.846906
-978.6356,101,8.033858
-991.799,68,8.801347
-993.9445,63,9.013359
-976.8749,109,9.266998
-993.30054,64,9.381964
-977.26434,142,9.415003
-991.9412,68,9.696414
-983.97473,87,10.927245
-976.6968,111,11.688305
-977.98346,106,11.849113
-980.57837,115,12.199563
104.85741,184,12.233944
-979.0985,122,12.366197
89.21101,204,12.704206
-966.9888,129,12.867202
-990.9709,70,13.516258
-980.76404,97,14.72186
-979.3557,99,14.751267
-978.2229,168,15.183878
-980.6819,107,15.419318
-984.82434,175,16.284651
-982.7806,154,16.740108
-987.3609,80,17.373783
-965.91064,212,17.702587
-990.9873,70,18.031283
-965.1729,133,18.031283
-972.89343,195,18.362114
-985.71844,83,18.783082
105.171524,189,19.343164
-975.57764,208,20.126175
-974.7679,123,20.531598
-973.46106,153,21.791457
-978.78204,171,21.907187
-986.75574,205,22.098549
98.37862,183,22.183108
-967.7373,129,22.255966
100.07811,185,22.864153
-992.5384,68,23.280451
-981.9009,93,23.91696
105.03327,187,24.263343
-977.12366,104,24.337846
102.84287,187,24.674392
-981.42523,95,24.974625
-981.2169,94,25.994885
-984.8216,85,26.162243
99.61643,199,26.552596
-966.4714,220,27.097054
103.12861,183,27.380687
-982.90106,90,28.068017
-977.0461,206,29.052159
-975.4531,108,29.085075
106.55024,183,29.193231
-977.85614,134,29.32597
-993.53845,64,29.631304
-983.18494,95,29.6721
-968.44006,228,29.941042
-982.1913,92,31.295767
-982.84216,92,31.842865
-965.95337,144,32.476654
-971.5305,227,32.476654
-981.0603,127,32.617054
-969.3982,154,32.833066
-976.1542,106,33.764566
-990.2898,72,34.159134
-972.6931,207,34.198014
-984.3537,88,34.67699
-961.37836,209,34.84208
-977.8842,103,34.898229
-989.3958,74,35.966584
-970.5776,139,36.15439
104.818726,182,36.15439
-974.4296,133,36.953633
-985.0592,94,37.157813
-970.4352,132,37.940911
-963.9145,210,39.061208
-964.0884,208,39.519351
-976.4868,106,39.547589
-970.5228,143,40.276751
105.0038,184,40.447005
98.99652,201,40.698826
-989.4035,74,40.966979
-978.4322,215,41.282819
-991.75745,68,41.319777
-990.1316,72,43.006754
-977.48804,210,43.040186
-979.9085,97,43.071268
-968.67535,125,43.549406
-986.43756,109,43.62405
-994.2231,149,43.955736
91.4929,191,44.347112
-968.94867,136,44.662208
-978.5473,101,45.672751
-987.9712,83,45.764359
-972.9793,119,46.55226
-975.4376,109,46.723496
-964.83185,151,46.822712
-976.059,110,47.404565
102.533485,184,47.678975
-970.3626,123,48.848403
-980.5147,128,48.886137
-982.43713,92,48.922584
-975.53503,110,49.604965
