#{"t_start": 1776087392.6389503, "env_id": "None"}
r,l,t
-138.11954,100,3.121495
-116.096466,109,3.248672
-223.44493,61,4.293236
-146.29881,99,5.694081
37.861084,182,5.859302
-130.3771,89,7.140743
-92.65759,125,7.820773
-139.96599,97,8.587759
-141.1808,99,9.38306
-21.820953,152,12.053452
-48.37288,143,12.991207
-228.14136,60,13.969935
54.01059,194,15.118984
-58.980637,166,16.322366
-97.90102,113,16.893043
-230.61389,59,17.154541
61.04004,194,20.599628
34.378387,176,20.626368
13.434357,176,30.083234
44.264587,194,30.297305
-129.84537,102,31.489981
663.70386,169,32.662079
-118.32582,109,33.227489
-12.745087,161,36.177303
75.87573,204,37.008749
-213.47333,66,38.027044
4.22937,174,38.524301
-140.70483,98,39.693758
-97.97948,111,40.813211
655.4823,156,42.036326
-109.63646,134,43.280446
-228.05074,62,44.187063
659.7993,163,45.697904
-76.30855,149,47.106427
-142.1613,99,47.359315
-79.622696,145,48.840607
67.092224,195,49.73527
-121.46776,104,57.489087
