MASS,THRUST_COEF,DRAG_COEF,TURN_COEF,score_total,speed_peak,speed_accel_0_2,speed_accel_0_5,speed_dist_10,speed_t50,speed_t90,turn_t90,turn_t180,turn_peak_yaw,turn_r90,turn_r180,turn_u10,sim3_peak_u_body_mps,sim3_initial_accel_0_2_after_motion_mps2,sim3_initial_accel_0_5_after_motion_mps2,sim3_distance_at_10s_after_motion_m,sim3_time_to_50pct_peak_u_after_motion_s,sim3_time_to_90pct_peak_u_after_motion_s,sim3_u_body_at_10s_after_motion_mps,sim4_peak_abs_yaw_rate_degps,sim4_time_to_90deg_after_turn_s,sim4_time_to_180deg_after_turn_s,sim4_radius_first_90deg_m,sim4_radius_first_180deg_m,sim4_u_body_10s_after_turn_mps
64.55,0.04,6.0,200.0,81.5055776853077,0.3645396092790066,0.8461629229114469,0.9402015543998565,0.8453685711674477,8.747094147842397,0.5055949807721737,10.0,10.0,0.9539605632251279,10.0,10.0,0.24520717751100415,1.4639920456164577,0.041883464315883384,0.006248122548376624,1.5684913876872082,19.27463500000158,20.576670000002196,0.14903253984823014,1.5144702535015182,,,,,1.4381153569933276
64.55,0.06,8.0,800.0,81.56747254245236,0.16813692006864778,0.720938241325224,0.9069555064708511,0.7831911644406949,8.785292355150535,0.5037531454864268,10.0,10.0,0.9825318665172005,10.0,10.0,0.9999929796259394,1.9164702471537916,0.07597695843281427,0.00972188143332546,2.1991828822684565,19.350170999998227,20.551497999993444,0.19752340519081718,0.5746153818791406,,,,,1.3375998615490953e-05
64.55,0.06,8.0,1200.0,81.57911341932014,0.16813692006864778,0.720938241325224,0.9069555064708511,0.7831911644406949,8.785292355150535,0.5037531454864268,10.0,10.0,0.9883523049510851,10.0,10.0,0.9999929796259394,1.9164702471537916,0.07597695843281427,0.00972188143332546,2.1991828822684565,19.350170999998227,20.551497999993444,0.19752340519081718,0.3831516827561721,,,,,1.3375998615490953e-05
64.55,0.06,8.0,1600.0,81.58492835143,0.16813692006864778,0.720938241325224,0.9069555064708511,0.7831911644406949,8.785292355150535,0.5037531454864268,10.0,10.0,0.991259771006009,10.0,10.0,0.9999929796259394,1.9164702471537916,0.07597695843281427,0.00972188143332546,2.199182882268456,19.350170999998227,20.551497999993444,0.19752340519081718,0.28751039863752753,,,,,1.3375998615490953e-05
64.55,0.06,8.0,2200.0,81.58968317098017,0.16813692006864778,0.720938241325224,0.9069555064708511,0.7831911644406948,8.785292355150535,0.5037531454864268,10.0,10.0,0.993637180781101,10.0,10.0,0.9999929796259394,1.9164702471537916,0.07597695843281427,0.00972188143332546,2.199182882268458,19.350170999998227,20.551497999993444,0.19752340519081718,0.20930535016209875,,,,,1.3375998615490953e-05
64.55,0.05,14.0,200.0,81.60064080661877,0.3708533559160231,0.775996107973839,0.944081065725582,0.828583223538289,8.73580854372469,0.5037531454864268,10.0,10.0,0.9424507040314097,10.0,10.0,0.5234823476692972,1.4494462533222403,0.060986981785256654,0.005842766490243732,1.7387522033211442,19.252317999998922,20.551497999993444,0.14855771609121143,1.8930878168768985,,,,,0.9079145075007411
64.55,0.06,10.0,800.0,81.64942636404572,0.21267393631423967,0.726573623616806,0.9214378640985249,0.7894373641054085,8.73580854372469,0.5037531454864268,10.0,10.0,0.9825318665172005,10.0,10.0,0.9999929796322196,1.813864579717841,0.07444267724662162,0.008208672447055324,2.1358250613271066,19.252317999998922,20.551497999993444,0.18654268483228487,0.5746153818791406,,,,,1.3375986649631027e-05
64.55,0.06,10.0,1200.0,81.6610672409135,0.21267393631423967,0.726573623616806,0.9214378640985249,0.7894373641054085,8.73580854372469,0.5037531454864268,10.0,10.0,0.9883523049510851,10.0,10.0,0.9999929796322196,1.813864579717841,0.07444267724662162,0.008208672447055324,2.1358250613271066,19.252317999998922,20.551497999993444,0.18654268483228487,0.3831516827561721,,,,,1.3375986649631027e-05
64.55,0.06,10.0,1600.0,81.66688217302335,0.21267393631423967,0.726573623616806,0.9214378640985249,0.7894373641054084,8.73580854372469,0.5037531454864268,10.0,10.0,0.991259771006009,10.0,10.0,0.9999929796322196,1.813864579717841,0.07444267724662162,0.008208672447055324,2.135825061327108,19.252317999998922,20.551497999993444,0.18654268483228487,0.28751039863752753,,,,,1.3375986649631027e-05
64.55,0.06,10.0,2200.0,81.67163699257353,0.21267393631423967,0.726573623616806,0.9214378640985249,0.7894373641054085,8.73580854372469,0.5037531454864268,10.0,10.0,0.993637180781101,10.0,10.0,0.9999929796322196,1.813864579717841,0.07444267724662162,0.008208672447055324,2.1358250613271053,19.252317999998922,20.551497999993444,0.18654268483228487,0.20930535016209875,,,,,1.3375986649631027e-05
64.55,0.04,8.0,200.0,81.72393838331124,0.39541130763077637,0.8489016570828584,0.9475379698254478,0.8487187509761531,8.747094147842397,0.5055949807721737,10.0,10.0,0.9539605632251279,10.0,10.0,0.3803171176167376,1.3928689331744968,0.04113782043659301,0.005481567127330948,1.534509109848668,19.27463500000158,20.576670000002196,0.14267613803009335,1.5144702535015182,,,,,1.1806888500642203
64.55,0.06,12.0,800.0,81.75916478090483,0.2510535204448987,0.7321116789293746,0.9351260288857423,0.7952379254750992,8.73580854372469,0.49642319421742986,10.0,10.0,0.9825318665172005,10.0,10.0,0.9999929796384998,1.7254445826546059,0.07293489416562983,0.006778445788242268,2.0769875363763206,19.252317999998922,20.451321000000462,0.17670042355115156,0.5746153818791406,,,,,1.3375974683790756e-05
64.55,0.06,12.0,1200.0,81.7708056577726,0.2510535204448987,0.7321116789293746,0.9351260288857423,0.7952379254750992,8.73580854372469,0.49642319421742986,10.0,10.0,0.9883523049510851,10.0,10.0,0.9999929796384998,1.7254445826546059,0.07293489416562983,0.006778445788242268,2.076987536376321,19.252317999998922,20.451321000000462,0.17670042355115156,0.3831516827561721,,,,,1.3375974683790756e-05
64.55,0.06,12.0,1600.0,81.77662058988246,0.2510535204448987,0.7321116789293746,0.9351260288857423,0.7952379254750992,8.73580854372469,0.49642319421742986,10.0,10.0,0.991259771006009,10.0,10.0,0.9999929796384998,1.7254445826546059,0.07293489416562983,0.006778445788242268,2.0769875363763206,19.252317999998922,20.451321000000462,0.17670042355115156,0.28751039863752753,,,,,1.3375974683790756e-05
