episode_id,obstacle_count,group,seed,success,obstacle_collision,border_collision,timeout,term_reason,rms_cte,mean_cte,mean_signed_cte,max_cte,std_cte,min_obstacle_clearance,min_border_clearance,min_lateral_border_clearance,min_front_clearance,path_completion_steps,path_completion_time_s,mean_speed,mean_rpm,control_effort,control_effort_deg2s,mean_abs_rudder_rate,mean_abs_rudder_rate_achieved,mean_abs_rudder_deg,rudder_saturation_fraction,mean_abs_course_error,ep_reward,reference_path_length,actual_path_length,path_efficiency,d_end
0,0,obs_0,675974,1,0,0,0,goal,0.2818844331125742,0.2357461900834966,0.22079715615583825,0.4651617109775543,0.1752354115602543,nan,0.9888486712547361,1.931679039177487,16.0,184,18.400000000000002,1.018663588051484,11.562691960969698,3.955424754952241,6328.679607923585,60.58034102121989,10.643308195726426,14.418504911920298,0.0,3.1103316000455186,103.75632639301895,20.00204771143656,18.743410020147305,0.9370745580928894,1.2994078509477924
1,0,obs_0,675975,1,0,0,0,goal,0.19855641955422937,0.1744665420718344,0.09045010879206912,0.36160558462142944,0.1767581103250938,nan,0.988892674767329,2.7660070030258277,16.0,190,19.0,0.9880688791876061,11.120764479197954,3.5645742206525735,5703.318753044117,57.59854884374709,10.176057802907794,13.495454160790695,0.0,2.6031593459946825,105.933501196178,20.0,18.773308704564517,0.9386654352282259,1.3052431665735915
2,0,obs_0,675976,1,0,0,0,goal,0.19946357109151738,0.17510775121443561,0.09186799996409957,0.3539022207260132,0.17704797873790315,nan,0.988910125202797,2.7241579454303304,16.0,190,19.0,0.9912709538617819,11.136790018332633,3.1611043315166754,5057.76693042668,48.88781328049917,8.837684776890027,12.136558419779726,0.0,2.6090944206574975,106.25279146757683,20.0,18.834148123373858,0.9417074061686929,1.244774744956668
3,0,obs_0,675977,1,0,0,0,goal,0.3225632278194924,0.2508302008856566,-0.2508302008856566,0.6539428234100342,0.20280839791534994,nan,0.9885326355497733,4.188054541679513,16.0,183,18.3,1.0244919398343513,11.346298750306739,4.083502621597914,6533.604194556665,76.99022581289103,11.071166350523162,14.736842118977197,0.0,1.707334863090269,101.13650212197615,20.0,18.748202498968624,0.9374101249484312,1.422250103850249
4,0,obs_0,675978,1,0,0,0,goal,0.8495167096539128,0.7298847820430926,-0.7298847820430926,1.2182577848434448,0.4346801639402442,nan,0.9883146836104194,3.1820848146154406,16.0,205,20.5,0.9180050936972698,9.970454184311192,4.622747709720286,7396.3963355524575,61.87351299267189,12.645186897159112,15.620036939295327,0.0,4.207796728889611,90.81806457277727,20.041642581602023,18.819104420794034,0.9390001016218968,1.750481273136557
5,0,obs_0,675979,1,0,0,0,goal,0.2223207844279421,0.201547915830209,0.201547915830209,0.3040834367275238,0.09383479532217508,nan,0.9886482360669063,3.8692379542194004,16.0,192,19.200000000000003,0.9754243839902431,11.213353207334876,3.9892041037119514,6382.726565939122,63.750588082518256,11.83255586487426,14.960647659997145,0.0,1.1036462112440786,103.77292993214274,20.0,18.72814817261267,0.9364074086306335,1.3096500296449307
6,0,obs_0,675980,1,0,0,0,goal,0.7081226273306789,0.5845804417891349,-0.5845804417891349,1.0396456718444824,0.3996290309966523,nan,0.9886202157898751,3.211006727409493,16.0,212,21.200000000000003,0.887468365335947,9.748089076213116,5.189319562063154,8302.911299301046,67.72170349319964,12.554303634293369,16.28346818797993,0.0,3.1828163549614685,93.04966733641572,20.0,18.814329345122076,0.9407164672561038,1.6001786263302251
7,0,obs_0,675981,1,0,0,0,goal,0.788256777357274,0.6541151786553271,-0.6541151786553271,1.1157294511795044,0.4398659797056197,nan,0.9888148257920522,2.874461833622501,16.0,208,20.8,0.9059952832090981,9.938158146177347,4.993457724526451,7989.53235924232,71.41280381575875,13.331539359929598,17.028165952517437,0.0,3.4623901311526453,92.07568435368457,20.0,18.844701890749242,0.9422350945374621,1.6279770316649396
8,0,obs_0,675982,1,0,0,0,goal,0.23688349305692954,0.20575010345962186,0.08739278255603634,0.4177982211112976,0.22017332000032547,nan,0.9887159286735321,2.575626525873397,16.0,195,19.5,0.962635894764752,10.844167523200696,7.48676991922629,11978.831870762066,78.52930297556611,15.004485530403558,21.91125202178955,0.0,3.291568069967553,104.07708676926269,20.001936554058293,18.771399947912666,0.9384791266175696,1.3357634747760372
9,0,obs_0,675983,1,0,0,0,goal,0.8795102055994911,0.694836466639661,-0.694836466639661,1.3190747499465942,0.5392035667365067,nan,0.9888366896684044,2.1056500416872628,16.0,204,20.400000000000002,0.9226855320578369,10.27481655601193,2.941884877621525,4707.01580419444,49.84574905170008,7.786235991624657,11.436097037558461,0.0,3.932888024097521,92.51095047176176,20.0,18.822784853979876,0.9411392426989937,1.7545417012273625
10,0,obs_0,675984,1,0,0,0,goal,0.37649712003833896,0.2861598416923839,-0.2420685788925319,0.7677530646324158,0.28836241868543394,nan,0.9885723813951821,2.7927437282897225,16.0,187,18.7,1.0080602908460101,11.369162676806118,10.26670250032378,16426.724000518047,96.55561600961992,17.295840859479913,27.577504703705323,0.0,2.959813339334725,98.18543836376594,20.09726849216328,18.85072743882039,0.9379746031741096,1.4833872000637611
11,0,obs_0,675985,1,0,0,0,goal,0.7548389417542488,0.6192032581703433,-0.6090559810030615,1.0835797786712646,0.4459065372845218,nan,0.9890212859871477,2.8578974273981177,16.0,208,20.8,0.9054596835934206,9.914244365806763,5.480346234139944,8768.55397462391,73.46557810686636,13.5977846338625,17.645785487615147,0.0,3.342685229571055,93.78638177608912,20.001228572786435,18.833561418743148,0.9416202284877636,1.614299842833147
12,0,obs_0,675986,1,0,0,0,goal,0.27655020135712755,0.22971015473518966,0.21390937176993643,0.46101370453834534,0.17527919026415803,nan,0.9889663255930187,2.181959292425069,16.0,184,18.400000000000002,1.022599354689531,11.507174028326636,3.373052834953505,5396.884535925607,64.36472134511978,10.503415186004183,13.71468660624131,0.0,2.9578050835964307,105.02910178193122,20.0,18.81582812628737,0.9407914063143685,1.2263106212475239
13,0,obs_0,675988,1,0,0,0,goal,0.3164541519695218,0.23430689543796082,-0.18811034541059699,0.7126743197441101,0.2544753981198479,nan,0.9886039819378108,2.856634631965532,16.0,180,18.0,1.0495613736384781,11.976333767175674,9.577428474693631,15323.885559509812,100.0341291534168,17.516574011681172,27.15471381611294,0.0,2.6366069369384344,98.56696805296318,20.078707448849617,18.892104725492608,0.9409024347618057,1.4016079917285789
14,0,obs_0,675989,1,0,0,0,goal,0.22046502180547592,0.16507732104938264,-0.16507732104938264,0.5297386646270752,0.1461311189132829,nan,0.988620812913559,4.119008688956735,16.0,174,17.400000000000002,1.078361957261576,12.365920895132525,1.8939006941463974,3030.241110634235,43.01225766970243,5.714665613428827,7.519902936343489,0.0,1.2786098668957637,100.98654032314315,20.0,18.76349805635142,0.938174902817571,1.3533869771336553
