policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,crossing_escapable,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,set,scenario
model,head_on,9.556232149411287,0.7589141160070894,188.5960326544994,,,,goal,False,False,62,64.06481605442835,-32.28589277283903,13,0,0,0,13,4.198256361263786,0.0,0.0,0.0,2.5565608410185066,0.6424120019842094,0.8166188598014197,1.48482463261774,0,,False,head_on,26,0.0,False,0.0,development,0
model,head_on,5.7479461611789,1.2248627607666025,177.49061558127943,,,,goal,False,False,61,118.31187436408229,-7.694341524187063,11,0,0,0,0,1.5544124291286998,0.0,0.0,0.0,0.0,0.6327690484812082,0.8290131939850879,2.522008346297856,0,,False,head_on,26,0.0,False,0.0,development,1
model,head_on,7.111260720178818,0.8488119099963607,179.77841623459886,,,,collision:target,True,True,31,-332.43330970406106,-40.7380727520473,13,0,8,0,19,5.2598245100991665,0.0,1.1614383843793825,0.0,2.3379473873979193,0.5182203614250828,0.6416012716737144,1.8804545044636456,0,,False,head_on,28,0.0,False,0.0,development,2
model,head_on,9.924433511599638,0.5577780141895179,181.73638987831518,,,,goal,False,False,65,106.5741411684569,-19.57494718959488,6,0,4,0,5,2.65701213327728,0.0,0.6637188012282704,0.0,0.896299876766794,0.6039581346952003,0.7558435162307588,1.1728621473973853,0,,False,head_on,23,0.0,False,0.0,development,3
model,head_on,7.777153961253272,0.23241010159911024,174.96382864421315,,,,goal,False,False,62,99.64760993150247,-17.255108016805735,12,0,0,0,0,3.485880407435502,0.0,0.0,0.0,0.0,0.6275580112934329,0.8248286095847978,2.0150611202019224,0,,False,head_on,28,0.0,False,0.0,development,4
model,head_on,9.472351939506785,1.2005729403251244,185.37459793469242,,,,collision:target,True,True,34,-322.93900545689297,-20.83580718634532,11,0,10,0,7,2.808378805974548,0.0,1.223360672611305,0.0,0.5622741500823568,0.47419552462792075,0.6149692337667408,0.9487575770075017,0,,False,head_on,28,0.0,False,0.0,development,5
model,head_on,6.791254452278463,0.4570427385228544,170.45725794523702,,,,collision:target,True,True,24,-297.3985618942448,-15.860742084817998,4,0,4,0,7,0.33124862479217554,0.0,0.3342737835626639,0.0,2.892816838060253,0.5449827772255696,0.620934896918844,1.9124936018043368,0,,False,head_on,10,0.0,False,0.0,development,6
model,head_on,7.618572716555467,1.9112000156973665,175.31745985542278,,,,goal,False,False,60,127.85286687624557,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6425567479777624,0.8395194481714431,3.1953897702320817,0,,False,never,0,0.0,False,0.0,development,7
model,head_on,8.61263148724731,1.840716953859967,178.36331706632063,,,,goal,False,False,63,94.35938945768187,-40.373978852799176,15,0,19,0,1,3.322019065557965,0.0,6.571121520611147,0.0,0.06087711201935861,0.6171925733373937,0.6910808698770934,2.8655334903975302,0,,False,head_on,19,0.0,False,0.0,development,8
model,head_on,7.715636756725871,0.7429086685850401,175.34012998128836,,,,goal,False,False,63,108.48351592557019,-11.791292206130572,12,0,0,0,7,2.1600630568092147,0.0,0.0,0.0,0.2442177944277682,0.6216486416836318,0.843800687757029,2.641528676964804,0,,False,head_on,24,0.0,False,0.0,development,9
