scenario,policy,outcome,mode,side,dcpa_drawn,tcpa_drawn,sense,tcpa_at_engage,tcpa_at_first_turn,first_turn_compliant,peak_dpsi_compliant,peak_dpsi_wrong,min_speed,speed_at_closest,min_range,mean_throttle_engaged
20,run8,goal,basin,starboard,2.455380360551736,9.042169361535493,1,7.144218293829482,,False,30.368217746076255,38.04173703162854,0.19377537292314362,0.27091648948501,2.591064181977805,-1.0
21,run8,collision:target,basin,starboard,0.3757033796243289,9.49896904568514,1,7.021397857530826,6.9731442382994855,False,0.0,22.96778559815482,0.3499145500102841,0.46213770535943005,1.6011306181940128,-0.5650216698646545
22,run8,collision:obstacle,basin,port,1.4601377428364724,8.377208724734128,-1,6.138452070707511,3.76139145364906,True,58.50582493237033,1.773916908464514,0.09844893979086382,0.31182124685288903,2.4716417984109946,-0.9244056599480766
23,run8,collision:target,basin,port,0.8128280920360667,10.13576215092496,-1,4.602408479330655,,False,-0.0,31.99659145458554,0.3912806795532063,0.6197618361398337,1.5970225410914858,0.3764303394903739
24,run8,collision:target,channel,starboard,2.4658059993829493,8.556858237844443,1,2.907114121981084,,False,0.0,35.17555518417856,0.380015272037704,0.380015272037704,1.5469705687332818,-1.0
25,run8,goal,basin,starboard,0.011672841727625172,9.689499897718894,1,6.83235044022881,6.370389298075853,False,22.836307117858098,30.1569465802433,0.5484842950707428,0.8907209735256887,1.6553146604889135,0.3941745017655194
26,run8,goal,basin,port,2.4529873854013067,9.062939829678658,-1,5.604507330208221,3.3891581874297905,True,28.33003909665797,26.694365333485962,0.5581909514189132,0.7868132774593244,2.717889133165359,0.7652075573801994
27,run8,goal,channel,port,0.17000430075675282,11.63413261725211,-1,12.382671787477033,7.4637951194415235,True,45.32059892158372,33.00207949328404,0.20633507749931743,0.2541621377609869,2.3224662304055164,-0.6552939297010502
28,run8,goal,basin,port,0.23622966892240083,8.507879150870341,-1,7.002551721649296,3.80040440589738,True,46.63389537923234,62.54977567250057,0.34651059460938893,0.5438456687863003,1.2198068975044327,-0.2796568823978305
29,run8,goal,basin,starboard,1.5379687920128267,9.281948455447523,1,7.037992732900825,3.1364475812797084,True,40.9702220130373,49.99798483592315,0.2641806776971556,0.28409598544089926,2.8280610088577816,-0.6814373010659919
30,run8,goal,basin,port,2.226126868249491,9.64953455321088,-1,8.60180010219711,6.015108378399628,True,39.67208780613953,22.739906022243503,0.3715340655270854,0.38861226196759313,1.2466470172777768,-0.223710213166972
31,run8,collision:target,basin,port,0.23366396928340888,10.766328830535238,-1,8.021844851181712,,False,9.36377569466788,19.004606784195914,0.441830671102757,0.507932895374384,1.8112440931888898,-0.09353282325901091
32,run8,goal,basin,port,1.624241388782099,8.020618658983967,-1,6.760407749058456,-0.6612134345134167,True,21.287164317600627,14.728061410802042,0.5054498205858826,0.8777914094047722,1.9526347098403287,0.6519146094528528
33,run8,goal,basin,port,1.4394070464462696,10.383855597374302,-1,7.7794957960238795,7.7794957960238795,False,41.84612369719662,29.8871456777577,0.2661426336067975,0.3690913271395197,2.5170895354098213,-0.4479005956336072
34,run8,collision:target,basin,port,0.9180185044120603,12.325303409659567,0,,,,33.32827741155597,-0.0,0.2480117280881123,0.36027161014580994,1.7702922510702548,
35,run8,collision:boundary,basin,starboard,1.622891763736585,9.608986499702809,0,,,,0.0,40.69329435781799,0.11871314465547393,0.23206591000414967,2.098518094238524,
36,run8,goal,basin,starboard,2.3463067862190936,8.140740085111329,1,6.227836448908537,6.786473876931082,False,49.517372371361944,45.372624983182845,0.15375041894922584,0.190185625641551,3.279668465680898,-0.995710225481736
37,run8,collision:target,basin,port,1.0854240390193897,8.18335307064365,0,,,,35.32767404594085,-0.0,0.44474764173210785,0.5877792739367641,1.5064088169746062,
38,run8,goal,basin,starboard,2.255702132700812,8.105535018521422,1,6.433326036325738,0.09821119758333577,False,21.85904444946823,30.454824135026797,0.2939276073196459,0.6092151846019447,2.1108719418154855,0.12437036858561139
39,run8,collision:target,basin,port,0.21478633800013247,9.527681597408542,-1,8.389922041157996,3.562958478716782,True,26.12856738941116,9.520480515294906,0.31322442082229135,0.31322442082229135,1.8327067885939066,-0.6298771023750305
20,reference,goal,basin,starboard,2.455380360551736,9.042169361535493,1,6.889275166733601,,True,13.859079404511078,24.877191230713436,0.3781689246716091,0.4761325497081439,2.6771492318794485,0.0
21,reference,goal,basin,starboard,0.3757033796243289,9.49896904568514,1,7.113890717132605,4.9893513039964,True,32.967597829446476,14.19307446739208,0.3062264252473632,0.31922334114159656,1.6125209733341188,-1.0
22,reference,goal,basin,port,1.4601377428364724,8.377208724734128,-1,6.038110664978421,1.9978902207646727,True,14.86937919408723,6.138597670839431,0.3554526485932747,0.38249766006034225,2.2565675256562048,-0.7321428571428571
23,reference,goal,basin,port,0.8128280920360667,10.13576215092496,0,,-7.782188705576533,,26.03297725371624,33.55626436938911,0.2738939211282775,0.2974615499043617,1.9993874936230274,
24,reference,goal,channel,starboard,2.4658059993829493,8.556858237844443,0,,3.053959934193376,,15.133115862972659,25.496803899356564,0.45680093761044194,0.5341313946463634,2.4163255001971,
25,reference,goal,basin,starboard,0.011672841727625172,9.689499897718894,1,8.201259793526605,5.383117142335886,True,35.4457876062676,23.26791198622641,0.27145734724574755,0.27145734724574755,1.1718015251079594,-0.7205882352941176
26,reference,goal,basin,port,2.4529873854013067,9.062939829678658,-1,6.985774541281743,1.8747604055252363,True,20.58900442568813,36.90912779026968,0.2666638510452624,0.48581801859549334,2.2217259647953025,-0.06666666666666667
27,reference,collision:target,channel,port,0.17000430075675282,11.63413261725211,-1,10.952395145768666,4.216509097880983,True,33.04342542045697,0.18785510680356765,0.31088995447773055,0.3143877267679307,1.479824050776271,-0.631578947368421
28,reference,collision:obstacle,basin,port,0.23622966892240083,8.507879150870341,-1,6.5867915562927015,4.160340615966486,True,48.81850162396745,32.49703777026298,0.17743284883934005,0.42490262519450034,1.1797802849979195,-0.18333333333333332
29,reference,goal,basin,starboard,1.5379687920128267,9.281948455447523,1,6.696675193763137,2.155379717599689,True,36.131066359957515,44.92591860499107,0.2109536014732758,0.30009451845328,2.4464205345557493,-0.7794117647058824
30,reference,goal,basin,port,2.226126868249491,9.64953455321088,-1,8.083901776555455,-4.1577878051600825,True,36.19163202933066,27.176687857729206,0.2686616673312465,0.29205632469025705,2.065030521917643,-0.7
31,reference,goal,basin,port,0.23366396928340888,10.766328830535238,-1,8.531553971623735,4.245457030796158,True,34.47159068481375,39.20748259922942,0.3081970279500651,0.3194627432914338,1.2634646239881016,-0.7763157894736842
32,reference,goal,basin,port,1.624241388782099,8.020618658983967,-1,6.654773527505109,,,4.5293521054240955,5.7726219427214005,0.48608552313300474,0.5448756144073621,1.6346337186459816,0.0
33,reference,collision:obstacle,basin,port,1.4394070464462696,10.383855597374302,-1,7.245092432499305,,False,23.427498341559726,13.149482617524342,0.34775204790748837,0.39656845212410086,1.9187002564163729,-0.5138888888888888
34,reference,collision:target,basin,port,0.9180185044120603,12.325303409659567,0,,,,28.61023866279419,1.1344052259545379,0.5114780340282551,0.5114780340282551,1.4125158834978528,
35,reference,collision:target,basin,starboard,1.622891763736585,9.608986499702809,0,,4.245382134726259,,2.488492724934247,22.065316091190482,0.4005306975110571,0.4005306975110571,1.6214568589746206,
36,reference,collision:obstacle,basin,starboard,2.3463067862190936,8.140740085111329,1,6.11858586377589,0.4385779014853533,False,16.860627174969636,14.910240864056561,0.38137515547695744,0.43453780411603626,2.733503833314234,-0.3888888888888889
37,reference,collision:target,basin,port,1.0854240390193897,8.18335307064365,0,,,,33.28013106108409,-0.0,0.5060980325822475,0.5060980325822475,1.4540190346416901,
38,reference,goal,basin,starboard,2.255702132700812,8.105535018521422,1,5.750396778972043,2.2495928486520076,True,31.32589258851874,37.79957089494815,0.2976749617717501,0.5096940764152985,1.8728174249589369,0.0
39,reference,collision:target,basin,port,0.21478633800013247,9.527681597408542,-1,7.626493887884505,7.422467030399197,False,34.19404577683184,14.160467231118787,0.29081398658753915,0.30245785494695077,1.25808616330891,-0.7941176470588235
