scenario,policy,outcome,mode,side,dcpa_drawn,tcpa_drawn,sense,tcpa_at_engage,tcpa_at_first_turn,first_turn_compliant,peak_dpsi_compliant,peak_dpsi_wrong,min_speed,speed_at_closest,min_range,mean_throttle_engaged
20,run12s0,collision:target,basin,starboard,2.455380360551736,9.042169361535493,1,6.069336746978323,6.069336746978323,False,0.0,38.01835509001978,0.5581909514189132,0.9862341493920399,1.7776587897473688,0.9253161072731018
21,run12s0,goal,basin,starboard,0.3757033796243289,9.49896904568514,1,5.851168167655213,5.356993219061821,False,20.790816228786326,39.496748612165504,0.5581909514189132,0.9224656422188398,2.0110971829810973,0.9619522186426016
22,run12s0,collision:obstacle,basin,port,1.4601377428364724,8.377208724734128,-1,6.387232769268222,6.849832578288505,False,38.485696798931144,18.66914918638639,0.33859265069078925,0.5058540934422188,2.2055888014621816,-0.5966613255441189
23,run12s0,goal,basin,port,0.8128280920360667,10.13576215092496,-1,6.483554135098677,3.7969279112452337,True,44.33691225938384,37.90109119409448,0.3366290010689327,0.6371055289836134,1.9492268985262662,-0.21611837670207024
24,run12s0,collision:target,channel,starboard,2.4658059993829493,8.556858237844443,1,2.151087072420991,,False,0.0,26.705207627042228,0.5581909514189132,0.9801422891588882,1.8371262286137198,1.0
25,run12s0,goal,basin,starboard,0.011672841727625172,9.689499897718894,1,6.609244023481562,6.1167268598972,False,24.092390227570036,34.192627528766195,0.5581909514189132,0.9242339236106626,2.157965903110032,0.9484365199293409
26,run12s0,goal,basin,port,2.4529873854013067,9.062939829678658,-1,5.358640738369286,5.696567350796764,False,38.646130368117895,24.326533847172414,0.5581909514189132,0.7569239181397014,2.4512233264373373,0.243970787525177
27,run12s0,collision:target,channel,port,0.17000430075675282,11.63413261725211,-1,8.026467317945274,6.943662884991459,True,51.190803325015736,0.0,0.4870835979257773,0.6246761659435868,1.3652119033617538,0.021509761256831034
28,run12s0,collision:obstacle,basin,port,0.23622966892240083,8.507879150870341,-1,6.626887423432146,3.455032165993814,True,62.308135806682515,47.44003615134136,0.46398877220486856,0.7299325054389438,1.37655690803738,0.40850209387449116
29,run12s0,collision:target,basin,starboard,1.5379687920128267,9.281948455447523,1,4.882682944982833,,False,6.876433439724565,43.30936543789454,0.5581909514189132,0.9088830438942801,1.3849531573669007,1.0
30,run12s0,collision:target,basin,port,2.226126868249491,9.64953455321088,-1,8.105935998651244,6.775831704605882,True,49.46633636959831,0.0,0.5221661389798393,0.8562041113240182,1.9034880576080246,0.684794086103256
31,run12s0,collision:target,basin,port,0.23366396928340888,10.766328830535238,-1,6.406583263855965,,False,-0.0,19.786887809077825,0.3582383226743139,0.48114665001797846,1.7633085296660427,-0.47567779446641606
32,run12s0,goal,basin,port,1.624241388782099,8.020618658983967,-1,6.702893476806612,5.04428826519739,False,26.98203271121747,22.1295509571886,0.5425485809405028,0.8413309917064887,2.3238129147786246,0.5477161258459091
33,run12s0,goal,basin,port,1.4394070464462696,10.383855597374302,-1,8.028648872135557,8.028648872135557,False,56.39842744328814,39.27751296182956,0.3264703978381397,0.7380254828647725,2.251677582102242,-0.048044032520718045
34,run12s0,collision:target,basin,port,0.9180185044120603,12.325303409659567,0,,,,40.39212164909759,-0.0,0.38417625481521306,0.6353450006418612,1.4461873632857634,
35,run12s0,collision:target,basin,starboard,1.622891763736585,9.608986499702809,0,,,,8.7864942765205,43.765278363248285,0.5581909514189132,0.9265540416918977,1.585435341130198,
36,run12s0,collision:target,basin,starboard,2.3463067862190936,8.140740085111329,1,5.841534241848419,6.474378317387556,False,0.0,52.953551688673315,0.5581909514189132,0.9465727961279014,1.9489961552977297,1.0
37,run12s0,collision:target,basin,port,1.0854240390193897,8.18335307064365,0,,,,38.32339751426289,-0.0,0.41840991241058867,0.5366685927244819,1.6917006776489996,
38,run12s0,goal,basin,starboard,2.255702132700812,8.105535018521422,1,3.4916644295194583,2.9618650916313305,True,31.271528453765768,40.32409833764905,0.5581909514189132,0.8616271660707853,2.6570278053617327,0.6102669004883085
39,run12s0,goal,basin,port,0.21478633800013247,9.527681597408542,-1,7.319745024086135,4.790383306690717,True,57.62394938870676,37.26086573269123,0.38658677920824147,0.7730288973774169,1.065563431277898,0.18845251202583313
20,reference,goal,basin,starboard,2.455380360551736,9.042169361535493,1,6.889275166733601,,True,13.859079404511078,24.877191230713436,0.3781689246716091,0.4761325497081439,2.6771492318794485,0.0
21,reference,goal,basin,starboard,0.3757033796243289,9.49896904568514,1,7.113890717132605,4.9893513039964,True,32.967597829446476,14.19307446739208,0.3062264252473632,0.31922334114159656,1.6125209733341188,-1.0
22,reference,goal,basin,port,1.4601377428364724,8.377208724734128,-1,6.038110664978421,1.9978902207646727,True,14.86937919408723,6.138597670839431,0.3554526485932747,0.38249766006034225,2.2565675256562048,-0.7321428571428571
23,reference,goal,basin,port,0.8128280920360667,10.13576215092496,0,,-7.782188705576533,,26.03297725371624,33.55626436938911,0.2738939211282775,0.2974615499043617,1.9993874936230274,
24,reference,goal,channel,starboard,2.4658059993829493,8.556858237844443,0,,3.053959934193376,,15.133115862972659,25.496803899356564,0.45680093761044194,0.5341313946463634,2.4163255001971,
25,reference,goal,basin,starboard,0.011672841727625172,9.689499897718894,1,8.201259793526605,5.383117142335886,True,35.4457876062676,23.26791198622641,0.27145734724574755,0.27145734724574755,1.1718015251079594,-0.7205882352941176
26,reference,goal,basin,port,2.4529873854013067,9.062939829678658,-1,6.985774541281743,1.8747604055252363,True,20.58900442568813,36.90912779026968,0.2666638510452624,0.48581801859549334,2.2217259647953025,-0.06666666666666667
27,reference,collision:target,channel,port,0.17000430075675282,11.63413261725211,-1,10.952395145768666,4.216509097880983,True,33.04342542045697,0.18785510680356765,0.31088995447773055,0.3143877267679307,1.479824050776271,-0.631578947368421
28,reference,collision:obstacle,basin,port,0.23622966892240083,8.507879150870341,-1,6.5867915562927015,4.160340615966486,True,48.81850162396745,32.49703777026298,0.17743284883934005,0.42490262519450034,1.1797802849979195,-0.18333333333333332
