episode_id,obstacle_count,group,seed,success,obstacle_collision,border_collision,timeout,term_reason,rms_cte,mean_cte,mean_signed_cte,max_cte,std_cte,min_obstacle_clearance,min_border_clearance,min_lateral_border_clearance,min_front_clearance,path_completion_steps,path_completion_time_s,mean_speed,mean_rpm,control_effort,control_effort_deg2s,mean_abs_rudder_rate,mean_abs_rudder_rate_achieved,mean_abs_rudder_deg,rudder_saturation_fraction,mean_abs_course_error,ep_reward,reference_path_length,actual_path_length,path_efficiency,d_end
0,0,obs_0,675974,1,0,0,0,goal,0.22740937140981127,0.1870281470802075,0.1870281470802075,0.4011000394821167,0.12936573891394026,nan,0.9882625552408654,2.377332012078888,16.0,227,22.700000000000003,0.8236157731930756,9.546220154751765,0.9141032680167144,1462.565228826743,24.734291038681974,3.9966379422331086,4.622840419214728,0.0,1.1799677992981346,99.88301359773914,20.00204771143656,18.696078051482814,0.9347082019403927,1.3642619495619568
1,0,obs_0,675975,1,0,0,0,goal,0.12613715334693684,0.1119048428524554,-0.042694191463073496,0.2689632773399353,0.11869198570157584,nan,0.9882998402596476,3.0014492801608466,16.0,222,22.200000000000003,0.8432059197658638,9.651625493893752,2.025529924203208,3240.847878725132,30.073064916274127,6.62974679332866,8.23834540607693,0.0,1.5506729549066285,102.01245110935378,20.0,18.719171418802176,0.9359585709401088,1.3166220915959785
2,0,obs_0,675976,1,0,0,0,goal,0.12569980631004124,0.11063232010067545,-0.034246305073715844,0.27019840478897095,0.12094474728230188,nan,0.9882976366356345,2.958537634456076,16.0,223,22.3,0.8423658852260524,9.644780603224921,1.741545059992137,2786.4720959874185,21.959202783601775,5.338184792991717,6.893727651091434,0.0,1.5060050906268432,102.23091699573466,20.0,18.78475924054097,0.9392379620270486,1.253552623680447
3,0,obs_0,675977,1,0,0,0,goal,0.16745240265409508,0.14488146218176626,-0.12963651109021157,0.2801150381565094,0.10599378352991579,nan,0.9883587369198482,4.073112133426737,16.0,196,19.6,0.9542973902985082,11.239912169016137,6.160453585823378,9856.725737317402,82.51515376262176,14.913230585994427,19.591030283850067,0.04591836734693878,1.8480274293955632,101.69663714770282,20.0,18.704228849850765,0.9352114424925382,1.3121170994158493
4,0,obs_0,675978,1,0,0,0,goal,0.17527172073867475,0.15156813724568546,-0.12666864927876928,0.2947477102279663,0.1211413611471661,nan,0.988585096384144,2.0448877380343324,16.0,198,19.8,0.9507683084790782,10.542286123290207,1.2995022852567732,2079.203656410837,38.74373290744529,7.1930832962408084,7.856428009091002,0.0,2.2453046165593897,106.69154734547965,20.041642581602023,18.825212507885748,0.9393048714064514,1.2329177882881412
5,0,obs_0,675979,1,0,0,0,goal,0.14870785014429352,0.1313081277512707,-0.09411891537913403,0.2492177039384842,0.11513320312747782,nan,0.9883395510607376,3.675770254679839,16.0,215,21.5,0.8706301328075107,9.996706000594205,2.7288536697839945,4366.165871654391,30.552646155669308,7.045139908493334,9.28553097747093,0.0,1.8251646062975915,101.85964736034506,20.0,18.718547855361482,0.9359273927680741,1.3079415021388145
6,0,obs_0,675980,1,0,0,0,goal,0.12049919925958788,0.108113718942864,-0.08680883722476343,0.19941143691539764,0.08357202164532332,nan,0.9882858844596045,3.120242180597971,16.0,205,20.5,0.9162362369899169,10.831699489674918,3.470104500171457,5552.167200274331,60.94991459566004,11.257170791043333,13.38572402116729,0.0,1.3302775659998967,102.58346056852014,20.0,18.782842858293296,0.9391421429146648,1.229055240211301
7,0,obs_0,675981,1,0,0,0,goal,0.08987066065391577,0.08297947041630264,-0.04618759066390071,0.14824829995632172,0.07709372292888207,nan,0.9882584373024609,2.812326471662596,16.0,217,21.700000000000003,0.8642642898816769,10.126671584795147,1.9679994656632869,3148.799145061259,33.01816119088067,6.788922753718396,8.107843432008945,0.0,0.967014850462894,102.76467278858769,20.0,18.75453509043239,0.9377267545216196,1.253317386402722
8,0,obs_0,675982,1,0,0,0,goal,0.12166592638292056,0.10747641981099085,-0.03114951722691412,0.264815092086792,0.11761082101211787,nan,0.9882785197545101,3.013706343228222,16.0,223,22.3,0.8393168283337473,9.599525828265289,2.099697038657264,3359.5152618516217,27.35165518683356,6.313427329953057,7.993444979458112,0.0,1.5328960141107806,101.71451962237957,20.001936554058293,18.71676527184256,0.9357476572959643,1.3197694746857669
9,0,obs_0,675983,1,0,0,0,goal,0.08071012397847188,0.07337124037605153,-0.06254029589070731,0.14074356853961945,0.051017991949145566,nan,0.9882481008019282,2.1078373345822765,16.0,229,22.900000000000002,0.8207889498480025,9.313317653914206,1.0882756043963817,1741.2409670342104,15.296372405269688,3.4639394632402136,4.414260918396529,0.0,0.6883528197982706,103.10135709086376,20.0,18.796066951519258,0.9398033475759628,1.2056881195572418
