#{"t_start": 1776080157.9942226, "env_id": "None"}
r,l,t
-1390.7039,99,22.072653
-1380.9412,108,22.223673
-1480.4369,56,23.188622
-1311.4442,177,24.882188
-1236.505,193,26.082557
-1402.2401,91,26.237238
510.3793,166,28.714911
-1277.2155,162,28.822564
-1421.2216,95,30.220509
-1397.7377,92,30.281601
-1477.9519,69,31.652358
-1363.1006,98,32.095389
-1354.6857,108,33.479594
488.16248,144,34.328326
-1254.294,185,35.924425
487.27484,150,36.290492
470.83517,152,39.477908
-1255.6667,185,39.559469
-1398.2825,97,47.86247
-1371.3364,103,47.86247
-1463.8743,61,48.772499
-1390.185,88,49.950998
-1280.7579,174,50.29367
-1353.1354,121,51.855902
-1359.2865,123,52.192815
-1381.6234,113,53.907417
-1240.6122,180,54.436504
-1384.235,98,55.907326
-1346.8125,175,56.472812
-1388.1887,114,57.772233
-1373.936,126,58.505557
-1385.9563,86,59.000229
-1476.5914,58,61.223193
474.43372,155,62.340354
-1396.068,91,62.931499
-1393.4514,110,64.139829
-1365.4921,121,64.844425
-1478.5245,56,65.06643
-1402.0317,98,66.205774
506.64517,154,67.120862
518.8003,158,76.078263
-1403.4966,94,76.185072
-1481.8973,54,77.089966
-1481.4612,58,77.312428
-1393.6952,95,78.599821
-1476.3107,61,79.591631
-1269.597,178,80.081931
-1403.0795,87,81.034397
-1375.552,113,82.044473
496.44473,149,83.373276
-1362.1952,114,83.703626
