policy,class,width,dcpa_m,ct_deg,crossing_side,dcpa_below_floor,outcome,collided,collided_target,steps,return,colregs_integral,frames_v_port,frames_v_bow,frames_v_side,frames_v_hold,frames_v_r8,integral_v_port,integral_v_bow,integral_v_side,integral_v_hold,integral_v_r8,mean_speed,max_speed,min_target_range,estops,estop_reasons,estop_then_target_collision,first_engaged_cls,engaged_frames,p_port_sense,ever_port_sense_non_overtaking,r_path_max,scenario
follower,crossing,7.777153961253272,0.2905126269988878,94.18057896264564,port,,collision:target,True,True,22,-337.4776391680186,-64.96416960528371,0,14,0,0,18,0.0,5.486167820029523,0.0,0.0,8.401697532475017,0.5601083084484425,0.5610225161706026,1.6260090622583057,0,,False,crossing,18,1.0,True,0.0,15
follower,crossing,9.472351939506785,0.02908361676498966,91.03611382454581,port,,collision:target,True,True,23,-308.1769317711965,-34.10238876941875,0,5,0,0,15,0.0,2.637374076408599,0.0,0.0,4.677197131376931,0.5527058969056374,0.5577424381101519,1.3917791099473928,0,,False,crossing,15,1.0,True,0.0,16
follower,crossing,6.791254452278463,1.3867036468224696,202.19120555738766,starboard,,goal,False,False,68,151.57265186877075,-29.18452089987632,0,0,0,0,15,0.0,0.0,0.0,0.0,6.4854490888614045,0.55004167349943,0.5576976817533756,1.3986767112690268,0,,False,crossing,15,0.0,False,0.0,17
follower,crossing,7.618572716555467,0.2983096088221926,73.39891847527933,port,,collision:target,True,True,14,-329.0212180942518,-46.132226851900064,0,8,0,0,12,0.0,3.908482640336958,0.0,0.0,5.95227506271825,0.5773375983812731,0.5890539452532675,1.4030902394603697,0,,False,crossing,12,1.0,True,0.0,18
follower,crossing,8.61263148724731,1.063209475296138,68.91040871652827,port,,collision:target,True,True,18,-349.6490614443575,-71.95865676429945,0,16,0,0,16,0.0,6.530209726618342,0.0,0.0,8.807581915008587,0.5565437032429165,0.55802646072397,1.2656672599987269,0,,False,crossing,16,1.0,True,0.0,19
follower,crossing,7.715636756725871,0.015920309608921934,125.05212011493529,port,,collision:target,True,True,13,-315.70104100291246,-31.374010296283522,0,5,0,0,10,0.0,0.3665366638966846,0.0,0.0,6.568811957776652,0.5514541820362647,0.5611226121217463,1.7204078132854572,0,,False,crossing,10,1.0,True,0.0,20
follower,crossing,7.643066319700785,0.9005926304107195,232.04698227358332,starboard,,collision:target,True,True,15,-295.26206478102415,-13.153887565492624,0,12,0,0,8,0.0,1.9892933066262914,0.0,0.0,0.734863488376107,0.5435782151188664,0.5586253447229588,1.089888321393278,0,,False,crossing,14,0.0,False,0.0,21
follower,crossing,7.958885684444756,2.3471367729985007,99.26568482874778,port,,goal,False,False,67,178.3377866991262,-5.412213300873795,0,0,0,0,14,0.0,0.0,0.0,0.0,1.2027140668608434,0.5625218260792993,0.5632409769890998,2.3345674819586635,0,,False,crossing,21,1.0,True,0.0,22
follower,crossing,8.919597231476935,2.22514847495875,94.45670133270548,port,,goal,False,False,67,158.1598706741308,-25.590129325869214,0,14,0,0,14,0.0,2.0165651803301587,0.0,0.0,3.4684737073855385,0.5584329332422743,0.5584734152750599,2.2316933729521318,0,,False,crossing,15,1.0,True,0.0,23
follower,overtaking,9.556232149411287,0.16856401487441053,10.868192576999832,,,collision:target,True,True,30,-311.454567896378,-38.43713625526052,0,0,14,0,21,0.0,0.0,2.2697310181445216,0.0,6.72580101998672,0.5376391418148392,0.5574761059513698,1.8782821671016212,0,,False,overtaking,25,0.0,False,0.0,24
follower,overtaking,5.7479461611789,1.2248627607666025,-16.93834482636391,,,collision:target,True,True,40,-288.94997549120546,-37.72075024772102,0,0,28,0,20,0.0,0.0,6.400650063706128,0.0,3.261868892973098,0.5648534220933186,0.5666867486496479,1.940378856453391,0,,False,overtaking,30,0.0,False,0.0,25
follower,overtaking,7.111260720178818,1.545817447677813,3.7007841951845677,,,goal,False,False,69,145.73601238013742,-34.889311503372795,0,0,0,0,34,0.0,0.0,0.0,0.0,7.7531803340828445,0.5476832767884,0.5575654252902562,1.5601114988673843,0,,False,overtaking,47,0.0,False,0.0,26
follower,overtaking,9.924433511599638,0.5577780141895179,11.720631678627527,,,collision:target,True,True,39,-277.2823657099425,-17.167347861305892,0,0,5,0,16,0.0,0.0,0.3755965636843015,0.0,3.514488940453869,0.5522000009238051,0.5616135535375903,1.9074619161357733,0,,False,overtaking,28,0.0,False,0.0,27
follower,overtaking,7.777153961253272,1.5401458527507434,7.176268164230322,,,goal,False,False,67,91.49318351442447,-92.25681648557553,0,17,49,0,35,0.0,1.8115195850400678,15.532827197619255,0.0,6.08258147293286,0.560028112429655,0.5602952104323222,1.547955714543547,0,,False,overtaking,50,0.0,False,0.0,28
follower,overtaking,9.472351939506785,0.6293837659105992,10.760110377370978,,,collision:target,True,True,52,-294.5405946476391,-46.320908695837346,0,17,37,0,20,0.0,2.45978459972695,5.962698317945618,0.0,2.817613551685495,0.5448297661534492,0.5576128037205543,0.9478746662683805,0,,False,overtaking,45,0.0,False,0.0,29
follower,overtaking,6.791254452278463,1.9286740819227624,7.381996928413358,,,goal,False,False,69,92.7812359090316,-87.18399491397606,0,17,50,0,34,0.0,1.0711465289431945,17.263926270781607,0.0,4.384818893531887,0.5465034157242833,0.5574812195117844,1.8867811710930529,0,,False,overtaking,50,0.0,False,0.0,30
follower,overtaking,7.618572716555467,0.80683254823558,-26.65182120749268,,,collision:target,True,True,29,-303.43513942904434,-33.10419601427571,0,0,18,0,21,0.0,0.0,1.5479242409112048,0.0,6.118148610443416,0.5686693509613622,0.5781820044203982,1.8766268560073365,0,,False,overtaking,22,0.0,False,0.0,31
follower,overtaking,8.61263148724731,0.5951515892589716,-22.89682838569677,,,collision:target,True,True,37,-296.753776191951,-33.43246032200143,0,0,27,0,20,0.0,0.0,4.471145744118193,0.0,3.8525190318168754,0.5460042447931572,0.5573325206232917,1.8946139781351494,0,,False,overtaking,28,0.0,False,0.0,32
follower,overtaking,7.715636756725871,0.48053457069092276,-33.48340197482355,,,collision:target,True,True,34,-312.69617515872244,-52.09090929966301,0,7,13,0,23,0.0,2.6726768728681467,2.7039839168967545,0.0,6.4726259284749705,0.5673487270263746,0.5749295907613252,1.7354300574277108,0,,False,overtaking,28,0.0,False,0.0,33
follower,overtaking,7.643066319700785,1.4565110359186628,-15.877261576857428,,,goal,False,False,68,114.0831139718272,-33.486675928235314,0,0,23,0,18,0.0,0.0,4.369047307690687,0.0,3.946245693455298,0.5500808125023164,0.5577128000248335,0.682924881464325,0,,False,overtaking,24,0.0,False,0.0,34
follower,overtaking,7.958885684444756,0.20003527248455244,23.442474700345457,,,collision:target,True,True,34,-310.518492014896,-47.08011092364387,0,11,13,0,22,0.0,3.145683508832221,1.160294961384418,0.0,6.0737590430978825,0.5645563085913983,0.576030335294039,1.725453724623611,0,,False,overtaking,27,0.0,False,0.0,35
follower,being_overtaken,9.556232149411287,1.92980163272497,-35.482184391358615,,False,collision:target,True,True,10,-297.0957770909219,-7.695369603277826,0,0,0,4,0,0.0,0.0,0.0,1.9000912600685989,0.0,0.5056677609434093,0.5569323376762263,1.8800583326571232,0,,False,being_overtaken,8,0.0,False,0.0,36
follower,being_overtaken,5.7479461611789,1.2685701234754871,-4.975120506914713,,False,collision:target,True,True,67,-239.00425434445995,-16.291433448567346,0,1,1,12,3,0.0,0.37522841595785156,0.1031912828944926,1.7867519097120335,1.516937541516016,0.5516632110979448,0.5583534637154628,1.2710959153269723,0,,False,being_overtaken,31,0.0,False,0.0,37
follower,being_overtaken,7.111260720178818,0.5943612042954601,11.74966659039302,,True,collision:target,True,True,16,-282.0911908444021,-1.4944186601516674,0,0,0,10,0,0.0,0.0,0.0,0.3689922617658437,0.0,0.544609334476795,0.5587791694444242,1.9088943529784617,0,,False,being_overtaken,14,0.0,False,0.0,38
follower,being_overtaken,9.924433511599638,0.247382364945814,2.173404297588206,,True,collision:target,True,True,13,-286.4430446258105,-1.740203325342012,0,0,0,7,0,0.0,0.0,0.0,0.4296798334177807,0.0,0.5490214165219626,0.5571351031491147,1.864283490241531,0,,False,being_overtaken,12,0.0,False,0.0,39
follower,being_overtaken,7.777153961253272,1.1352069073367477,-20.99286861655304,,False,collision:target,True,True,13,-295.1456947380938,-10.593445066669052,0,0,0,7,0,0.0,0.0,0.0,2.6156654485602595,0.0,0.5388476026673543,0.5579197321294505,1.8911178746589383,0,,False,being_overtaken,11,0.0,False,0.0,40
follower,being_overtaken,9.472351939506785,0.33829237792301214,-9.672518700272335,,True,collision:target,True,True,14,-286.4576058620064,-2.610471763985828,0,0,0,6,0,0.0,0.0,0.0,0.6445609293792168,0.0,0.5302417286237058,0.5577276632206498,1.8756030435754434,0,,False,being_overtaken,12,0.0,False,0.0,41
follower,being_overtaken,6.791254452278463,1.4553176893876154,8.612014291766783,,False,collision:target,True,True,11,-287.0656243953579,-0.003693174471031219,0,0,0,3,0,0.0,0.0,0.0,0.0009118949311188195,0.0,0.535343576618373,0.5578572745810693,1.8758000116854128,0,,False,being_overtaken,9,0.0,False,0.0,42
follower,being_overtaken,7.618572716555467,0.0524706874686347,-13.038802994098347,,True,collision:target,True,True,14,-302.5527334654848,-19.411578435280312,0,0,0,6,0,0.0,0.0,0.0,4.792982329698842,0.0,0.54173784217465,0.5581355527898708,1.479714534453384,0,,False,being_overtaken,13,0.0,False,0.0,43
follower,being_overtaken,8.61263148724731,0.3303938638096535,-12.938720162676333,,True,collision:target,True,True,20,-312.7019913853202,-35.42722042895363,0,0,0,11,0,0.0,0.0,0.0,8.747461834309538,0.0,0.5560711177049014,0.5580077385391942,0.894510584758632,0,,False,being_overtaken,18,0.0,False,0.0,44
follower,being_overtaken,7.715636756725871,1.0153730961261043,-20.115703048698954,,False,collision:target,True,True,16,-282.3150037958461,-1.7203254833090427,0,0,0,11,0,0.0,0.0,0.0,0.42477172427383775,0.0,0.545408380265378,0.5600452658841135,1.7867307701760629,0,,False,being_overtaken,14,0.0,False,0.0,45
follower,being_overtaken,7.643066319700785,1.428419899787731,30.035851887711317,,False,goal,False,False,68,126.83556581316729,-29.142863329938443,0,2,4,5,4,0.0,0.7958266415304783,0.4065347794636166,4.3667997747923195,1.3454349245299237,0.5537019220046675,0.5579226638858188,0.6836449682129814,0,,False,being_overtaken,17,0.0,False,0.0,46
follower,being_overtaken,7.958885684444756,1.2954947425930026,13.360187385941856,,False,collision:target,True,True,12,-287.88848633791775,-1.936864944808498,0,0,0,3,0,0.0,0.0,0.0,0.4782382579774068,0.0,0.5295885374851151,0.5581024724298835,1.868771623381246,0,,False,being_overtaken,10,0.0,False,0.0,47
follower,null,9.556232149411287,7.415079221008671,3.2202052079999497,,,goal,False,False,69,171.58479822386337,-5.822474617432933,0,0,3,0,3,0.0,0.0,0.49861858564372263,0.0,0.8949883798034515,0.5419327290891888,0.557215453268749,4.8617750805467885,0,,False,overtaking,4,0.0,False,0.0,48
follower,null,7.111260720178818,8.273866545950307,-13.430990414865116,,,goal,False,False,68,174.05362059076592,-9.346693679803709,0,1,3,0,3,0.0,0.7590207223996431,0.5535064813018981,0.0,0.7993150602752537,0.554841545951975,0.5579941683373266,4.70283992013266,0,,False,overtaking,3,0.0,False,0.0,49
follower,null,9.924433511599638,8.480442251715623,-7.349722634774217,,,goal,False,False,68,176.33950111267015,-6.760841794679034,0,1,4,0,0,0.0,0.6595609836580436,0.9711152571032547,0.0,0.0,0.5542954264105129,0.5579600596001368,4.730089440599832,0,,False,overtaking,4,0.0,False,0.0,50
follower,null,7.777153961253272,8.19210853540256,1.5450735276472507,,,goal,False,False,67,177.88002412518878,-5.8699758748112245,0,0,5,0,4,0.0,0.0,1.1218746043958743,0.0,0.4069393997746837,0.5585634147471735,0.5586250973196059,4.847376411830455,0,,False,overtaking,5,0.0,False,0.0,51
follower,null,9.472351939506785,9.833754847651186,-7.881894193512018,,,goal,False,False,67,181.34864318135118,-2.4013568186488046,0,0,2,0,3,0.0,0.0,0.15031194033632184,0.0,0.4133852963195658,0.5631508182926687,0.5640206121260078,4.684736421032897,0,,False,overtaking,4,0.0,False,0.0,52
follower,null,7.618572716555467,5.737909351285462,19.269421523256625,,,goal,False,False,67,177.7646709005963,-5.746444301711845,0,0,4,0,4,0.0,0.0,0.23321283805476023,0.0,1.090417352158824,0.5575331562799272,0.5581516832419999,4.874992183446652,0,,False,overtaking,4,0.0,False,0.0,53
follower,null,8.61263148724731,4.994217003827502,-2.2541536120884516,,,goal,False,False,67,178.63215656926621,-5.1178434307337985,0,0,4,0,3,0.0,0.0,1.1392860454235283,0.0,0.22586970382424376,0.5594419922919416,0.5596523800907534,4.918215719917956,0,,False,overtaking,4,0.0,False,0.0,54
follower,null,7.715636756725871,10.985401796677808,11.51508315874964,,,goal,False,False,69,175.6764071660047,-3.8718096683897043,0,1,0,0,2,0.0,0.6053604129147503,0.0,0.0,0.19450569432482007,0.5457599234348617,0.5575025757615211,4.755108114883137,0,,False,overtaking,4,0.0,False,0.0,55
follower,null,7.643066319700785,9.246526787441258,17.067746299587732,,,goal,False,False,68,178.12755300782445,-3.359322324436394,0,0,3,0,3,0.0,0.0,0.7119984040390221,0.0,0.17691734886575855,0.5513665849471281,0.5578001340230037,4.851838126611343,0,,False,overtaking,5,0.0,False,0.0,56
follower,null,7.958885684444756,5.9745539334029605,12.504257237913222,,,goal,False,False,69,172.59457975367837,-5.210908659390711,0,0,4,0,4,0.0,0.0,0.5052695470547154,0.0,0.7537640644430523,0.5426446216100869,0.5572710041158868,4.832470227771902,0,,False,overtaking,4,0.0,False,0.0,57
follower,null,8.919597231476935,3.3691456368695802,-6.754235357595295,,,goal,False,False,67,176.0047375993445,-7.745262400655504,0,1,4,0,2,0.0,0.678494571021525,1.090403592362904,0.0,0.10250252035388888,0.5597440856417707,0.5599808578171732,4.866416747081911,0,,False,overtaking,4,0.0,False,0.0,58
follower,null,6.8745535936065325,8.528906801734072,-14.670613064706771,,,goal,False,False,68,176.69006887647768,-6.051077079300322,0,2,0,0,4,0.0,0.5824629613554008,0.0,0.0,0.7039745379091304,0.5515263473941917,0.5577890440509781,4.820179825774727,0,,False,overtaking,4,0.0,False,0.0,59
compliant,head_on,9.556232149411287,0.7589141160070894,188.5960326544994,,,collision:target,True,True,31,-296.6579710698957,-19.575221902557754,7,0,7,0,3,2.8840274140367894,0.0,1.3083540949059043,0.0,0.13093588031430906,0.5227167160395739,0.5576958521762974,1.5554618236985502,0,,False,head_on,19,0.0,False,0.0,0
compliant,head_on,5.7479461611789,1.2248627607666025,177.49061558127943,,,collision:boundary,True,False,29,-322.27889380700265,-5.002636885254027,7,0,0,0,5,0.5710205827284308,0.0,0.0,0.0,0.48357444461073207,0.5237220189372558,0.5574844451973853,3.253614521143517,0,,False,head_on,26,0.0,False,0.0,1
